logTime,Instance ID,Is Retransmission,Path Id,Offset[cm],End Offset[cm],Lane Number,区画線数,対象の区画線ID,対象の区画線の親区画線のID,MMS測位誤差[mm],レーザー測位誤差[mm],道路構成地物ID,区画線種別,区画線付加属性フラグ,始点側線幅[cm],終点側線幅[cm]
1135931,0x3acf3,False,285,933820,941779,7,6,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1135931,0x3acf3,False,285,933820,941779,7,6,1.748801386482515e+18,-1,720.0,209.0,3221291520.0,2,0,15,15
1135931,0x3acf3,False,285,933820,941779,7,6,1.748801386482515e+18,-1,694.0,213.0,3221291776.0,1,0,20,20
1172721,0x3ad2f,False,292,933820,941779,7,6,1.748801386482515e+18,-1,673.0,196.0,3221291776.0,1,0,20,20
1172721,0x3ad2f,False,292,933820,941779,7,6,1.748801386482515e+18,-1,635.0,197.0,3221291520.0,2,0,15,15
1172721,0x3ad2f,False,292,933820,941779,7,6,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1172721,0x3ad2f,False,292,933820,941779,7,6,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1172721,0x3ad2f,False,292,933820,941779,7,6,1.748801386482515e+18,-1,720.0,209.0,3221291520.0,2,0,15,15
1172721,0x3ad2f,False,292,933820,941779,7,6,1.748801386482515e+18,-1,694.0,213.0,3221291776.0,1,0,20,20
1235591,0x3ad4f,False,285,941779,949791,7,6,1.748801386482515e+18,-1,667.0,198.0,3221291776.0,1,0,20,20
1235591,0x3ad4f,False,285,941779,949791,7,6,1.748801386482515e+18,-1,635.0,197.0,3221291520.0,2,0,15,15
1235591,0x3ad4f,False,285,941779,949791,7,6,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1235591,0x3ad4f,False,285,941779,949791,7,6,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1235591,0x3ad4f,False,285,941779,949791,7,6,1.748801386482515e+18,-1,640.0,208.0,3221291520.0,2,0,15,15
1235591,0x3ad4f,False,285,941779,949791,7,6,1.748801386482515e+18,-1,644.0,213.0,3221291776.0,1,0,20,20
1239279,0x3ad5a,False,292,941779,949791,7,6,1.748801386482515e+18,-1,667.0,198.0,3221291776.0,1,0,20,20
1239279,0x3ad5a,False,292,941779,949791,7,6,1.748801386482515e+18,-1,635.0,197.0,3221291520.0,2,0,15,15
1239279,0x3ad5a,False,292,941779,949791,7,6,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1239279,0x3ad5a,False,292,941779,949791,7,6,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1239279,0x3ad5a,False,292,941779,949791,7,6,1.748801386482515e+18,-1,640.0,208.0,3221291520.0,2,0,15,15
1239279,0x3ad5a,False,292,941779,949791,7,6,1.748801386482515e+18,-1,644.0,213.0,3221291776.0,1,0,20,20
1336149,0x3ada9,False,285,949791,957799,7,6,1.748801386482515e+18,-1,668.0,198.0,3221291776.0,1,0,20,20
1336149,0x3ada9,False,285,949791,957799,7,6,1.748801386482515e+18,-1,676.0,198.0,3221291520.0,2,0,15,15
1336149,0x3ada9,False,285,949791,957799,7,6,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1336149,0x3ada9,False,285,949791,957799,7,6,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1336149,0x3ada9,False,285,949791,957799,7,6,1.748801386482515e+18,-1,628.0,206.0,3221291520.0,2,0,15,15
1336149,0x3ada9,False,285,949791,957799,7,6,1.748801386482515e+18,-1,640.0,212.0,3221291776.0,1,0,20,20
