logTime,Instance ID,Is Retransmission,Path Id,Offset[cm],End Offset[cm],Lane Number,路肩幅員情報数,形状要素インデックス,左側路肩幅員値[cm],右側路肩幅員値[cm]
1735615,0x3af1b,False,285,976743,987360,15,4,8,0,84
1735615,0x3af1b,False,285,976743,987360,15,4,9,0,79
1735615,0x3af1b,False,285,976743,987360,15,4,10,0,74
1735615,0x3af1b,False,285,976743,987360,15,4,11,0,69
1735615,0x3af1b,False,285,976743,987360,15,4,12,0,78
1735615,0x3af1b,False,285,976743,987360,15,4,13,0,84
1735615,0x3af1b,False,285,976743,987360,15,4,14,0,92
1735615,0x3af1b,False,285,976743,987360,15,4,15,0,99
1735615,0x3af1b,False,285,976743,987360,15,4,16,0,97
1735615,0x3af1b,False,285,976743,987360,15,4,17,0,100
1735615,0x3af1b,False,285,976743,987360,15,4,18,0,98
1735615,0x3af1b,False,285,976743,987360,15,4,19,0,94
1735615,0x3af1b,False,285,976743,987360,15,4,20,0,93
1735807,0x3af25,False,305,0,7778,1,1,0,192,0
1735807,0x3af25,False,305,0,7778,1,1,1,196,0
1735807,0x3af25,False,305,0,7778,1,1,2,195,0
1735807,0x3af25,False,305,0,7778,1,1,3,196,0
1735807,0x3af25,False,305,0,7778,1,1,4,204,0
1735807,0x3af25,False,305,0,7778,1,1,5,209,0
1735807,0x3af25,False,305,0,7778,1,1,6,203,0
1735807,0x3af25,False,305,0,7778,1,1,7,234,0
1735807,0x3af25,False,305,0,7778,1,1,8,217,0
1735807,0x3af25,False,305,0,7778,1,1,9,213,0
1735807,0x3af25,False,305,0,7778,1,1,10,204,0
1735807,0x3af25,False,305,0,7778,1,1,11,201,0
1735807,0x3af25,False,305,0,7778,1,1,12,204,0
1735807,0x3af25,False,305,0,7778,1,1,13,168,0
1735807,0x3af25,False,305,0,7778,1,1,14,167,0
1735807,0x3af25,False,305,0,7778,1,1,15,166,0
1735807,0x3af25,False,305,0,7778,1,1,16,187,130
1735937,0x3af2f,False,305,7778,14968,1,1,0,187,130
1735937,0x3af2f,False,305,7778,14968,1,1,1,182,107
1735937,0x3af2f,False,305,7778,14968,1,1,2,179,72
1735937,0x3af2f,False,305,7778,14968,1,1,3,173,83
1735937,0x3af2f,False,305,7778,14968,1,1,4,169,105
1735937,0x3af2f,False,305,7778,14968,1,1,5,173,128
1735937,0x3af2f,False,305,7778,14968,1,1,6,176,131
1735937,0x3af2f,False,305,7778,14968,1,1,7,171,127
1735937,0x3af2f,False,305,7778,14968,1,1,8,177,121
1735937,0x3af2f,False,305,7778,14968,1,1,9,184,115
1735937,0x3af2f,False,305,7778,14968,1,1,10,180,121
1735937,0x3af2f,False,305,7778,14968,1,1,11,184,131
1735937,0x3af2f,False,305,7778,14968,1,1,12,171,134
1735937,0x3af2f,False,305,7778,14968,1,1,13,177,127
1735937,0x3af2f,False,305,7778,14968,1,1,14,189,120
1735937,0x3af2f,False,305,7778,14968,1,1,16,208,114
1735937,0x3af2f,False,305,7778,14968,1,1,18,207,101
1735937,0x3af2f,False,305,7778,14968,1,1,19,198,104
1735937,0x3af2f,False,305,7778,14968,1,1,20,203,114
1736123,0x3af38,False,305,14968,22048,1,1,0,203,114
1736123,0x3af38,False,305,14968,22048,1,1,1,214,110
1736123,0x3af38,False,305,14968,22048,1,1,2,212,113
1736123,0x3af38,False,305,14968,22048,1,1,3,203,113
1736123,0x3af38,False,305,14968,22048,1,1,4,181,104
1736123,0x3af38,False,305,14968,22048,1,1,5,182,113
1736123,0x3af38,False,305,14968,22048,1,1,6,183,112
1736123,0x3af38,False,305,14968,22048,1,1,7,191,109
1736123,0x3af38,False,305,14968,22048,1,1,8,196,92
1736123,0x3af38,False,305,14968,22048,1,1,9,219,91
1736123,0x3af38,False,305,14968,22048,1,1,10,223,95
1736123,0x3af38,False,305,14968,22048,1,1,11,212,107
1736123,0x3af38,False,305,14968,22048,1,1,12,194,100
1736123,0x3af38,False,305,14968,22048,1,1,13,194,325
1736123,0x3af38,False,305,14968,22048,1,1,14,192,282
1736123,0x3af38,False,305,14968,22048,1,1,15,197,240
1736123,0x3af38,False,305,14968,22048,1,1,16,193,223
1736311,0x3af40,False,305,22048,29079,1,1,0,193,223
1736311,0x3af40,False,305,22048,29079,1,1,1,186,217
1736311,0x3af40,False,305,22048,29079,1,1,2,182,207
1736311,0x3af40,False,305,22048,29079,1,1,3,175,121
1736311,0x3af40,False,305,22048,29079,1,1,4,176,117
1736311,0x3af40,False,305,22048,29079,1,1,5,173,112
1736311,0x3af40,False,305,22048,29079,1,1,6,178,109
1736311,0x3af40,False,305,22048,29079,1,1,7,176,114
1736311,0x3af40,False,305,22048,29079,1,1,8,171,119
1736311,0x3af40,False,305,22048,29079,1,1,9,169,119
1736311,0x3af40,False,305,22048,29079,1,1,10,164,122
1736311,0x3af40,False,305,22048,29079,1,1,11,168,126
1736311,0x3af40,False,305,22048,29079,1,1,12,167,123
1736311,0x3af40,False,305,22048,29079,1,1,13,162,120
1736311,0x3af40,False,305,22048,29079,1,1,14,165,121
1736311,0x3af40,False,305,22048,29079,1,1,15,163,115
1736311,0x3af40,False,305,22048,29079,1,1,16,163,116
1736311,0x3af40,False,305,22048,29079,1,1,17,162,116
1736311,0x3af40,False,305,22048,29079,1,1,18,162,116
1736311,0x3af40,False,305,22048,29079,1,1,19,161,116
1736311,0x3af40,False,305,22048,29079,1,1,20,169,107
1736311,0x3af40,False,305,22048,29079,1,1,21,167,108
1736430,0x3af48,False,305,29079,35894,1,1,0,167,108
1736430,0x3af48,False,305,29079,35894,1,1,1,165,113
1736430,0x3af48,False,305,29079,35894,1,1,2,165,114
1736430,0x3af48,False,305,29079,35894,1,1,3,167,105
1736430,0x3af48,False,305,29079,35894,1,1,4,176,112
1736430,0x3af48,False,305,29079,35894,1,1,5,177,110
1736430,0x3af48,False,305,29079,35894,1,1,6,169,105
1736430,0x3af48,False,305,29079,35894,1,1,7,161,106
1736430,0x3af48,False,305,29079,35894,1,1,8,159,105
1736430,0x3af48,False,305,29079,35894,1,1,9,163,103
1736430,0x3af48,False,305,29079,35894,1,1,10,163,107
1736430,0x3af48,False,305,29079,35894,1,1,11,163,106
1736430,0x3af48,False,305,29079,35894,1,1,12,158,104
1736430,0x3af48,False,305,29079,35894,1,1,13,157,103
1736430,0x3af48,False,305,29079,35894,1,1,14,162,100
1736430,0x3af48,False,305,29079,35894,1,1,15,161,104
1736430,0x3af48,False,305,29079,35894,1,1,16,162,100
1736430,0x3af48,False,305,29079,35894,1,1,17,158,107
1736430,0x3af48,False,305,29079,35894,1,1,18,159,107
1736430,0x3af48,False,305,29079,35894,1,1,19,165,106
1736430,0x3af48,False,305,29079,35894,1,1,20,159,98
1736568,0x3af50,False,305,35894,43110,1,1,0,159,98
1736568,0x3af50,False,305,35894,43110,1,1,1,163,104
1736568,0x3af50,False,305,35894,43110,1,1,2,162,103
1736568,0x3af50,False,305,35894,43110,1,1,3,161,100
1736568,0x3af50,False,305,35894,43110,1,1,4,164,110
1736568,0x3af50,False,305,35894,43110,1,1,5,160,114
1736568,0x3af50,False,305,35894,43110,1,1,6,154,116
1736568,0x3af50,False,305,35894,43110,1,1,7,145,119
1736568,0x3af50,False,305,35894,43110,1,1,8,143,130
1736568,0x3af50,False,305,35894,43110,1,1,9,151,135
1736568,0x3af50,False,305,35894,43110,1,1,10,160,121
1736568,0x3af50,False,305,35894,43110,1,1,11,176,106
1736568,0x3af50,False,305,35894,43110,1,1,12,170,95
1736568,0x3af50,False,305,35894,43110,1,1,13,173,105
1736568,0x3af50,False,305,35894,43110,1,1,14,166,109
1736568,0x3af50,False,305,35894,43110,1,1,15,167,112
1736568,0x3af50,False,305,35894,43110,1,1,16,164,112
1736568,0x3af50,False,305,35894,43110,1,1,17,159,110
1736568,0x3af50,False,305,35894,43110,1,1,18,161,110
1736718,0x3af59,False,305,43110,49586,1,1,0,161,110
1736718,0x3af59,False,305,43110,49586,1,1,1,163,112
1736718,0x3af59,False,305,43110,49586,1,1,2,159,115
1736718,0x3af59,False,305,43110,49586,1,1,3,158,115
1736718,0x3af59,False,305,43110,49586,1,1,4,156,114
1736718,0x3af59,False,305,43110,49586,1,1,5,160,121
1736718,0x3af59,False,305,43110,49586,1,1,6,158,113
1736718,0x3af59,False,305,43110,49586,1,1,7,163,112
1736718,0x3af59,False,305,43110,49586,1,1,9,161,112
1736718,0x3af59,False,305,43110,49586,1,1,10,157,115
1736718,0x3af59,False,305,43110,49586,1,1,11,157,123
1736718,0x3af59,False,305,43110,49586,1,1,12,158,120
1736718,0x3af59,False,305,43110,49586,1,1,13,170,114
1736718,0x3af59,False,305,43110,49586,1,1,14,164,112
1736861,0x3af62,False,305,49586,54068,1,1,0,164,112
1736861,0x3af62,False,305,49586,54068,1,1,1,165,110
1736861,0x3af62,False,305,49586,54068,1,1,2,167,106
1736861,0x3af62,False,305,49586,54068,1,1,3,166,103
1736861,0x3af62,False,305,49586,54068,1,1,4,164,106
1736861,0x3af62,False,305,49586,54068,1,1,5,164,109
1736861,0x3af62,False,305,49586,54068,1,1,6,164,107
1736861,0x3af62,False,305,49586,54068,1,1,7,189,108
1736861,0x3af62,False,305,49586,54068,1,1,8,169,108
1736861,0x3af62,False,305,49586,54068,1,1,9,157,111
1736861,0x3af62,False,305,49586,54068,1,1,10,157,111
1738611,0x3af77,False,292,976743,987360,15,4,0,266,0
1738611,0x3af77,False,292,976743,987360,15,4,1,249,0
1738611,0x3af77,False,292,976743,987360,15,4,2,233,0
1738611,0x3af77,False,292,976743,987360,15,4,3,229,0
1738611,0x3af77,False,292,976743,987360,15,4,4,222,0
1738611,0x3af77,False,292,976743,987360,15,4,5,212,0
1738611,0x3af77,False,292,976743,987360,15,4,6,207,0
1738611,0x3af77,False,292,976743,987360,15,4,7,206,0
1738611,0x3af77,False,292,976743,987360,15,4,8,207,0
1738611,0x3af77,False,292,976743,987360,15,4,9,207,0
1738611,0x3af77,False,292,976743,987360,15,4,10,211,0
1738611,0x3af77,False,292,976743,987360,15,4,11,215,0
1738611,0x3af77,False,292,976743,987360,15,4,12,214,0
1738611,0x3af77,False,292,976743,987360,15,4,13,211,0
1738611,0x3af77,False,292,976743,987360,15,4,14,209,0
1738611,0x3af77,False,292,976743,987360,15,4,15,205,0
1738611,0x3af77,False,292,976743,987360,15,4,16,200,0
1738611,0x3af77,False,292,976743,987360,15,4,17,194,0
1738611,0x3af77,False,292,976743,987360,15,4,18,191,0
1738611,0x3af77,False,292,976743,987360,15,4,19,191,0
1738611,0x3af77,False,292,976743,987360,15,4,20,192,0
1738611,0x3af77,False,292,976743,987360,15,4,0,0,94
1738611,0x3af77,False,292,976743,987360,15,4,1,0,88
1738611,0x3af77,False,292,976743,987360,15,4,2,0,80
1738611,0x3af77,False,292,976743,987360,15,4,3,0,75
1738611,0x3af77,False,292,976743,987360,15,4,4,0,76
1738611,0x3af77,False,292,976743,987360,15,4,5,0,76
1738611,0x3af77,False,292,976743,987360,15,4,6,0,81
1738611,0x3af77,False,292,976743,987360,15,4,7,0,86
1738611,0x3af77,False,292,976743,987360,15,4,8,0,84
1738611,0x3af77,False,292,976743,987360,15,4,9,0,79
1738611,0x3af77,False,292,976743,987360,15,4,10,0,74
1738611,0x3af77,False,292,976743,987360,15,4,11,0,69
1738611,0x3af77,False,292,976743,987360,15,4,12,0,78
1738611,0x3af77,False,292,976743,987360,15,4,13,0,84
1738611,0x3af77,False,292,976743,987360,15,4,14,0,92
1738611,0x3af77,False,292,976743,987360,15,4,15,0,99
1738611,0x3af77,False,292,976743,987360,15,4,16,0,97
1738611,0x3af77,False,292,976743,987360,15,4,17,0,100
1738611,0x3af77,False,292,976743,987360,15,4,18,0,98
1738611,0x3af77,False,292,976743,987360,15,4,19,0,94
1738611,0x3af77,False,292,976743,987360,15,4,20,0,93
1738820,0x3af81,False,308,0,7778,1,1,0,192,0
1738820,0x3af81,False,308,0,7778,1,1,1,196,0
1738820,0x3af81,False,308,0,7778,1,1,2,195,0
1738820,0x3af81,False,308,0,7778,1,1,3,196,0
1738820,0x3af81,False,308,0,7778,1,1,4,204,0
1738820,0x3af81,False,308,0,7778,1,1,5,209,0
1738820,0x3af81,False,308,0,7778,1,1,6,203,0
1738820,0x3af81,False,308,0,7778,1,1,7,234,0
1738820,0x3af81,False,308,0,7778,1,1,8,217,0
1738820,0x3af81,False,308,0,7778,1,1,9,213,0
1738820,0x3af81,False,308,0,7778,1,1,10,204,0
1738820,0x3af81,False,308,0,7778,1,1,11,201,0
1738820,0x3af81,False,308,0,7778,1,1,12,204,0
1738820,0x3af81,False,308,0,7778,1,1,13,168,0
1738820,0x3af81,False,308,0,7778,1,1,14,167,0
1738820,0x3af81,False,308,0,7778,1,1,15,166,0
1738820,0x3af81,False,308,0,7778,1,1,16,187,130
1739016,0x3af8b,False,308,7778,14968,1,1,0,187,130
1739016,0x3af8b,False,308,7778,14968,1,1,1,182,107
1739016,0x3af8b,False,308,7778,14968,1,1,2,179,72
1739016,0x3af8b,False,308,7778,14968,1,1,3,173,83
1739016,0x3af8b,False,308,7778,14968,1,1,4,169,105
1739016,0x3af8b,False,308,7778,14968,1,1,5,173,128
1739016,0x3af8b,False,308,7778,14968,1,1,6,176,131
1739016,0x3af8b,False,308,7778,14968,1,1,7,171,127
1739016,0x3af8b,False,308,7778,14968,1,1,8,177,121
1739016,0x3af8b,False,308,7778,14968,1,1,9,184,115
1739016,0x3af8b,False,308,7778,14968,1,1,10,180,121
1739016,0x3af8b,False,308,7778,14968,1,1,11,184,131
1739016,0x3af8b,False,308,7778,14968,1,1,12,171,134
1739016,0x3af8b,False,308,7778,14968,1,1,13,177,127
1739016,0x3af8b,False,308,7778,14968,1,1,14,189,120
1739016,0x3af8b,False,308,7778,14968,1,1,16,208,114
1739016,0x3af8b,False,308,7778,14968,1,1,18,207,101
1739016,0x3af8b,False,308,7778,14968,1,1,19,198,104
1739016,0x3af8b,False,308,7778,14968,1,1,20,203,114
1739214,0x3af94,False,308,14968,22048,1,1,0,203,114
1739214,0x3af94,False,308,14968,22048,1,1,1,214,110
1739214,0x3af94,False,308,14968,22048,1,1,2,212,113
1739214,0x3af94,False,308,14968,22048,1,1,3,203,113
1739214,0x3af94,False,308,14968,22048,1,1,4,181,104
1739214,0x3af94,False,308,14968,22048,1,1,5,182,113
1739214,0x3af94,False,308,14968,22048,1,1,6,183,112
1739214,0x3af94,False,308,14968,22048,1,1,7,191,109
1739214,0x3af94,False,308,14968,22048,1,1,8,196,92
1739214,0x3af94,False,308,14968,22048,1,1,9,219,91
1739214,0x3af94,False,308,14968,22048,1,1,10,223,95
1739214,0x3af94,False,308,14968,22048,1,1,11,212,107
1739214,0x3af94,False,308,14968,22048,1,1,12,194,100
1739214,0x3af94,False,308,14968,22048,1,1,13,194,325
1739214,0x3af94,False,308,14968,22048,1,1,14,192,282
1739214,0x3af94,False,308,14968,22048,1,1,15,197,240
1739214,0x3af94,False,308,14968,22048,1,1,16,193,223
1739369,0x3af9c,False,308,22048,29079,1,1,0,193,223
1739369,0x3af9c,False,308,22048,29079,1,1,1,186,217
1739369,0x3af9c,False,308,22048,29079,1,1,2,182,207
1739369,0x3af9c,False,308,22048,29079,1,1,3,175,121
1739369,0x3af9c,False,308,22048,29079,1,1,4,176,117
1739369,0x3af9c,False,308,22048,29079,1,1,5,173,112
1739369,0x3af9c,False,308,22048,29079,1,1,6,178,109
1739369,0x3af9c,False,308,22048,29079,1,1,7,176,114
1739369,0x3af9c,False,308,22048,29079,1,1,8,171,119
1739369,0x3af9c,False,308,22048,29079,1,1,9,169,119
1739369,0x3af9c,False,308,22048,29079,1,1,10,164,122
1739369,0x3af9c,False,308,22048,29079,1,1,11,168,126
1739369,0x3af9c,False,308,22048,29079,1,1,12,167,123
1739369,0x3af9c,False,308,22048,29079,1,1,13,162,120
1739369,0x3af9c,False,308,22048,29079,1,1,14,165,121
1739369,0x3af9c,False,308,22048,29079,1,1,15,163,115
1739369,0x3af9c,False,308,22048,29079,1,1,16,163,116
1739369,0x3af9c,False,308,22048,29079,1,1,17,162,116
1739369,0x3af9c,False,308,22048,29079,1,1,18,162,116
1739369,0x3af9c,False,308,22048,29079,1,1,19,161,116
1739369,0x3af9c,False,308,22048,29079,1,1,20,169,107
1739369,0x3af9c,False,308,22048,29079,1,1,21,167,108
1739531,0x3afa4,False,308,29079,35894,1,1,0,167,108
1739531,0x3afa4,False,308,29079,35894,1,1,1,165,113
1739531,0x3afa4,False,308,29079,35894,1,1,2,165,114
1739531,0x3afa4,False,308,29079,35894,1,1,3,167,105
1739531,0x3afa4,False,308,29079,35894,1,1,4,176,112
1739531,0x3afa4,False,308,29079,35894,1,1,5,177,110
1739531,0x3afa4,False,308,29079,35894,1,1,6,169,105
1739531,0x3afa4,False,308,29079,35894,1,1,7,161,106
1739531,0x3afa4,False,308,29079,35894,1,1,8,159,105
1739531,0x3afa4,False,308,29079,35894,1,1,9,163,103
1739531,0x3afa4,False,308,29079,35894,1,1,10,163,107
1739531,0x3afa4,False,308,29079,35894,1,1,11,163,106
1739531,0x3afa4,False,308,29079,35894,1,1,12,158,104
1739531,0x3afa4,False,308,29079,35894,1,1,13,157,103
1739531,0x3afa4,False,308,29079,35894,1,1,14,162,100
1739531,0x3afa4,False,308,29079,35894,1,1,15,161,104
1739531,0x3afa4,False,308,29079,35894,1,1,16,162,100
1739531,0x3afa4,False,308,29079,35894,1,1,17,158,107
1739531,0x3afa4,False,308,29079,35894,1,1,18,159,107
1739531,0x3afa4,False,308,29079,35894,1,1,19,165,106
1739531,0x3afa4,False,308,29079,35894,1,1,20,159,98
1739715,0x3afac,False,308,35894,43110,1,1,0,159,98
1739715,0x3afac,False,308,35894,43110,1,1,1,163,104
1739715,0x3afac,False,308,35894,43110,1,1,2,162,103
1739715,0x3afac,False,308,35894,43110,1,1,3,161,100
1739715,0x3afac,False,308,35894,43110,1,1,4,164,110
1739715,0x3afac,False,308,35894,43110,1,1,5,160,114
1739715,0x3afac,False,308,35894,43110,1,1,6,154,116
1739715,0x3afac,False,308,35894,43110,1,1,7,145,119
1739715,0x3afac,False,308,35894,43110,1,1,8,143,130
1739715,0x3afac,False,308,35894,43110,1,1,9,151,135
1739715,0x3afac,False,308,35894,43110,1,1,10,160,121
1739715,0x3afac,False,308,35894,43110,1,1,11,176,106
1739715,0x3afac,False,308,35894,43110,1,1,12,170,95
1739715,0x3afac,False,308,35894,43110,1,1,13,173,105
1739715,0x3afac,False,308,35894,43110,1,1,14,166,109
1739715,0x3afac,False,308,35894,43110,1,1,15,167,112
1739715,0x3afac,False,308,35894,43110,1,1,16,164,112
1739715,0x3afac,False,308,35894,43110,1,1,17,159,110
1739715,0x3afac,False,308,35894,43110,1,1,18,161,110
1739839,0x3afb5,False,308,43110,49586,1,1,0,161,110
1739839,0x3afb5,False,308,43110,49586,1,1,1,163,112
1739839,0x3afb5,False,308,43110,49586,1,1,2,159,115
1739839,0x3afb5,False,308,43110,49586,1,1,3,158,115
1739839,0x3afb5,False,308,43110,49586,1,1,4,156,114
1739839,0x3afb5,False,308,43110,49586,1,1,5,160,121
1739839,0x3afb5,False,308,43110,49586,1,1,6,158,113
1739839,0x3afb5,False,308,43110,49586,1,1,7,163,112
1739839,0x3afb5,False,308,43110,49586,1,1,9,161,112
1739839,0x3afb5,False,308,43110,49586,1,1,10,157,115
1739839,0x3afb5,False,308,43110,49586,1,1,11,157,123
1739839,0x3afb5,False,308,43110,49586,1,1,12,158,120
1739839,0x3afb5,False,308,43110,49586,1,1,13,170,114
1739839,0x3afb5,False,308,43110,49586,1,1,14,164,112
1739967,0x3afbe,False,308,49586,54068,1,1,0,164,112
1739967,0x3afbe,False,308,49586,54068,1,1,1,165,110
1739967,0x3afbe,False,308,49586,54068,1,1,2,167,106
1739967,0x3afbe,False,308,49586,54068,1,1,3,166,103
1739967,0x3afbe,False,308,49586,54068,1,1,4,164,106
1739967,0x3afbe,False,308,49586,54068,1,1,5,164,109
1739967,0x3afbe,False,308,49586,54068,1,1,6,164,107
1739967,0x3afbe,False,308,49586,54068,1,1,7,189,108
1739967,0x3afbe,False,308,49586,54068,1,1,8,169,108
1739967,0x3afbe,False,308,49586,54068,1,1,9,157,111
1739967,0x3afbe,False,308,49586,54068,1,1,10,157,111
1868531,0x3b028,False,285,987360,995152,7,3,16,279,0
1868531,0x3b028,False,285,987360,995152,7,3,0,0,93
1868531,0x3b028,False,285,987360,995152,7,3,1,0,92
1868531,0x3b028,False,285,987360,995152,7,3,2,0,91
1868531,0x3b028,False,285,987360,995152,7,3,3,0,86
1868531,0x3b028,False,285,987360,995152,7,3,4,0,78
1868531,0x3b028,False,285,987360,995152,7,3,5,0,78
1868531,0x3b028,False,285,987360,995152,7,3,6,0,117
1868531,0x3b028,False,285,987360,995152,7,3,7,0,113
1868531,0x3b028,False,285,987360,995152,7,3,8,0,113
1868531,0x3b028,False,285,987360,995152,7,3,9,0,116
1868531,0x3b028,False,285,987360,995152,7,3,10,0,117
1868531,0x3b028,False,285,987360,995152,7,3,11,0,60
1868531,0x3b028,False,285,987360,995152,7,3,12,0,69
1868531,0x3b028,False,285,987360,995152,7,3,13,0,81
1868531,0x3b028,False,285,987360,995152,7,3,14,0,89
1868531,0x3b028,False,285,987360,995152,7,3,15,0,94
1868531,0x3b028,False,285,987360,995152,7,3,16,0,95
1904847,0x3b041,False,292,987360,995152,7,3,16,279,0
1904847,0x3b041,False,292,987360,995152,7,3,0,0,93
1904847,0x3b041,False,292,987360,995152,7,3,1,0,92
1904847,0x3b041,False,292,987360,995152,7,3,2,0,91
1904847,0x3b041,False,292,987360,995152,7,3,3,0,86
1904847,0x3b041,False,292,987360,995152,7,3,4,0,78
1904847,0x3b041,False,292,987360,995152,7,3,5,0,78
1904847,0x3b041,False,292,987360,995152,7,3,6,0,117
1904847,0x3b041,False,292,987360,995152,7,3,7,0,113
1904847,0x3b041,False,292,987360,995152,7,3,8,0,113
1904847,0x3b041,False,292,987360,995152,7,3,9,0,116
1904847,0x3b041,False,292,987360,995152,7,3,10,0,117
1904847,0x3b041,False,292,987360,995152,7,3,11,0,60
1904847,0x3b041,False,292,987360,995152,7,3,12,0,69
1904847,0x3b041,False,292,987360,995152,7,3,13,0,81
1904847,0x3b041,False,292,987360,995152,7,3,14,0,89
1904847,0x3b041,False,292,987360,995152,7,3,15,0,94
1904847,0x3b041,False,292,987360,995152,7,3,16,0,95
