logTime,Instance ID,Is Retransmission,Path Id,Offset[cm],End Offset[cm],Lane Number,レーン形状情報数,Lane ID,Type,形状要素点数,緯度[deg],経度[deg],高さ[cm],形状インデックス
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632838,0,17,36.23447959223633,139.57458663256247,6250,0
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632838,0,17,36.234523513408966,139.57459803195079,6246,1
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632838,0,17,36.23456642875321,139.57460909606297,6244,2
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632838,0,17,36.234612361582606,139.57462116600354,6241,3
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632838,0,17,36.23465829441199,139.57463290066798,6238,4
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632838,0,17,36.23470255086075,139.57464396478017,6234,5
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632838,0,17,36.23474982479465,139.57465603472076,6231,6
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632838,0,17,36.23479173431052,139.57466676355682,6229,7
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632838,0,17,36.23483532020702,139.574677827669,6226,8
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632838,0,17,36.2348762238945,139.57468822122894,6224,9
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632838,0,17,36.23491779813425,139.57469861478887,6221,10
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632838,0,17,36.23496540734427,139.5747103494533,6217,11
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632838,0,17,36.23500966379303,139.5747214135655,6214,12
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632838,0,17,36.23505626717467,139.57473348350607,6212,13
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632838,0,17,36.235099853071176,139.57474421234213,6208,14
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632838,0,17,36.23514612117669,139.57475594700657,6206,15
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632838,0,17,36.2351823309984,139.574764999462,6204,16
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632832,0,17,36.234469869228654,139.57462585986931,6260,0
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632832,0,17,36.2345164726103,139.574638265086,6256,1
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632832,0,17,36.234559723230674,139.57464932919822,6253,2
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632832,0,17,36.23460565606007,139.57466106386266,6250,3
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632832,0,17,36.2346509183372,139.57467246325098,6247,4
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632832,0,17,36.234695845338216,139.57468419791542,6243,5
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632832,0,17,36.23474345454824,139.5746966031321,6240,6
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632832,0,17,36.234785028787975,139.57470699669204,6238,7
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632832,0,17,36.23482861468448,139.57471806080423,6235,8
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632832,0,17,36.23486985364809,139.57472845436416,6232,9
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632832,0,17,36.23491142788784,139.57473918320022,6230,10
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632832,0,17,36.23495870182173,139.57475058258854,6226,11
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632832,0,17,36.23500396409887,139.57476164670072,6222,12
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632832,0,17,36.23504889109988,139.5747733813652,6219,13
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632832,0,17,36.235093482824766,139.5747847807535,6216,14
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632832,0,17,36.235139080378026,139.57479618014182,6213,15
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632832,0,17,36.23517763713262,139.57480556787337,6210,16
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632851,0,17,36.2344604814971,139.57466575772844,6269,0
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632851,0,17,36.23450976708776,139.57467816294513,6265,1
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632851,0,17,36.234553352984264,139.57468922705732,6262,2
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632851,0,17,36.234598950537524,139.57470096172176,6258,3
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632851,0,17,36.23464354226241,139.57471236111007,6255,4
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632851,0,17,36.23468913981567,139.57472476632677,6252,5
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632851,0,17,36.2347367490257,139.5747365009912,6249,6
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632851,0,17,36.23477832326544,139.57474722982727,6246,7
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632851,0,17,36.23482157388582,139.57475829393945,6243,8
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632851,0,17,36.234863148125555,139.57476902277554,6241,9
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632851,0,17,36.23490505764142,139.57477941633547,6238,10
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632851,0,17,36.234951996299195,139.5747908157238,6234,11
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632851,0,17,36.23499826440471,139.57480187983597,6230,12
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632851,0,17,36.23504151502509,139.5748132792243,6227,13
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632851,0,17,36.23508677730222,139.57482501388873,6223,14
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632851,0,17,36.23513203957936,139.57483641327704,6219,15
109603,0x3fc24,False,292,2379470,2387488,7,3,5130010000000632851,0,17,36.235172943266846,139.57484680683697,6215,16
