logTime,Instance ID,Is Retransmission,Path Id,Offset[cm],End Offset[cm],Lane Number,勾配情報のレーン数,形状インデックス,縦断勾配値[%],横断勾配値[%],精度情報
1736123,0x3af37,False,305,14968,22048,1,1,12,1.67,-5.22,65535
1736123,0x3af37,False,305,14968,22048,1,1,13,1.81,-5.99,65535
1736123,0x3af37,False,305,14968,22048,1,1,14,1.82,-6.58,65535
1736123,0x3af37,False,305,14968,22048,1,1,15,1.85,-7.29,65535
1736123,0x3af37,False,305,14968,22048,1,1,16,2.04,-7.87,65535
1736311,0x3af3f,False,305,22048,29079,1,1,0,2.04,-7.87,65535
1736311,0x3af3f,False,305,22048,29079,1,1,1,2.15,-8.2,65535
1736311,0x3af3f,False,305,22048,29079,1,1,2,2.24,-8.43,65535
1736311,0x3af3f,False,305,22048,29079,1,1,3,2.38,-8.46,65535
1736311,0x3af3f,False,305,22048,29079,1,1,4,2.48,-8.25,65535
1736311,0x3af3f,False,305,22048,29079,1,1,5,2.56,-8.26,65535
1736311,0x3af3f,False,305,22048,29079,1,1,6,2.69,-8.09,65535
1736311,0x3af3f,False,305,22048,29079,1,1,7,3.27,-7.69,65535
1736311,0x3af3f,False,305,22048,29079,1,1,8,3.5300000000000002,-7.44,65535
1736311,0x3af3f,False,305,22048,29079,1,1,9,3.71,-8.040000000000001,65535
1736311,0x3af3f,False,305,22048,29079,1,1,10,3.74,-7.74,65535
1736311,0x3af3f,False,305,22048,29079,1,1,11,3.58,-8.07,65535
1736311,0x3af3f,False,305,22048,29079,1,1,12,3.54,-8.06,65535
1736311,0x3af3f,False,305,22048,29079,1,1,13,3.52,-7.7700000000000005,65535
1736311,0x3af3f,False,305,22048,29079,1,1,14,3.6,-7.94,65535
1736311,0x3af3f,False,305,22048,29079,1,1,15,3.8000000000000003,-7.47,65535
1736311,0x3af3f,False,305,22048,29079,1,1,16,4.04,-7.34,65535
1736311,0x3af3f,False,305,22048,29079,1,1,17,4.25,-7.5200000000000005,65535
1736311,0x3af3f,False,305,22048,29079,1,1,18,4.72,-7.16,65535
1736311,0x3af3f,False,305,22048,29079,1,1,19,5.04,-7.32,65535
1736311,0x3af3f,False,305,22048,29079,1,1,20,5.3,-6.8100000000000005,65535
1736311,0x3af3f,False,305,22048,29079,1,1,21,5.6000000000000005,-6.17,65535
1736430,0x3af47,False,305,29079,35894,1,1,0,5.6000000000000005,-6.17,65535
1736430,0x3af47,False,305,29079,35894,1,1,1,5.62,-5.8100000000000005,65535
1736430,0x3af47,False,305,29079,35894,1,1,2,5.62,-5.63,65535
1736430,0x3af47,False,305,29079,35894,1,1,3,5.62,-5.97,65535
1736430,0x3af47,False,305,29079,35894,1,1,4,5.37,-6.2,65535
1736430,0x3af47,False,305,29079,35894,1,1,5,5.18,-6.79,65535
1736430,0x3af47,False,305,29079,35894,1,1,6,4.69,-7.23,65535
1736430,0x3af47,False,305,29079,35894,1,1,7,4.18,-6.7,65535
1736430,0x3af47,False,305,29079,35894,1,1,8,3.91,-6.57,65535
1736430,0x3af47,False,305,29079,35894,1,1,9,3.73,-6.49,65535
1736430,0x3af47,False,305,29079,35894,1,1,10,3.71,-6.0200000000000005,65535
1736430,0x3af47,False,305,29079,35894,1,1,11,3.71,-5.87,65535
1736430,0x3af47,False,305,29079,35894,1,1,12,3.7,-5.43,65535
1736430,0x3af47,False,305,29079,35894,1,1,13,3.67,-5.47,65535
1736430,0x3af47,False,305,29079,35894,1,1,14,3.66,-5.09,65535
1736430,0x3af47,False,305,29079,35894,1,1,15,3.64,-4.86,65535
1736430,0x3af47,False,305,29079,35894,1,1,16,3.66,-4.3500000000000005,65535
1736430,0x3af47,False,305,29079,35894,1,1,17,3.67,-4.2700000000000005,65535
1736430,0x3af47,False,305,29079,35894,1,1,18,3.54,-3.91,65535
1736430,0x3af47,False,305,29079,35894,1,1,19,3.44,-3.98,65535
1736430,0x3af47,False,305,29079,35894,1,1,20,3.3000000000000003,-3.8000000000000003,65535
1736568,0x3af4f,False,305,35894,43110,1,1,0,3.3000000000000003,-3.8000000000000003,65535
1736568,0x3af4f,False,305,35894,43110,1,1,1,2.92,-3.85,65535
1736568,0x3af4f,False,305,35894,43110,1,1,2,2.67,-4.0200000000000005,65535
1736568,0x3af4f,False,305,35894,43110,1,1,3,2.42,-3.79,65535
1736568,0x3af4f,False,305,35894,43110,1,1,4,2.08,-3.86,65535
1736568,0x3af4f,False,305,35894,43110,1,1,5,1.75,-3.87,65535
1736568,0x3af4f,False,305,35894,43110,1,1,6,1.35,-3.39,65535
1736568,0x3af4f,False,305,35894,43110,1,1,7,1.1500000000000001,-3.41,65535
1736568,0x3af4f,False,305,35894,43110,1,1,8,1.01,-3.67,65535
1736568,0x3af4f,False,305,35894,43110,1,1,9,1.03,-4.18,65535
1736568,0x3af4f,False,305,35894,43110,1,1,10,1.1,-4.14,65535
1736568,0x3af4f,False,305,35894,43110,1,1,11,1.32,-3.98,65535
1736568,0x3af4f,False,305,35894,43110,1,1,12,1.27,-3.75,65535
1736568,0x3af4f,False,305,35894,43110,1,1,13,0.9500000000000001,-3.98,65535
1736568,0x3af4f,False,305,35894,43110,1,1,14,0.41000000000000003,-4.07,65535
1736568,0x3af4f,False,305,35894,43110,1,1,15,0.04,-4.08,65535
1736568,0x3af4f,False,305,35894,43110,1,1,16,-0.29,-4.08,65535
1736568,0x3af4f,False,305,35894,43110,1,1,17,-0.77,-3.92,65535
1736568,0x3af4f,False,305,35894,43110,1,1,18,-1.04,-4.0600000000000005,65535
1736718,0x3af58,False,305,43110,49586,1,1,0,-1.04,-4.0600000000000005,65535
1736718,0x3af58,False,305,43110,49586,1,1,1,-1.48,-3.86,65535
1736718,0x3af58,False,305,43110,49586,1,1,2,-1.9000000000000001,-3.35,65535
1736718,0x3af58,False,305,43110,49586,1,1,3,-2.2600000000000002,-2.72,65535
1736718,0x3af58,False,305,43110,49586,1,1,4,-2.59,-2.24,65535
1736718,0x3af58,False,305,43110,49586,1,1,5,-2.88,-1.5,65535
1736718,0x3af58,False,305,43110,49586,1,1,6,-3.3000000000000003,-0.89,65535
1736718,0x3af58,False,305,43110,49586,1,1,7,-3.62,-0.44,65535
1736718,0x3af58,False,305,43110,49586,1,1,9,-3.85,-0.09,65535
1736718,0x3af58,False,305,43110,49586,1,1,10,-4.0,0.37,65535
1736718,0x3af58,False,305,43110,49586,1,1,11,-4.08,0.8300000000000001,65535
1736718,0x3af58,False,305,43110,49586,1,1,12,-4.57,1.34,65535
1736718,0x3af58,False,305,43110,49586,1,1,13,-4.92,1.9100000000000001,65535
1736718,0x3af58,False,305,43110,49586,1,1,14,-5.2,2.05,65535
1736861,0x3af61,False,305,49586,54068,1,1,0,-5.2,2.05,65535
1736861,0x3af61,False,305,49586,54068,1,1,1,-5.51,2.1,65535
1736861,0x3af61,False,305,49586,54068,1,1,2,-5.6000000000000005,2.16,65535
1736861,0x3af61,False,305,49586,54068,1,1,3,-5.58,2.19,65535
1736861,0x3af61,False,305,49586,54068,1,1,4,-5.5,2.0100000000000002,65535
1736861,0x3af61,False,305,49586,54068,1,1,5,-5.3100000000000005,2.18,65535
1736861,0x3af61,False,305,49586,54068,1,1,6,-4.9,2.2,65535
1736861,0x3af61,False,305,49586,54068,1,1,7,-4.5,1.74,65535
1736861,0x3af61,False,305,49586,54068,1,1,8,-4.15,1.6300000000000001,65535
1736861,0x3af61,False,305,49586,54068,1,1,9,-4.03,1.44,65535
1736861,0x3af61,False,305,49586,54068,1,1,10,-4.01,1.44,65535
1738611,0x3af76,False,292,976743,987360,15,4,0,0.32,1.79,65535
1738611,0x3af76,False,292,976743,987360,15,4,1,0.36,1.83,65535
1738611,0x3af76,False,292,976743,987360,15,4,2,0.3,1.94,65535
1738611,0x3af76,False,292,976743,987360,15,4,3,0.36,2.05,65535
1738611,0x3af76,False,292,976743,987360,15,4,4,0.41000000000000003,1.82,65535
1738611,0x3af76,False,292,976743,987360,15,4,5,0.24,1.81,65535
1738611,0x3af76,False,292,976743,987360,15,4,6,0.18,1.84,65535
1738611,0x3af76,False,292,976743,987360,15,4,7,0.11,1.8900000000000001,65535
1738611,0x3af76,False,292,976743,987360,15,4,8,-0.03,1.9000000000000001,65535
1738611,0x3af76,False,292,976743,987360,15,4,9,-0.04,1.96,65535
1738611,0x3af76,False,292,976743,987360,15,4,10,0.16,1.93,65535
1738611,0x3af76,False,292,976743,987360,15,4,11,0.35000000000000003,1.73,65535
1738611,0x3af76,False,292,976743,987360,15,4,12,0.31,1.6300000000000001,65535
1738611,0x3af76,False,292,976743,987360,15,4,13,0.21,1.62,65535
1738611,0x3af76,False,292,976743,987360,15,4,14,0.13,1.62,65535
1738611,0x3af76,False,292,976743,987360,15,4,15,0.02,1.1,65535
1738611,0x3af76,False,292,976743,987360,15,4,16,-0.01,1.18,65535
1738611,0x3af76,False,292,976743,987360,15,4,17,-0.02,1.19,65535
1738611,0x3af76,False,292,976743,987360,15,4,18,-0.16,1.48,65535
1738611,0x3af76,False,292,976743,987360,15,4,19,-0.19,1.45,65535
1738611,0x3af76,False,292,976743,987360,15,4,20,-0.15,1.57,65535
1738611,0x3af76,False,292,976743,987360,15,4,0,0.4,1.78,65535
1738611,0x3af76,False,292,976743,987360,15,4,1,0.42,1.8,65535
1738611,0x3af76,False,292,976743,987360,15,4,2,0.42,2.15,65535
1738611,0x3af76,False,292,976743,987360,15,4,3,0.43,2.35,65535
1738611,0x3af76,False,292,976743,987360,15,4,4,0.41000000000000003,2.13,65535
1738611,0x3af76,False,292,976743,987360,15,4,5,0.31,2.08,65535
1738611,0x3af76,False,292,976743,987360,15,4,6,0.26,2.21,65535
1738611,0x3af76,False,292,976743,987360,15,4,7,0.15,2.34,65535
1738611,0x3af76,False,292,976743,987360,15,4,8,0.05,2.21,65535
1738611,0x3af76,False,292,976743,987360,15,4,9,0.1,2.4,65535
1738611,0x3af76,False,292,976743,987360,15,4,10,0.22,2.34,65535
1738611,0x3af76,False,292,976743,987360,15,4,11,0.31,2.09,65535
1738611,0x3af76,False,292,976743,987360,15,4,12,0.31,2.07,65535
1738611,0x3af76,False,292,976743,987360,15,4,13,0.22,1.9100000000000001,65535
1738611,0x3af76,False,292,976743,987360,15,4,14,0.15,2.17,65535
1738611,0x3af76,False,292,976743,987360,15,4,15,0.13,2.24,65535
1738611,0x3af76,False,292,976743,987360,15,4,16,0.1,2.04,65535
1738611,0x3af76,False,292,976743,987360,15,4,17,0.07,1.96,65535
1738611,0x3af76,False,292,976743,987360,15,4,18,0.04,2.0300000000000002,65535
1738611,0x3af76,False,292,976743,987360,15,4,19,-0.01,2.21,65535
1738611,0x3af76,False,292,976743,987360,15,4,20,-0.03,2.27,65535
1738611,0x3af76,False,292,976743,987360,15,4,0,0.4,2.25,65535
1738611,0x3af76,False,292,976743,987360,15,4,1,0.46,2.23,65535
1738611,0x3af76,False,292,976743,987360,15,4,2,0.47000000000000003,2.15,65535
1738611,0x3af76,False,292,976743,987360,15,4,3,0.45,2.04,65535
1738611,0x3af76,False,292,976743,987360,15,4,4,0.39,2.15,65535
1738611,0x3af76,False,292,976743,987360,15,4,5,0.35000000000000003,2.31,65535
1738611,0x3af76,False,292,976743,987360,15,4,6,0.31,2.35,65535
1738611,0x3af76,False,292,976743,987360,15,4,7,0.21,2.4,65535
1738611,0x3af76,False,292,976743,987360,15,4,8,0.12,2.5,65535
1738611,0x3af76,False,292,976743,987360,15,4,9,0.14,2.59,65535
1738611,0x3af76,False,292,976743,987360,15,4,10,0.2,2.69,65535
1738611,0x3af76,False,292,976743,987360,15,4,11,0.23,2.64,65535
1738611,0x3af76,False,292,976743,987360,15,4,12,0.23,2.5,65535
1738611,0x3af76,False,292,976743,987360,15,4,13,0.2,2.34,65535
1738611,0x3af76,False,292,976743,987360,15,4,14,0.15,2.17,65535
1738611,0x3af76,False,292,976743,987360,15,4,15,0.11,2.2600000000000002,65535
1738611,0x3af76,False,292,976743,987360,15,4,16,0.07,2.34,65535
1738611,0x3af76,False,292,976743,987360,15,4,17,0.05,2.35,65535
1738611,0x3af76,False,292,976743,987360,15,4,18,0.04,2.2600000000000002,65535
1738611,0x3af76,False,292,976743,987360,15,4,19,-0.01,2.06,65535
1738611,0x3af76,False,292,976743,987360,15,4,20,-0.06,2.18,65535
1738611,0x3af76,False,292,976743,987360,15,4,0,0.4,2.2,65535
1738611,0x3af76,False,292,976743,987360,15,4,1,0.48,2.29,65535
1738611,0x3af76,False,292,976743,987360,15,4,2,0.4,2.09,65535
1738611,0x3af76,False,292,976743,987360,15,4,3,0.43,2.13,65535
1738611,0x3af76,False,292,976743,987360,15,4,4,0.5,2.5,65535
1738611,0x3af76,False,292,976743,987360,15,4,5,0.39,2.46,65535
1738611,0x3af76,False,292,976743,987360,15,4,6,0.29,2.34,65535
1738611,0x3af76,False,292,976743,987360,15,4,7,0.19,2.14,65535
1738611,0x3af76,False,292,976743,987360,15,4,8,0.17,2.2800000000000002,65535
1738611,0x3af76,False,292,976743,987360,15,4,9,0.23,2.5300000000000002,65535
1738611,0x3af76,False,292,976743,987360,15,4,10,0.26,2.62,65535
1738611,0x3af76,False,292,976743,987360,15,4,11,0.25,2.74,65535
1738611,0x3af76,False,292,976743,987360,15,4,12,0.19,2.77,65535
1738611,0x3af76,False,292,976743,987360,15,4,13,0.14,2.7600000000000002,65535
1738611,0x3af76,False,292,976743,987360,15,4,14,0.09,2.67,65535
1738611,0x3af76,False,292,976743,987360,15,4,15,0.08,2.5500000000000003,65535
1738611,0x3af76,False,292,976743,987360,15,4,16,0.1,2.5500000000000003,65535
1738611,0x3af76,False,292,976743,987360,15,4,17,0.07,2.59,65535
1738611,0x3af76,False,292,976743,987360,15,4,18,-0.02,2.5100000000000002,65535
1738611,0x3af76,False,292,976743,987360,15,4,19,-0.08,2.4,65535
1738611,0x3af76,False,292,976743,987360,15,4,20,-0.09,2.3000000000000003,65535
1738820,0x3af80,False,308,0,7778,1,1,0,0.02,1.57,65535
1738820,0x3af80,False,308,0,7778,1,1,1,0.0,1.49,65535
1738820,0x3af80,False,308,0,7778,1,1,2,-0.04,1.2,65535
1738820,0x3af80,False,308,0,7778,1,1,3,-0.06,1.06,65535
1738820,0x3af80,False,308,0,7778,1,1,4,-0.12,1.19,65535
1738820,0x3af80,False,308,0,7778,1,1,5,-0.11,1.1300000000000001,65535
1738820,0x3af80,False,308,0,7778,1,1,6,0.03,0.88,65535
1738820,0x3af80,False,308,0,7778,1,1,7,0.1,0.87,65535
1738820,0x3af80,False,308,0,7778,1,1,8,0.01,0.73,65535
1738820,0x3af80,False,308,0,7778,1,1,9,-0.2,0.68,65535
1738820,0x3af80,False,308,0,7778,1,1,10,-0.28,0.97,65535
1738820,0x3af80,False,308,0,7778,1,1,11,-0.45,1.2,65535
1738820,0x3af80,False,308,0,7778,1,1,12,-0.61,1.28,65535
1738820,0x3af80,False,308,0,7778,1,1,13,-0.51,1.23,65535
1738820,0x3af80,False,308,0,7778,1,1,14,-0.67,1.27,65535
1738820,0x3af80,False,308,0,7778,1,1,15,-1.23,1.29,65535
1738820,0x3af80,False,308,0,7778,1,1,16,-1.5,0.97,65535
1739016,0x3af8a,False,308,7778,14968,1,1,0,-1.5,0.97,65535
1739016,0x3af8a,False,308,7778,14968,1,1,1,-1.56,1.19,65535
1739016,0x3af8a,False,308,7778,14968,1,1,2,-1.42,1.98,65535
1739016,0x3af8a,False,308,7778,14968,1,1,3,-1.02,3.16,65535
1739016,0x3af8a,False,308,7778,14968,1,1,4,-0.74,3.45,65535
1739016,0x3af8a,False,308,7778,14968,1,1,5,-0.65,3.9,65535
1739016,0x3af8a,False,308,7778,14968,1,1,6,-0.47000000000000003,4.49,65535
1739016,0x3af8a,False,308,7778,14968,1,1,7,-0.41000000000000003,4.33,65535
1739016,0x3af8a,False,308,7778,14968,1,1,8,-0.34,4.09,65535
1739016,0x3af8a,False,308,7778,14968,1,1,9,-0.28,4.23,65535
1739016,0x3af8a,False,308,7778,14968,1,1,10,-0.23,4.0200000000000005,65535
1739016,0x3af8a,False,308,7778,14968,1,1,11,-0.1,4.07,65535
1739016,0x3af8a,False,308,7778,14968,1,1,12,0.06,4.0,65535
1739016,0x3af8a,False,308,7778,14968,1,1,13,0.38,4.42,65535
1739016,0x3af8a,False,308,7778,14968,1,1,14,0.38,4.69,65535
1739016,0x3af8a,False,308,7778,14968,1,1,16,0.32,4.99,65535
1739016,0x3af8a,False,308,7778,14968,1,1,18,0.18,5.34,65535
1739016,0x3af8a,False,308,7778,14968,1,1,19,-0.11,4.88,65535
1739016,0x3af8a,False,308,7778,14968,1,1,20,-0.19,4.2,65535
1739214,0x3af93,False,308,14968,22048,1,1,0,-0.19,4.2,65535
1739214,0x3af93,False,308,14968,22048,1,1,1,-0.07,3.22,65535
1739214,0x3af93,False,308,14968,22048,1,1,2,0.02,2.37,65535
1739214,0x3af93,False,308,14968,22048,1,1,3,0.09,1.6600000000000001,65535
1739214,0x3af93,False,308,14968,22048,1,1,4,0.16,0.89,65535
1739214,0x3af93,False,308,14968,22048,1,1,5,0.42,0.08,65535
1739214,0x3af93,False,308,14968,22048,1,1,6,0.68,-1.05,65535
1739214,0x3af93,False,308,14968,22048,1,1,7,0.92,-2.21,65535
1739214,0x3af93,False,308,14968,22048,1,1,8,1.11,-2.85,65535
1739214,0x3af93,False,308,14968,22048,1,1,9,1.24,-3.31,65535
1739214,0x3af93,False,308,14968,22048,1,1,10,1.35,-3.8200000000000003,65535
1739214,0x3af93,False,308,14968,22048,1,1,11,1.49,-4.51,65535
1739214,0x3af93,False,308,14968,22048,1,1,12,1.67,-5.22,65535
1739214,0x3af93,False,308,14968,22048,1,1,13,1.81,-5.99,65535
1739214,0x3af93,False,308,14968,22048,1,1,14,1.82,-6.58,65535
1739214,0x3af93,False,308,14968,22048,1,1,15,1.85,-7.29,65535
1739214,0x3af93,False,308,14968,22048,1,1,16,2.04,-7.87,65535
1739369,0x3af9b,False,308,22048,29079,1,1,0,2.04,-7.87,65535
1739369,0x3af9b,False,308,22048,29079,1,1,1,2.15,-8.2,65535
1739369,0x3af9b,False,308,22048,29079,1,1,2,2.24,-8.43,65535
1739369,0x3af9b,False,308,22048,29079,1,1,3,2.38,-8.46,65535
1739369,0x3af9b,False,308,22048,29079,1,1,4,2.48,-8.25,65535
1739369,0x3af9b,False,308,22048,29079,1,1,5,2.56,-8.26,65535
1739369,0x3af9b,False,308,22048,29079,1,1,6,2.69,-8.09,65535
1739369,0x3af9b,False,308,22048,29079,1,1,7,3.27,-7.69,65535
1739369,0x3af9b,False,308,22048,29079,1,1,8,3.5300000000000002,-7.44,65535
1739369,0x3af9b,False,308,22048,29079,1,1,9,3.71,-8.040000000000001,65535
1739369,0x3af9b,False,308,22048,29079,1,1,10,3.74,-7.74,65535
1739369,0x3af9b,False,308,22048,29079,1,1,11,3.58,-8.07,65535
1739369,0x3af9b,False,308,22048,29079,1,1,12,3.54,-8.06,65535
1739369,0x3af9b,False,308,22048,29079,1,1,13,3.52,-7.7700000000000005,65535
1739369,0x3af9b,False,308,22048,29079,1,1,14,3.6,-7.94,65535
1739369,0x3af9b,False,308,22048,29079,1,1,15,3.8000000000000003,-7.47,65535
1739369,0x3af9b,False,308,22048,29079,1,1,16,4.04,-7.34,65535
1739369,0x3af9b,False,308,22048,29079,1,1,17,4.25,-7.5200000000000005,65535
1739369,0x3af9b,False,308,22048,29079,1,1,18,4.72,-7.16,65535
1739369,0x3af9b,False,308,22048,29079,1,1,19,5.04,-7.32,65535
1739369,0x3af9b,False,308,22048,29079,1,1,20,5.3,-6.8100000000000005,65535
1739369,0x3af9b,False,308,22048,29079,1,1,21,5.6000000000000005,-6.17,65535
1739531,0x3afa3,False,308,29079,35894,1,1,0,5.6000000000000005,-6.17,65535
1739531,0x3afa3,False,308,29079,35894,1,1,1,5.62,-5.8100000000000005,65535
1739531,0x3afa3,False,308,29079,35894,1,1,2,5.62,-5.63,65535
1739531,0x3afa3,False,308,29079,35894,1,1,3,5.62,-5.97,65535
1739531,0x3afa3,False,308,29079,35894,1,1,4,5.37,-6.2,65535
1739531,0x3afa3,False,308,29079,35894,1,1,5,5.18,-6.79,65535
1739531,0x3afa3,False,308,29079,35894,1,1,6,4.69,-7.23,65535
1739531,0x3afa3,False,308,29079,35894,1,1,7,4.18,-6.7,65535
1739531,0x3afa3,False,308,29079,35894,1,1,8,3.91,-6.57,65535
1739531,0x3afa3,False,308,29079,35894,1,1,9,3.73,-6.49,65535
1739531,0x3afa3,False,308,29079,35894,1,1,10,3.71,-6.0200000000000005,65535
1739531,0x3afa3,False,308,29079,35894,1,1,11,3.71,-5.87,65535
1739531,0x3afa3,False,308,29079,35894,1,1,12,3.7,-5.43,65535
1739531,0x3afa3,False,308,29079,35894,1,1,13,3.67,-5.47,65535
1739531,0x3afa3,False,308,29079,35894,1,1,14,3.66,-5.09,65535
1739531,0x3afa3,False,308,29079,35894,1,1,15,3.64,-4.86,65535
1739531,0x3afa3,False,308,29079,35894,1,1,16,3.66,-4.3500000000000005,65535
1739531,0x3afa3,False,308,29079,35894,1,1,17,3.67,-4.2700000000000005,65535
1739531,0x3afa3,False,308,29079,35894,1,1,18,3.54,-3.91,65535
1739531,0x3afa3,False,308,29079,35894,1,1,19,3.44,-3.98,65535
1739531,0x3afa3,False,308,29079,35894,1,1,20,3.3000000000000003,-3.8000000000000003,65535
1739715,0x3afab,False,308,35894,43110,1,1,0,3.3000000000000003,-3.8000000000000003,65535
1739715,0x3afab,False,308,35894,43110,1,1,1,2.92,-3.85,65535
1739715,0x3afab,False,308,35894,43110,1,1,2,2.67,-4.0200000000000005,65535
1739715,0x3afab,False,308,35894,43110,1,1,3,2.42,-3.79,65535
1739715,0x3afab,False,308,35894,43110,1,1,4,2.08,-3.86,65535
1739715,0x3afab,False,308,35894,43110,1,1,5,1.75,-3.87,65535
1739715,0x3afab,False,308,35894,43110,1,1,6,1.35,-3.39,65535
1739715,0x3afab,False,308,35894,43110,1,1,7,1.1500000000000001,-3.41,65535
1739715,0x3afab,False,308,35894,43110,1,1,8,1.01,-3.67,65535
1739715,0x3afab,False,308,35894,43110,1,1,9,1.03,-4.18,65535
1739715,0x3afab,False,308,35894,43110,1,1,10,1.1,-4.14,65535
1739715,0x3afab,False,308,35894,43110,1,1,11,1.32,-3.98,65535
1739715,0x3afab,False,308,35894,43110,1,1,12,1.27,-3.75,65535
1739715,0x3afab,False,308,35894,43110,1,1,13,0.9500000000000001,-3.98,65535
1739715,0x3afab,False,308,35894,43110,1,1,14,0.41000000000000003,-4.07,65535
1739715,0x3afab,False,308,35894,43110,1,1,15,0.04,-4.08,65535
1739715,0x3afab,False,308,35894,43110,1,1,16,-0.29,-4.08,65535
1739715,0x3afab,False,308,35894,43110,1,1,17,-0.77,-3.92,65535
1739715,0x3afab,False,308,35894,43110,1,1,18,-1.04,-4.0600000000000005,65535
1739839,0x3afb4,False,308,43110,49586,1,1,0,-1.04,-4.0600000000000005,65535
1739839,0x3afb4,False,308,43110,49586,1,1,1,-1.48,-3.86,65535
1739839,0x3afb4,False,308,43110,49586,1,1,2,-1.9000000000000001,-3.35,65535
1739839,0x3afb4,False,308,43110,49586,1,1,3,-2.2600000000000002,-2.72,65535
1739839,0x3afb4,False,308,43110,49586,1,1,4,-2.59,-2.24,65535
1739839,0x3afb4,False,308,43110,49586,1,1,5,-2.88,-1.5,65535
1739839,0x3afb4,False,308,43110,49586,1,1,6,-3.3000000000000003,-0.89,65535
1739839,0x3afb4,False,308,43110,49586,1,1,7,-3.62,-0.44,65535
1739839,0x3afb4,False,308,43110,49586,1,1,9,-3.85,-0.09,65535
1739839,0x3afb4,False,308,43110,49586,1,1,10,-4.0,0.37,65535
1739839,0x3afb4,False,308,43110,49586,1,1,11,-4.08,0.8300000000000001,65535
1739839,0x3afb4,False,308,43110,49586,1,1,12,-4.57,1.34,65535
1739839,0x3afb4,False,308,43110,49586,1,1,13,-4.92,1.9100000000000001,65535
1739839,0x3afb4,False,308,43110,49586,1,1,14,-5.2,2.05,65535
1739967,0x3afbd,False,308,49586,54068,1,1,0,-5.2,2.05,65535
1739967,0x3afbd,False,308,49586,54068,1,1,1,-5.51,2.1,65535
1739967,0x3afbd,False,308,49586,54068,1,1,2,-5.6000000000000005,2.16,65535
1739967,0x3afbd,False,308,49586,54068,1,1,3,-5.58,2.19,65535
1739967,0x3afbd,False,308,49586,54068,1,1,4,-5.5,2.0100000000000002,65535
1739967,0x3afbd,False,308,49586,54068,1,1,5,-5.3100000000000005,2.18,65535
1739967,0x3afbd,False,308,49586,54068,1,1,6,-4.9,2.2,65535
1739967,0x3afbd,False,308,49586,54068,1,1,7,-4.5,1.74,65535
1739967,0x3afbd,False,308,49586,54068,1,1,8,-4.15,1.6300000000000001,65535
1739967,0x3afbd,False,308,49586,54068,1,1,9,-4.03,1.44,65535
1739967,0x3afbd,False,308,49586,54068,1,1,10,-4.01,1.44,65535
1868531,0x3b027,False,285,987360,995152,7,3,0,-0.03,2.27,65535
1868531,0x3b027,False,285,987360,995152,7,3,1,-0.07,2.02,65535
1868531,0x3b027,False,285,987360,995152,7,3,2,-0.13,1.9000000000000001,65535
1868531,0x3b027,False,285,987360,995152,7,3,3,-0.18,1.84,65535
1868531,0x3b027,False,285,987360,995152,7,3,4,-0.14,1.79,65535
1868531,0x3b027,False,285,987360,995152,7,3,5,-0.01,1.8800000000000001,65535
1868531,0x3b027,False,285,987360,995152,7,3,6,0.04,1.73,65535
1868531,0x3b027,False,285,987360,995152,7,3,7,-0.11,1.55,65535
1868531,0x3b027,False,285,987360,995152,7,3,8,-0.31,1.6600000000000001,65535
1868531,0x3b027,False,285,987360,995152,7,3,9,-0.46,1.55,65535
1868531,0x3b027,False,285,987360,995152,7,3,10,-0.54,1.53,65535
1868531,0x3b027,False,285,987360,995152,7,3,11,-0.55,1.25,65535
1868531,0x3b027,False,285,987360,995152,7,3,12,-0.48,1.03,65535
1868531,0x3b027,False,285,987360,995152,7,3,13,-0.38,1.03,65535
1868531,0x3b027,False,285,987360,995152,7,3,14,-0.33,1.1300000000000001,65535
1868531,0x3b027,False,285,987360,995152,7,3,15,-0.37,1.79,65535
1868531,0x3b027,False,285,987360,995152,7,3,16,-0.36,1.46,65535
1868531,0x3b027,False,285,987360,995152,7,3,0,-0.06,2.18,65535
1868531,0x3b027,False,285,987360,995152,7,3,1,-0.15,2.09,65535
1868531,0x3b027,False,285,987360,995152,7,3,2,-0.18,2.02,65535
1868531,0x3b027,False,285,987360,995152,7,3,3,-0.18,2.06,65535
1868531,0x3b027,False,285,987360,995152,7,3,4,-0.11,2.1,65535
1868531,0x3b027,False,285,987360,995152,7,3,5,0.03,2.24,65535
1868531,0x3b027,False,285,987360,995152,7,3,6,0.06,2.41,65535
1868531,0x3b027,False,285,987360,995152,7,3,7,-0.05,2.7,65535
1868531,0x3b027,False,285,987360,995152,7,3,8,-0.26,3.02,65535
1868531,0x3b027,False,285,987360,995152,7,3,9,-0.5,2.75,65535
1868531,0x3b027,False,285,987360,995152,7,3,10,-0.63,2.5100000000000002,65535
1868531,0x3b027,False,285,987360,995152,7,3,11,-0.65,2.5100000000000002,65535
1868531,0x3b027,False,285,987360,995152,7,3,12,-0.58,2.46,65535
1868531,0x3b027,False,285,987360,995152,7,3,13,-0.47000000000000003,2.22,65535
1868531,0x3b027,False,285,987360,995152,7,3,14,-0.43,1.77,65535
1868531,0x3b027,False,285,987360,995152,7,3,15,-0.42,0.98,65535
1868531,0x3b027,False,285,987360,995152,7,3,16,-0.38,1.25,65535
1868531,0x3b027,False,285,987360,995152,7,3,0,-0.09,2.3000000000000003,65535
1868531,0x3b027,False,285,987360,995152,7,3,1,-0.09,2.62,65535
