logTime,Instance ID,Is Retransmission,Path Id,Offset[cm],End Offset[cm],Lane Number,勾配情報のレーン数,形状インデックス,縦断勾配値[%],横断勾配値[%],精度情報
1468748,0x3ae13,False,285,957799,965839,7,3,13,0.15,2.19,65535
1468748,0x3ae13,False,285,957799,965839,7,3,14,0.09,2.29,65535
1468748,0x3ae13,False,285,957799,965839,7,3,15,0.08,2.29,65535
1468748,0x3ae13,False,285,957799,965839,7,3,16,0.08,2.2,65535
1468748,0x3ae13,False,285,957799,965839,7,3,17,0.1,2.25,65535
1468748,0x3ae13,False,285,957799,965839,7,3,0,0.34,2.5100000000000002,65535
1468748,0x3ae13,False,285,957799,965839,7,3,1,0.3,2.47,65535
1468748,0x3ae13,False,285,957799,965839,7,3,2,0.21,2.5300000000000002,65535
1468748,0x3ae13,False,285,957799,965839,7,3,3,0.15,2.62,65535
1468748,0x3ae13,False,285,957799,965839,7,3,4,0.2,2.5,65535
1468748,0x3ae13,False,285,957799,965839,7,3,5,0.24,2.34,65535
1468748,0x3ae13,False,285,957799,965839,7,3,6,0.23,2.49,65535
1468748,0x3ae13,False,285,957799,965839,7,3,8,0.23,2.68,65535
1468748,0x3ae13,False,285,957799,965839,7,3,9,0.27,2.74,65535
1468748,0x3ae13,False,285,957799,965839,7,3,11,0.25,2.7800000000000002,65535
1468748,0x3ae13,False,285,957799,965839,7,3,12,0.17,2.66,65535
1468748,0x3ae13,False,285,957799,965839,7,3,13,0.12,2.5300000000000002,65535
1468748,0x3ae13,False,285,957799,965839,7,3,14,0.09,2.44,65535
1468748,0x3ae13,False,285,957799,965839,7,3,15,0.07,2.4,65535
1468748,0x3ae13,False,285,957799,965839,7,3,16,0.06,2.42,65535
1468748,0x3ae13,False,285,957799,965839,7,3,17,0.12,2.46,65535
1468748,0x3ae13,False,285,957799,965839,7,3,0,0.33,2.7,65535
1468748,0x3ae13,False,285,957799,965839,7,3,1,0.3,2.67,65535
1468748,0x3ae13,False,285,957799,965839,7,3,2,0.29,2.97,65535
1468748,0x3ae13,False,285,957799,965839,7,3,3,0.16,2.91,65535
1468748,0x3ae13,False,285,957799,965839,7,3,4,0.13,2.91,65535
1468748,0x3ae13,False,285,957799,965839,7,3,5,0.09,2.32,65535
1468748,0x3ae13,False,285,957799,965839,7,3,6,0.18,2.17,65535
1468748,0x3ae13,False,285,957799,965839,7,3,8,0.3,2.35,65535
1468748,0x3ae13,False,285,957799,965839,7,3,9,0.26,2.16,65535
1468748,0x3ae13,False,285,957799,965839,7,3,10,0.19,1.9000000000000001,65535
1468748,0x3ae13,False,285,957799,965839,7,3,12,0.14,1.99,65535
1468748,0x3ae13,False,285,957799,965839,7,3,13,0.09,2.0100000000000002,65535
1468748,0x3ae13,False,285,957799,965839,7,3,14,0.07,2.04,65535
1468748,0x3ae13,False,285,957799,965839,7,3,15,0.05,2.0100000000000002,65535
1468748,0x3ae13,False,285,957799,965839,7,3,16,0.04,1.96,65535
1468748,0x3ae13,False,285,957799,965839,7,3,17,0.08,1.79,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,0,0.36,2.04,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,1,0.31,2.1,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,2,0.2,2.02,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,3,0.14,1.92,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,4,0.19,2.04,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,5,0.19,2.34,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,6,0.17,2.4,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,7,0.19,2.36,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,10,0.25,2.3000000000000003,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,11,0.27,2.21,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,12,0.21,2.14,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,13,0.15,2.19,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,14,0.09,2.29,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,15,0.08,2.29,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,16,0.08,2.2,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,17,0.1,2.25,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,0,0.34,2.5100000000000002,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,1,0.3,2.47,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,2,0.21,2.5300000000000002,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,3,0.15,2.62,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,4,0.2,2.5,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,5,0.24,2.34,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,6,0.23,2.49,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,8,0.23,2.68,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,9,0.27,2.74,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,11,0.25,2.7800000000000002,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,12,0.17,2.66,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,13,0.12,2.5300000000000002,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,14,0.09,2.44,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,15,0.07,2.4,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,16,0.06,2.42,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,17,0.12,2.46,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,0,0.33,2.7,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,1,0.3,2.67,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,2,0.29,2.97,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,3,0.16,2.91,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,4,0.13,2.91,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,5,0.09,2.32,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,6,0.18,2.17,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,8,0.3,2.35,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,9,0.26,2.16,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,10,0.19,1.9000000000000001,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,12,0.14,1.99,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,13,0.09,2.0100000000000002,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,14,0.07,2.04,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,15,0.05,2.0100000000000002,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,16,0.04,1.96,65535
1473766,0x3ae1e,False,292,957799,965839,7,3,17,0.08,1.79,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,0,0.1,2.25,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,1,0.15,2.2600000000000002,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,2,0.1,2.2,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,3,0.05,2.06,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,4,0.04,1.98,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,5,0.02,2.09,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,6,0.06,2.22,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,7,0.21,2.05,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,8,0.42,2.07,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,9,0.49,1.99,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,10,0.32,1.5,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,11,0.09,1.56,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,12,-0.03,1.71,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,13,0.0,1.86,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,14,0.08,2.08,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,15,0.12,2.25,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,0,0.12,2.46,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,1,0.16,2.5,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,2,0.1,2.5500000000000003,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,3,0.03,2.62,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,4,0.04,2.64,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,5,0.06,2.62,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,6,0.11,2.71,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,7,0.19,2.81,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,8,0.31,2.5500000000000003,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,9,0.31,2.21,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,10,0.15,2.05,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,11,0.04,1.9000000000000001,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,12,0.01,1.9100000000000001,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,13,0.05,1.92,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,14,0.14,1.8900000000000001,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,15,0.21,1.97,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,0,0.08,1.79,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,1,0.14,1.7,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,2,0.17,1.84,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,3,0.18,2.37,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,4,0.1,2.57,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,5,0.0,2.17,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,6,0.13,2.23,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,7,0.26,2.54,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,8,0.24,2.39,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,9,0.18,2.21,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,10,0.05,2.29,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,11,-0.05,1.93,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,12,0.04,2.14,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,13,0.14,2.5100000000000002,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,14,0.1,2.2800000000000002,65535
1602029,0x3ae9d,False,285,965839,973836,7,3,15,0.19,2.12,65535
1604984,0x3aea8,False,292,965839,973836,7,3,0,0.1,2.25,65535
1604984,0x3aea8,False,292,965839,973836,7,3,1,0.15,2.2600000000000002,65535
1604984,0x3aea8,False,292,965839,973836,7,3,2,0.1,2.2,65535
1604984,0x3aea8,False,292,965839,973836,7,3,3,0.05,2.06,65535
1604984,0x3aea8,False,292,965839,973836,7,3,4,0.04,1.98,65535
1604984,0x3aea8,False,292,965839,973836,7,3,5,0.02,2.09,65535
1604984,0x3aea8,False,292,965839,973836,7,3,6,0.06,2.22,65535
1604984,0x3aea8,False,292,965839,973836,7,3,7,0.21,2.05,65535
1604984,0x3aea8,False,292,965839,973836,7,3,8,0.42,2.07,65535
1604984,0x3aea8,False,292,965839,973836,7,3,9,0.49,1.99,65535
1604984,0x3aea8,False,292,965839,973836,7,3,10,0.32,1.5,65535
1604984,0x3aea8,False,292,965839,973836,7,3,11,0.09,1.56,65535
1604984,0x3aea8,False,292,965839,973836,7,3,12,-0.03,1.71,65535
1604984,0x3aea8,False,292,965839,973836,7,3,13,0.0,1.86,65535
1604984,0x3aea8,False,292,965839,973836,7,3,14,0.08,2.08,65535
1604984,0x3aea8,False,292,965839,973836,7,3,15,0.12,2.25,65535
1604984,0x3aea8,False,292,965839,973836,7,3,0,0.12,2.46,65535
1604984,0x3aea8,False,292,965839,973836,7,3,1,0.16,2.5,65535
1604984,0x3aea8,False,292,965839,973836,7,3,2,0.1,2.5500000000000003,65535
1604984,0x3aea8,False,292,965839,973836,7,3,3,0.03,2.62,65535
1604984,0x3aea8,False,292,965839,973836,7,3,4,0.04,2.64,65535
1604984,0x3aea8,False,292,965839,973836,7,3,5,0.06,2.62,65535
1604984,0x3aea8,False,292,965839,973836,7,3,6,0.11,2.71,65535
1604984,0x3aea8,False,292,965839,973836,7,3,7,0.19,2.81,65535
1604984,0x3aea8,False,292,965839,973836,7,3,8,0.31,2.5500000000000003,65535
1604984,0x3aea8,False,292,965839,973836,7,3,9,0.31,2.21,65535
1604984,0x3aea8,False,292,965839,973836,7,3,10,0.15,2.05,65535
1604984,0x3aea8,False,292,965839,973836,7,3,11,0.04,1.9000000000000001,65535
1604984,0x3aea8,False,292,965839,973836,7,3,12,0.01,1.9100000000000001,65535
1604984,0x3aea8,False,292,965839,973836,7,3,13,0.05,1.92,65535
1604984,0x3aea8,False,292,965839,973836,7,3,14,0.14,1.8900000000000001,65535
1604984,0x3aea8,False,292,965839,973836,7,3,15,0.21,1.97,65535
1604984,0x3aea8,False,292,965839,973836,7,3,0,0.08,1.79,65535
1604984,0x3aea8,False,292,965839,973836,7,3,1,0.14,1.7,65535
1604984,0x3aea8,False,292,965839,973836,7,3,2,0.17,1.84,65535
1604984,0x3aea8,False,292,965839,973836,7,3,3,0.18,2.37,65535
1604984,0x3aea8,False,292,965839,973836,7,3,4,0.1,2.57,65535
1604984,0x3aea8,False,292,965839,973836,7,3,5,0.0,2.17,65535
1604984,0x3aea8,False,292,965839,973836,7,3,6,0.13,2.23,65535
1604984,0x3aea8,False,292,965839,973836,7,3,7,0.26,2.54,65535
1604984,0x3aea8,False,292,965839,973836,7,3,8,0.24,2.39,65535
1604984,0x3aea8,False,292,965839,973836,7,3,9,0.18,2.21,65535
1604984,0x3aea8,False,292,965839,973836,7,3,10,0.05,2.29,65535
1604984,0x3aea8,False,292,965839,973836,7,3,11,-0.05,1.93,65535
1604984,0x3aea8,False,292,965839,973836,7,3,12,0.04,2.14,65535
1604984,0x3aea8,False,292,965839,973836,7,3,13,0.14,2.5100000000000002,65535
1604984,0x3aea8,False,292,965839,973836,7,3,14,0.1,2.2800000000000002,65535
1604984,0x3aea8,False,292,965839,973836,7,3,15,0.19,2.12,65535
1701640,0x3aef1,False,285,973836,976743,7,3,0,0.12,2.25,65535
1701640,0x3aef1,False,285,973836,976743,7,3,1,0.22,2.22,65535
1701640,0x3aef1,False,285,973836,976743,7,3,2,0.3,2.0100000000000002,65535
1701640,0x3aef1,False,285,973836,976743,7,3,3,0.34,1.77,65535
1701640,0x3aef1,False,285,973836,976743,7,3,4,0.37,1.74,65535
1701640,0x3aef1,False,285,973836,976743,7,3,5,0.4,1.7,65535
1701640,0x3aef1,False,285,973836,976743,7,3,6,0.4,1.7,65535
1701640,0x3aef1,False,285,973836,976743,7,3,0,0.21,1.97,65535
1701640,0x3aef1,False,285,973836,976743,7,3,1,0.27,2.16,65535
1701640,0x3aef1,False,285,973836,976743,7,3,2,0.3,2.32,65535
1701640,0x3aef1,False,285,973836,976743,7,3,3,0.32,2.46,65535
1701640,0x3aef1,False,285,973836,976743,7,3,4,0.33,2.35,65535
1701640,0x3aef1,False,285,973836,976743,7,3,5,0.37,2.27,65535
1701640,0x3aef1,False,285,973836,976743,7,3,6,0.4,2.25,65535
1701640,0x3aef1,False,285,973836,976743,7,3,0,0.19,2.12,65535
1701640,0x3aef1,False,285,973836,976743,7,3,1,0.31,2.11,65535
1701640,0x3aef1,False,285,973836,976743,7,3,2,0.33,1.97,65535
1701640,0x3aef1,False,285,973836,976743,7,3,3,0.36,2.02,65535
1701640,0x3aef1,False,285,973836,976743,7,3,4,0.34,2.15,65535
1701640,0x3aef1,False,285,973836,976743,7,3,5,0.36,2.19,65535
1701640,0x3aef1,False,285,973836,976743,7,3,6,0.4,2.2,65535
1704876,0x3aefc,False,292,973836,976743,7,3,0,0.12,2.25,65535
1704876,0x3aefc,False,292,973836,976743,7,3,1,0.22,2.22,65535
1704876,0x3aefc,False,292,973836,976743,7,3,2,0.3,2.0100000000000002,65535
1704876,0x3aefc,False,292,973836,976743,7,3,3,0.34,1.77,65535
1704876,0x3aefc,False,292,973836,976743,7,3,4,0.37,1.74,65535
1704876,0x3aefc,False,292,973836,976743,7,3,5,0.4,1.7,65535
1704876,0x3aefc,False,292,973836,976743,7,3,6,0.4,1.7,65535
1704876,0x3aefc,False,292,973836,976743,7,3,0,0.21,1.97,65535
1704876,0x3aefc,False,292,973836,976743,7,3,1,0.27,2.16,65535
1704876,0x3aefc,False,292,973836,976743,7,3,2,0.3,2.32,65535
1704876,0x3aefc,False,292,973836,976743,7,3,3,0.32,2.46,65535
1704876,0x3aefc,False,292,973836,976743,7,3,4,0.33,2.35,65535
1704876,0x3aefc,False,292,973836,976743,7,3,5,0.37,2.27,65535
1704876,0x3aefc,False,292,973836,976743,7,3,6,0.4,2.25,65535
1704876,0x3aefc,False,292,973836,976743,7,3,0,0.19,2.12,65535
1704876,0x3aefc,False,292,973836,976743,7,3,1,0.31,2.11,65535
1704876,0x3aefc,False,292,973836,976743,7,3,2,0.33,1.97,65535
1704876,0x3aefc,False,292,973836,976743,7,3,3,0.36,2.02,65535
1704876,0x3aefc,False,292,973836,976743,7,3,4,0.34,2.15,65535
1704876,0x3aefc,False,292,973836,976743,7,3,5,0.36,2.19,65535
1704876,0x3aefc,False,292,973836,976743,7,3,6,0.4,2.2,65535
1735615,0x3af1a,False,285,976743,987360,15,4,0,0.32,1.79,65535
1735615,0x3af1a,False,285,976743,987360,15,4,1,0.36,1.83,65535
1735615,0x3af1a,False,285,976743,987360,15,4,2,0.3,1.94,65535
1735615,0x3af1a,False,285,976743,987360,15,4,3,0.36,2.05,65535
1735615,0x3af1a,False,285,976743,987360,15,4,4,0.41000000000000003,1.82,65535
1735615,0x3af1a,False,285,976743,987360,15,4,5,0.24,1.81,65535
1735615,0x3af1a,False,285,976743,987360,15,4,6,0.18,1.84,65535
1735615,0x3af1a,False,285,976743,987360,15,4,7,0.11,1.8900000000000001,65535
1735615,0x3af1a,False,285,976743,987360,15,4,8,-0.03,1.9000000000000001,65535
1735615,0x3af1a,False,285,976743,987360,15,4,9,-0.04,1.96,65535
1735615,0x3af1a,False,285,976743,987360,15,4,10,0.16,1.93,65535
1735615,0x3af1a,False,285,976743,987360,15,4,11,0.35000000000000003,1.73,65535
1735615,0x3af1a,False,285,976743,987360,15,4,12,0.31,1.6300000000000001,65535
1735615,0x3af1a,False,285,976743,987360,15,4,13,0.21,1.62,65535
1735615,0x3af1a,False,285,976743,987360,15,4,14,0.13,1.62,65535
1735615,0x3af1a,False,285,976743,987360,15,4,15,0.02,1.1,65535
1735615,0x3af1a,False,285,976743,987360,15,4,16,-0.01,1.18,65535
1735615,0x3af1a,False,285,976743,987360,15,4,17,-0.02,1.19,65535
1735615,0x3af1a,False,285,976743,987360,15,4,18,-0.16,1.48,65535
1735615,0x3af1a,False,285,976743,987360,15,4,19,-0.19,1.45,65535
1735615,0x3af1a,False,285,976743,987360,15,4,20,-0.15,1.57,65535
1735615,0x3af1a,False,285,976743,987360,15,4,0,0.4,1.78,65535
1735615,0x3af1a,False,285,976743,987360,15,4,1,0.42,1.8,65535
1735615,0x3af1a,False,285,976743,987360,15,4,2,0.42,2.15,65535
1735615,0x3af1a,False,285,976743,987360,15,4,3,0.43,2.35,65535
1735615,0x3af1a,False,285,976743,987360,15,4,4,0.41000000000000003,2.13,65535
1735615,0x3af1a,False,285,976743,987360,15,4,5,0.31,2.08,65535
1735615,0x3af1a,False,285,976743,987360,15,4,6,0.26,2.21,65535
1735615,0x3af1a,False,285,976743,987360,15,4,7,0.15,2.34,65535
1735615,0x3af1a,False,285,976743,987360,15,4,8,0.05,2.21,65535
1735615,0x3af1a,False,285,976743,987360,15,4,9,0.1,2.4,65535
1735615,0x3af1a,False,285,976743,987360,15,4,10,0.22,2.34,65535
1735615,0x3af1a,False,285,976743,987360,15,4,11,0.31,2.09,65535
1735615,0x3af1a,False,285,976743,987360,15,4,12,0.31,2.07,65535
1735615,0x3af1a,False,285,976743,987360,15,4,13,0.22,1.9100000000000001,65535
1735615,0x3af1a,False,285,976743,987360,15,4,14,0.15,2.17,65535
1735615,0x3af1a,False,285,976743,987360,15,4,15,0.13,2.24,65535
1735615,0x3af1a,False,285,976743,987360,15,4,16,0.1,2.04,65535
1735615,0x3af1a,False,285,976743,987360,15,4,17,0.07,1.96,65535
1735615,0x3af1a,False,285,976743,987360,15,4,18,0.04,2.0300000000000002,65535
1735615,0x3af1a,False,285,976743,987360,15,4,19,-0.01,2.21,65535
1735615,0x3af1a,False,285,976743,987360,15,4,20,-0.03,2.27,65535
1735615,0x3af1a,False,285,976743,987360,15,4,0,0.4,2.25,65535
1735615,0x3af1a,False,285,976743,987360,15,4,1,0.46,2.23,65535
1735615,0x3af1a,False,285,976743,987360,15,4,2,0.47000000000000003,2.15,65535
1735615,0x3af1a,False,285,976743,987360,15,4,3,0.45,2.04,65535
1735615,0x3af1a,False,285,976743,987360,15,4,4,0.39,2.15,65535
1735615,0x3af1a,False,285,976743,987360,15,4,5,0.35000000000000003,2.31,65535
1735615,0x3af1a,False,285,976743,987360,15,4,6,0.31,2.35,65535
1735615,0x3af1a,False,285,976743,987360,15,4,7,0.21,2.4,65535
1735615,0x3af1a,False,285,976743,987360,15,4,8,0.12,2.5,65535
1735615,0x3af1a,False,285,976743,987360,15,4,9,0.14,2.59,65535
1735615,0x3af1a,False,285,976743,987360,15,4,10,0.2,2.69,65535
1735615,0x3af1a,False,285,976743,987360,15,4,11,0.23,2.64,65535
1735615,0x3af1a,False,285,976743,987360,15,4,12,0.23,2.5,65535
1735615,0x3af1a,False,285,976743,987360,15,4,13,0.2,2.34,65535
1735615,0x3af1a,False,285,976743,987360,15,4,14,0.15,2.17,65535
1735615,0x3af1a,False,285,976743,987360,15,4,15,0.11,2.2600000000000002,65535
1735615,0x3af1a,False,285,976743,987360,15,4,16,0.07,2.34,65535
1735615,0x3af1a,False,285,976743,987360,15,4,17,0.05,2.35,65535
1735615,0x3af1a,False,285,976743,987360,15,4,18,0.04,2.2600000000000002,65535
1735615,0x3af1a,False,285,976743,987360,15,4,19,-0.01,2.06,65535
1735615,0x3af1a,False,285,976743,987360,15,4,20,-0.06,2.18,65535
1735615,0x3af1a,False,285,976743,987360,15,4,0,0.4,2.2,65535
1735615,0x3af1a,False,285,976743,987360,15,4,1,0.48,2.29,65535
1735615,0x3af1a,False,285,976743,987360,15,4,2,0.4,2.09,65535
1735615,0x3af1a,False,285,976743,987360,15,4,3,0.43,2.13,65535
1735615,0x3af1a,False,285,976743,987360,15,4,4,0.5,2.5,65535
1735615,0x3af1a,False,285,976743,987360,15,4,5,0.39,2.46,65535
1735615,0x3af1a,False,285,976743,987360,15,4,6,0.29,2.34,65535
1735615,0x3af1a,False,285,976743,987360,15,4,7,0.19,2.14,65535
1735615,0x3af1a,False,285,976743,987360,15,4,8,0.17,2.2800000000000002,65535
1735615,0x3af1a,False,285,976743,987360,15,4,9,0.23,2.5300000000000002,65535
1735615,0x3af1a,False,285,976743,987360,15,4,10,0.26,2.62,65535
1735615,0x3af1a,False,285,976743,987360,15,4,11,0.25,2.74,65535
1735615,0x3af1a,False,285,976743,987360,15,4,12,0.19,2.77,65535
1735615,0x3af1a,False,285,976743,987360,15,4,13,0.14,2.7600000000000002,65535
1735615,0x3af1a,False,285,976743,987360,15,4,14,0.09,2.67,65535
1735615,0x3af1a,False,285,976743,987360,15,4,15,0.08,2.5500000000000003,65535
1735615,0x3af1a,False,285,976743,987360,15,4,16,0.1,2.5500000000000003,65535
1735615,0x3af1a,False,285,976743,987360,15,4,17,0.07,2.59,65535
1735615,0x3af1a,False,285,976743,987360,15,4,18,-0.02,2.5100000000000002,65535
1735615,0x3af1a,False,285,976743,987360,15,4,19,-0.08,2.4,65535
1735615,0x3af1a,False,285,976743,987360,15,4,20,-0.09,2.3000000000000003,65535
1735807,0x3af24,False,305,0,7778,1,1,0,0.02,1.57,65535
1735807,0x3af24,False,305,0,7778,1,1,1,0.0,1.49,65535
1735807,0x3af24,False,305,0,7778,1,1,2,-0.04,1.2,65535
1735807,0x3af24,False,305,0,7778,1,1,3,-0.06,1.06,65535
1735807,0x3af24,False,305,0,7778,1,1,4,-0.12,1.19,65535
1735807,0x3af24,False,305,0,7778,1,1,5,-0.11,1.1300000000000001,65535
1735807,0x3af24,False,305,0,7778,1,1,6,0.03,0.88,65535
1735807,0x3af24,False,305,0,7778,1,1,7,0.1,0.87,65535
1735807,0x3af24,False,305,0,7778,1,1,8,0.01,0.73,65535
1735807,0x3af24,False,305,0,7778,1,1,9,-0.2,0.68,65535
1735807,0x3af24,False,305,0,7778,1,1,10,-0.28,0.97,65535
1735807,0x3af24,False,305,0,7778,1,1,11,-0.45,1.2,65535
1735807,0x3af24,False,305,0,7778,1,1,12,-0.61,1.28,65535
1735807,0x3af24,False,305,0,7778,1,1,13,-0.51,1.23,65535
1735807,0x3af24,False,305,0,7778,1,1,14,-0.67,1.27,65535
1735807,0x3af24,False,305,0,7778,1,1,15,-1.23,1.29,65535
1735807,0x3af24,False,305,0,7778,1,1,16,-1.5,0.97,65535
1735937,0x3af2e,False,305,7778,14968,1,1,0,-1.5,0.97,65535
1735937,0x3af2e,False,305,7778,14968,1,1,1,-1.56,1.19,65535
1735937,0x3af2e,False,305,7778,14968,1,1,2,-1.42,1.98,65535
1735937,0x3af2e,False,305,7778,14968,1,1,3,-1.02,3.16,65535
1735937,0x3af2e,False,305,7778,14968,1,1,4,-0.74,3.45,65535
1735937,0x3af2e,False,305,7778,14968,1,1,5,-0.65,3.9,65535
1735937,0x3af2e,False,305,7778,14968,1,1,6,-0.47000000000000003,4.49,65535
1735937,0x3af2e,False,305,7778,14968,1,1,7,-0.41000000000000003,4.33,65535
1735937,0x3af2e,False,305,7778,14968,1,1,8,-0.34,4.09,65535
1735937,0x3af2e,False,305,7778,14968,1,1,9,-0.28,4.23,65535
1735937,0x3af2e,False,305,7778,14968,1,1,10,-0.23,4.0200000000000005,65535
1735937,0x3af2e,False,305,7778,14968,1,1,11,-0.1,4.07,65535
1735937,0x3af2e,False,305,7778,14968,1,1,12,0.06,4.0,65535
1735937,0x3af2e,False,305,7778,14968,1,1,13,0.38,4.42,65535
1735937,0x3af2e,False,305,7778,14968,1,1,14,0.38,4.69,65535
1735937,0x3af2e,False,305,7778,14968,1,1,16,0.32,4.99,65535
1735937,0x3af2e,False,305,7778,14968,1,1,18,0.18,5.34,65535
1735937,0x3af2e,False,305,7778,14968,1,1,19,-0.11,4.88,65535
1735937,0x3af2e,False,305,7778,14968,1,1,20,-0.19,4.2,65535
1736123,0x3af37,False,305,14968,22048,1,1,0,-0.19,4.2,65535
1736123,0x3af37,False,305,14968,22048,1,1,1,-0.07,3.22,65535
1736123,0x3af37,False,305,14968,22048,1,1,2,0.02,2.37,65535
1736123,0x3af37,False,305,14968,22048,1,1,3,0.09,1.6600000000000001,65535
1736123,0x3af37,False,305,14968,22048,1,1,4,0.16,0.89,65535
1736123,0x3af37,False,305,14968,22048,1,1,5,0.42,0.08,65535
1736123,0x3af37,False,305,14968,22048,1,1,6,0.68,-1.05,65535
1736123,0x3af37,False,305,14968,22048,1,1,7,0.92,-2.21,65535
1736123,0x3af37,False,305,14968,22048,1,1,8,1.11,-2.85,65535
1736123,0x3af37,False,305,14968,22048,1,1,9,1.24,-3.31,65535
1736123,0x3af37,False,305,14968,22048,1,1,10,1.35,-3.8200000000000003,65535
1736123,0x3af37,False,305,14968,22048,1,1,11,1.49,-4.51,65535
