logTime,Instance ID,Is Retransmission,Path Id,Offset[cm],End Offset[cm],Lane Number,レーン情報数,レーンID,左側車線のレーンID,右側車線のレーンID,レーン付加属性フラグ,レーン属性オプションフラグ ,距離[cm],レーンNW種別,車線属性種別 ,レーン番号,最高速度情報[kmh],幅員情報[cm],鮮度情報チェック状態,鮮度情報,中央分離帯種別,精度管理フラグ,工事開始日,工事開始時間,工事種別,機能制限フラグ３,機能制限フラグ２,機能制限フラグ１,経路変換状態,SDLinkage有無,ADAS2.0属性数,(1) 始点リンクフラグ,(1) 道路種別コード,(1) リンク種別,(1) リンク属性オプションフラグ,(1) リンク付加属性フラグ,信号機情報ID数,道路標示情報ID数,標識情報ID数,(1) 標識情報ID,停止線情報ID数,ライン型地物ID数,(1) ライン型地物ID,(1) 位置種別,(2) ライン型地物ID,(2) 位置種別,(3) ライン型地物ID,(3) 位置種別,(4) ライン型地物ID,(4) 位置種別,前方レーンID数,(1) 前方レーンID,後方レーンID数,(1) 後方レーンID,(2) 始点リンクフラグ,(2) 道路種別コード,(2) リンク種別,(2) リンク属性オプションフラグ,(2) リンク付加属性フラグ,(2) 標識情報ID,(3) 標識情報ID
5815,0x3fbb7,False,285,2373538,2379470,7,3,5130010000000632852,0,5130010000000632839,129,107,5963,1,2,1,120,361,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,1,1.748801389166883e+18,0,4,1748801386482528588,1,1748801386482528591,2,1748801387019399501,1,1748801387019399506,2,1,5130010000000632838,1,5130010000000632837,,,,,,,
5815,0x3fbb7,False,285,2373538,2379470,7,3,5130010000000632839,5130010000000632852,5130010000000632848,140,43,5934,1,2,2,120,377,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,1,1.748801389166883e+18,0,4,1748801386482528591,1,1748801386482528592,2,1748801387019399501,1,1748801387019399506,2,1,5130010000000632832,1,5130010000000632845,,,,,,,
5815,0x3fbb7,False,285,2373538,2379470,7,3,5130010000000632848,5130010000000632839,0,10,107,5900,1,1,3,120,360,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,1,1.748801389166883e+18,0,4,1748801386482528592,1,1748801386482528593,2,1748801387019399501,1,1748801387019399506,2,1,5130010000000632851,1,5130010000000632850,,,,,,,
43208,0x3fbf7,False,292,2373538,2379470,7,3,5130010000000632852,0,5130010000000632839,129,107,5963,1,2,1,120,361,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,1,1.748801389166883e+18,0,4,1748801386482528588,1,1748801386482528591,2,1748801387019399501,1,1748801387019399506,2,1,5130010000000632838,1,5130010000000632837,,,,,,,
43208,0x3fbf7,False,292,2373538,2379470,7,3,5130010000000632839,5130010000000632852,5130010000000632848,140,43,5934,1,2,2,120,377,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,1,1.748801389166883e+18,0,4,1748801386482528591,1,1748801386482528592,2,1748801387019399501,1,1748801387019399506,2,1,5130010000000632832,1,5130010000000632845,,,,,,,
43208,0x3fbf7,False,292,2373538,2379470,7,3,5130010000000632848,5130010000000632839,0,10,107,5900,1,1,3,120,360,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,1,1.748801389166883e+18,0,4,1748801386482528592,1,1748801386482528593,2,1748801387019399501,1,1748801387019399506,2,1,5130010000000632851,1,5130010000000632850,,,,,,,
72424,0x3fc0b,False,285,2379470,2387488,7,3,5130010000000632838,0,5130010000000632832,129,107,7962,1,2,1,120,360,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,1,1.748801389166883e+18,0,4,1748801386482528634,1,1748801386482528632,2,1748801387019399548,1,1748801387019399549,2,1,5130010000000632843,1,5130010000000632852,,,,,,,
72424,0x3fc0b,False,285,2379470,2387488,7,3,5130010000000632832,5130010000000632838,5130010000000632851,140,43,8016,1,2,2,120,377,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,1,1.748801389166883e+18,0,4,1748801386482528632,1,1748801386482528633,2,1748801387019399548,1,1748801387019399549,2,1,5130010000000632829,1,5130010000000632839,,,,,,,
72424,0x3fc0b,False,285,2379470,2387488,7,3,5130010000000632851,5130010000000632832,0,10,107,8073,1,1,3,120,361,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,1,1.748801389166883e+18,0,4,1748801386482528633,1,1748801386482528635,2,1748801387019399548,1,1748801387019399549,2,1,5130010000000632833,1,5130010000000632848,,,,,,,
109603,0x3fc23,False,292,2379470,2387488,7,3,5130010000000632838,0,5130010000000632832,129,107,7962,1,2,1,120,360,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,1,1.748801389166883e+18,0,4,1748801386482528634,1,1748801386482528632,2,1748801387019399548,1,1748801387019399549,2,1,5130010000000632843,1,5130010000000632852,,,,,,,
109603,0x3fc23,False,292,2379470,2387488,7,3,5130010000000632832,5130010000000632838,5130010000000632851,140,43,8016,1,2,2,120,377,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,1,1.748801389166883e+18,0,4,1748801386482528632,1,1748801386482528633,2,1748801387019399548,1,1748801387019399549,2,1,5130010000000632829,1,5130010000000632839,,,,,,,
109603,0x3fc23,False,292,2379470,2387488,7,3,5130010000000632851,5130010000000632832,0,10,107,8073,1,1,3,120,361,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,1,1.748801389166883e+18,0,4,1748801386482528633,1,1748801386482528635,2,1748801387019399548,1,1748801387019399549,2,1,5130010000000632833,1,5130010000000632848,,,,,,,
206181,0x3fc73,False,285,2387488,2393487,7,3,5130010000000632843,0,5130010000000632829,129,99,6047,1,2,1,120,359,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528645,1,1748801386482528643,2,1748801387019399554,1,1748801387019399559,2,1,5130010000000632872,1,5130010000000632838,,,,,,,
206181,0x3fc73,False,285,2387488,2393487,7,3,5130010000000632829,5130010000000632843,5130010000000632833,140,35,5999,1,2,2,120,376,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528643,1,1748801386482528644,2,1748801387019399554,1,1748801387019399559,2,1,5130010000000632853,1,5130010000000632832,,,,,,,
206181,0x3fc73,False,285,2387488,2393487,7,3,5130010000000632833,5130010000000632829,0,10,99,5973,1,1,3,120,360,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528644,1,1748801386482528646,2,1748801387019399554,1,1748801387019399559,2,1,5130010000000632874,1,5130010000000632851,,,,,,,
209726,0x3fc7e,False,292,2387488,2393487,7,3,5130010000000632843,0,5130010000000632829,129,99,6047,1,2,1,120,359,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528645,1,1748801386482528643,2,1748801387019399554,1,1748801387019399559,2,1,5130010000000632872,1,5130010000000632838,,,,,,,
209726,0x3fc7e,False,292,2387488,2393487,7,3,5130010000000632829,5130010000000632843,5130010000000632833,140,35,5999,1,2,2,120,376,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528643,1,1748801386482528644,2,1748801387019399554,1,1748801387019399559,2,1,5130010000000632853,1,5130010000000632832,,,,,,,
209726,0x3fc7e,False,292,2387488,2393487,7,3,5130010000000632833,5130010000000632829,0,10,99,5973,1,1,3,120,360,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528644,1,1748801386482528646,2,1748801387019399554,1,1748801387019399559,2,1,5130010000000632874,1,5130010000000632851,,,,,,,
272720,0x3fcc1,False,285,2393487,2401480,7,3,5130010000000632872,0,5130010000000632853,129,99,7970,1,2,1,120,361,1,1,1,1,20191118,0,196608,0,0,0,0,有効,2,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528656,1,1748801386482528654,2,1748801387019399569,1,1748801387019399579,2,1,5130010000000632866,1,5130010000000632843,0,10,8193,17664,10,,
272720,0x3fcc1,False,285,2393487,2401480,7,3,5130010000000632853,5130010000000632872,5130010000000632874,140,35,7987,1,2,2,120,378,1,1,1,1,20191118,0,196608,0,0,0,0,有効,2,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528654,1,1748801386482528655,2,1748801387019399569,1,1748801387019399579,2,1,5130010000000632860,1,5130010000000632829,0,10,8193,17664,10,,
272720,0x3fcc1,False,285,2393487,2401480,7,3,5130010000000632874,5130010000000632853,0,10,99,7984,1,1,3,120,357,1,1,1,1,20191118,0,196608,0,0,0,0,有効,2,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528655,1,1748801386482528653,2,1748801387019399569,1,1748801387019399579,2,1,5130010000000632876,1,5130010000000632833,0,10,8193,17664,10,,
310900,0x3fcd8,False,292,2393487,2401480,7,3,5130010000000632872,0,5130010000000632853,129,99,7970,1,2,1,120,361,1,1,1,1,20191118,0,196608,0,0,0,0,有効,2,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528656,1,1748801386482528654,2,1748801387019399569,1,1748801387019399579,2,1,5130010000000632866,1,5130010000000632843,0,10,8193,17664,10,,
310900,0x3fcd8,False,292,2393487,2401480,7,3,5130010000000632853,5130010000000632872,5130010000000632874,140,35,7987,1,2,2,120,378,1,1,1,1,20191118,0,196608,0,0,0,0,有効,2,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528654,1,1748801386482528655,2,1748801387019399569,1,1748801387019399579,2,1,5130010000000632860,1,5130010000000632829,0,10,8193,17664,10,,
310900,0x3fcd8,False,292,2393487,2401480,7,3,5130010000000632874,5130010000000632853,0,10,99,7984,1,1,3,120,357,1,1,1,1,20191118,0,196608,0,0,0,0,有効,2,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528655,1,1748801386482528653,2,1748801387019399569,1,1748801387019399579,2,1,5130010000000632876,1,5130010000000632833,0,10,8193,17664,10,,
405943,0x3fd27,False,285,2401480,2409461,7,3,5130010000000632866,0,5130010000000632860,129,99,7980,1,2,1,120,365,1,1,1,1,20191118,0,196608,0,0,0,0,有効,2,1,10,8193,17664,10,0,0,0,,0,4,1748801386482528682,1,1748801386482528680,2,1748801387019399596,1,1748801387019399597,2,1,5130010000000632857,1,5130010000000632872,0,10,8193,17408,10,,
405943,0x3fd27,False,285,2401480,2409461,7,3,5130010000000632860,5130010000000632866,5130010000000632876,140,35,7985,1,2,2,120,390,1,1,1,1,20191118,0,196608,0,0,0,0,有効,2,1,10,8193,17664,10,0,0,0,,0,4,1748801386482528680,1,1748801386482528681,2,1748801387019399596,1,1748801387019399597,2,1,5130010000000632867,1,5130010000000632853,0,10,8193,17408,10,,
405943,0x3fd27,False,285,2401480,2409461,7,3,5130010000000632876,5130010000000632860,0,10,99,7984,1,1,3,120,356,1,1,1,1,20191118,0,196608,0,0,0,0,有効,2,1,10,8193,17664,10,0,0,0,,0,4,1748801386482528681,1,1748801386482528683,2,1748801387019399596,1,1748801387019399597,2,1,5130010000000632877,1,5130010000000632874,0,10,8193,17408,10,,
409482,0x3fd32,False,292,2401480,2409461,7,3,5130010000000632866,0,5130010000000632860,129,99,7980,1,2,1,120,365,1,1,1,1,20191118,0,196608,0,0,0,0,有効,2,1,10,8193,17664,10,0,0,0,,0,4,1748801386482528682,1,1748801386482528680,2,1748801387019399596,1,1748801387019399597,2,1,5130010000000632857,1,5130010000000632872,0,10,8193,17408,10,,
409482,0x3fd32,False,292,2401480,2409461,7,3,5130010000000632860,5130010000000632866,5130010000000632876,140,35,7985,1,2,2,120,390,1,1,1,1,20191118,0,196608,0,0,0,0,有効,2,1,10,8193,17664,10,0,0,0,,0,4,1748801386482528680,1,1748801386482528681,2,1748801387019399596,1,1748801387019399597,2,1,5130010000000632867,1,5130010000000632853,0,10,8193,17408,10,,
409482,0x3fd32,False,292,2401480,2409461,7,3,5130010000000632876,5130010000000632860,0,10,99,7984,1,1,3,120,356,1,1,1,1,20191118,0,196608,0,0,0,0,有効,2,1,10,8193,17664,10,0,0,0,,0,4,1748801386482528681,1,1748801386482528683,2,1748801387019399596,1,1748801387019399597,2,1,5130010000000632877,1,5130010000000632874,0,10,8193,17408,10,,
506388,0x3fd83,False,285,2409461,2417460,7,3,5130010000000632857,0,5130010000000632867,129,99,7987,1,2,1,120,364,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528698,1,1748801386482528701,2,1748801387019399611,1,1748801387019399616,2,1,5130010000000632873,1,5130010000000632866,,,,,,,
506388,0x3fd83,False,285,2409461,2417460,7,3,5130010000000632867,5130010000000632857,5130010000000632877,140,35,8000,1,2,2,120,385,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528701,1,1748801386482528702,2,1748801387019399611,1,1748801387019399616,2,1,5130010000000632858,1,5130010000000632860,,,,,,,
506388,0x3fd83,False,285,2409461,2417460,7,3,5130010000000632877,5130010000000632867,0,10,99,8019,1,1,3,120,357,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528702,1,1748801386482528703,2,1748801387019399611,1,1748801387019399616,2,1,5130010000000632855,1,5130010000000632876,,,,,,,
510192,0x3fd8e,False,292,2409461,2417460,7,3,5130010000000632857,0,5130010000000632867,129,99,7987,1,2,1,120,364,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528698,1,1748801386482528701,2,1748801387019399611,1,1748801387019399616,2,1,5130010000000632873,1,5130010000000632866,,,,,,,
510192,0x3fd8e,False,292,2409461,2417460,7,3,5130010000000632867,5130010000000632857,5130010000000632877,140,35,8000,1,2,2,120,385,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528701,1,1748801386482528702,2,1748801387019399611,1,1748801387019399616,2,1,5130010000000632858,1,5130010000000632860,,,,,,,
510192,0x3fd8e,False,292,2409461,2417460,7,3,5130010000000632877,5130010000000632867,0,10,99,8019,1,1,3,120,357,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528702,1,1748801386482528703,2,1748801387019399611,1,1748801387019399616,2,1,5130010000000632855,1,5130010000000632876,,,,,,,
606983,0x3fde1,False,285,2417460,2425265,7,3,5130010000000632873,0,5130010000000632858,129,107,7834,1,2,1,120,358,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,3,1.7488013891668833e+18,0,4,1748801386482528718,1,1748801386482528716,2,1748801387019399631,1,1748801387019399636,2,1,5130010000000632882,1,5130010000000632857,,,,,,1.7488013891668833e+18,1.7488013891668833e+18
606983,0x3fde1,False,285,2417460,2425265,7,3,5130010000000632858,5130010000000632873,5130010000000632855,140,43,7806,1,2,2,120,382,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,3,1.7488013891668833e+18,0,4,1748801386482528716,1,1748801386482528717,2,1748801387019399631,1,1748801387019399636,2,1,5130010000000632880,1,5130010000000632867,,,,,,1.7488013891668833e+18,1.7488013891668833e+18
606983,0x3fde1,False,285,2417460,2425265,7,3,5130010000000632855,5130010000000632858,0,10,107,7775,1,1,3,120,359,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,3,1.7488013891668833e+18,0,4,1748801386482528717,1,1748801386482528723,2,1748801387019399631,1,1748801387019399636,2,1,5130010000000632881,1,5130010000000632877,,,,,,1.7488013891668833e+18,1.7488013891668833e+18
610132,0x3fded,False,292,2417460,2425265,7,3,5130010000000632873,0,5130010000000632858,129,107,7834,1,2,1,120,358,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,3,1.7488013891668833e+18,0,4,1748801386482528718,1,1748801386482528716,2,1748801387019399631,1,1748801387019399636,2,1,5130010000000632882,1,5130010000000632857,,,,,,1.7488013891668833e+18,1.7488013891668833e+18
610132,0x3fded,False,292,2417460,2425265,7,3,5130010000000632858,5130010000000632873,5130010000000632855,140,43,7806,1,2,2,120,382,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,3,1.7488013891668833e+18,0,4,1748801386482528716,1,1748801386482528717,2,1748801387019399631,1,1748801387019399636,2,1,5130010000000632880,1,5130010000000632867,,,,,,1.7488013891668833e+18,1.7488013891668833e+18
610132,0x3fded,False,292,2417460,2425265,7,3,5130010000000632855,5130010000000632858,0,10,107,7775,1,1,3,120,359,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,3,1.7488013891668833e+18,0,4,1748801386482528717,1,1748801386482528723,2,1748801387019399631,1,1748801387019399636,2,1,5130010000000632881,1,5130010000000632877,,,,,,1.7488013891668833e+18,1.7488013891668833e+18
706825,0x3fe2b,False,285,2425265,2432609,7,3,5130010000000632882,0,5130010000000632880,129,99,7328,1,2,1,120,358,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528736,1,1748801386482528734,2,1748801387019399650,1,1748801387019399651,2,1,5130010000000632889,1,5130010000000632873,,,,,,,
706825,0x3fe2b,False,285,2425265,2432609,7,3,5130010000000632880,5130010000000632882,5130010000000632881,140,35,7343,1,2,2,120,378,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528734,1,1748801386482528735,2,1748801387019399650,1,1748801387019399651,2,1,5130010000000632885,1,5130010000000632858,,,,,,,
706825,0x3fe2b,False,285,2425265,2432609,7,3,5130010000000632881,5130010000000632880,0,10,99,7357,1,1,3,120,361,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528735,1,1748801386482528737,2,1748801387019399650,1,1748801387019399651,2,1,5130010000000632890,1,5130010000000632855,,,,,,,
743784,0x3fe7e,False,292,2425265,2432609,7,3,5130010000000632882,0,5130010000000632880,129,99,7328,1,2,1,120,358,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528736,1,1748801386482528734,2,1748801387019399650,1,1748801387019399651,2,1,5130010000000632889,1,5130010000000632873,,,,,,,
743784,0x3fe7e,False,292,2425265,2432609,7,3,5130010000000632880,5130010000000632882,5130010000000632881,140,35,7343,1,2,2,120,378,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528734,1,1748801386482528735,2,1748801387019399650,1,1748801387019399651,2,1,5130010000000632885,1,5130010000000632858,,,,,,,
743784,0x3fe7e,False,292,2425265,2432609,7,3,5130010000000632881,5130010000000632880,0,10,99,7357,1,1,3,120,361,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528735,1,1748801386482528737,2,1748801387019399650,1,1748801387019399651,2,1,5130010000000632890,1,5130010000000632855,,,,,,,
811770,0x3fec7,False,292,2432609,2440520,7,3,5130010000000632889,0,5130010000000632885,129,99,7937,1,2,1,120,363,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528749,1,1748801386482528747,2,1748801387019399658,1,1748801387019399668,2,1,5130010000000632895,1,5130010000000632882,,,,,,,
811770,0x3fec7,False,292,2432609,2440520,7,3,5130010000000632885,5130010000000632889,5130010000000632890,140,35,7910,1,2,2,120,378,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528747,1,1748801386482528748,2,1748801387019399658,1,1748801387019399668,2,1,5130010000000632892,1,5130010000000632880,,,,,,,
811770,0x3fec7,False,292,2432609,2440520,7,3,5130010000000632890,5130010000000632885,0,10,99,7880,1,1,3,120,362,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528748,1,1748801386482528750,2,1748801387019399658,1,1748801387019399668,2,1,5130010000000632894,1,5130010000000632881,,,,,,,
840240,0x3ff08,False,285,2432609,2440520,7,3,5130010000000632889,0,5130010000000632885,129,99,7937,1,2,1,120,363,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528749,1,1748801386482528747,2,1748801387019399658,1,1748801387019399668,2,1,5130010000000632895,1,5130010000000632882,,,,,,,
840240,0x3ff08,False,285,2432609,2440520,7,3,5130010000000632885,5130010000000632889,5130010000000632890,140,35,7910,1,2,2,120,378,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528747,1,1748801386482528748,2,1748801387019399658,1,1748801387019399668,2,1,5130010000000632892,1,5130010000000632880,,,,,,,
840240,0x3ff08,False,285,2432609,2440520,7,3,5130010000000632890,5130010000000632885,0,10,99,7880,1,1,3,120,362,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528748,1,1748801386482528750,2,1748801387019399658,1,1748801387019399668,2,1,5130010000000632894,1,5130010000000632881,,,,,,,
940224,0x3ff71,False,285,2440520,2448488,7,3,5130010000000632895,0,5130010000000632892,129,99,7989,1,2,1,120,366,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528786,1,1748801386482528789,2,1748801387019399699,1,1748801387019399705,2,1,5130010000000632884,1,5130010000000632889,,,,,,,
940224,0x3ff71,False,285,2440520,2448488,7,3,5130010000000632892,5130010000000632895,5130010000000632894,140,35,7968,1,2,2,120,379,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528789,1,1748801386482528790,2,1748801387019399699,1,1748801387019399705,2,1,5130010000000632891,1,5130010000000632885,,,,,,,
940224,0x3ff71,False,285,2440520,2448488,7,3,5130010000000632894,5130010000000632892,0,10,99,7956,1,1,3,120,375,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528790,1,1748801386482528788,2,1748801387019399699,1,1748801387019399705,2,1,5130010000000632898,1,5130010000000632890,,,,,,,
978159,0x3ffb0,False,292,2440520,2448488,7,3,5130010000000632895,0,5130010000000632892,129,99,7989,1,2,1,120,366,1,1,1,1,20191118,0,196608,0,0,0,0,有効,1,1,10,8193,17408,10,0,0,0,,0,4,1748801386482528786,1,1748801386482528789,2,1748801387019399699,1,1748801387019399705,2,1,5130010000000632884,1,5130010000000632889,,,,,,,
