logTime,Instance ID,Is Retransmission,Path Id,Offset[cm],End Offset[cm],Lane Number,勾配情報のレーン数,形状インデックス,縦断勾配値[deg],横断勾配値[deg]
158333,0x18877,False,387,10882,19872,1,1,13,-1.96,-6.48
158333,0x18877,False,387,10882,19872,1,1,14,-1.9100000000000001,-6.42
158333,0x18877,False,387,10882,19872,1,1,15,-1.8900000000000001,-6.36
158333,0x18877,False,387,10882,19872,1,1,16,-1.83,-6.28
158333,0x18877,False,387,10882,19872,1,1,17,-1.84,-6.19
158333,0x18877,False,387,10882,19872,1,1,18,-1.8800000000000001,-6.09
158333,0x18877,False,387,10882,19872,1,1,19,-1.92,-5.99
158333,0x18877,False,387,10882,19872,1,1,20,-1.99,-5.9
158333,0x18877,False,387,10882,19872,1,1,21,-2.06,-5.8500000000000005
158333,0x18877,False,387,10882,19872,1,1,22,-2.1,-5.83
158333,0x18877,False,387,10882,19872,1,1,23,-2.07,-5.84
158333,0x18877,False,387,10882,19872,1,1,24,-1.94,-5.87
158333,0x18877,False,387,10882,19872,1,1,25,-1.76,-5.88
158333,0x18877,False,387,10882,19872,1,1,26,-1.54,-5.8500000000000005
158333,0x18877,False,387,10882,19872,1,1,27,-1.37,-5.79
158333,0x18877,False,387,10882,19872,1,1,28,-1.28,-5.72
158333,0x18877,False,387,10882,19872,1,1,29,-1.27,-5.68
158333,0x18877,False,387,10882,19872,1,1,30,-1.31,-5.72
158333,0x18877,False,387,10882,19872,1,1,31,-1.33,-5.84
158333,0x18877,False,387,10882,19872,1,1,32,-1.31,-6.01
158333,0x18877,False,387,10882,19872,1,1,33,-1.23,-6.16
158333,0x18877,False,387,10882,19872,1,1,34,-1.12,-6.24
158333,0x18877,False,387,10882,19872,1,1,35,-0.98,-6.23
158333,0x18877,False,387,10882,19872,1,1,36,-0.84,-6.140000000000001
158333,0x18877,False,387,10882,19872,1,1,37,-0.72,-6.01
158333,0x18877,False,387,10882,19872,1,1,38,-0.64,-5.88
158333,0x18877,False,387,10882,19872,1,1,39,-0.61,-5.79
158333,0x18877,False,387,10882,19872,1,1,40,-0.64,-5.73
158333,0x18877,False,387,10882,19872,1,1,41,-0.7000000000000001,-5.74
158333,0x18877,False,387,10882,19872,1,1,42,-0.75,-5.8
158333,0x18877,False,387,10882,19872,1,1,43,-0.75,-5.91
158333,0x18877,False,387,10882,19872,1,1,44,-0.71,-6.03
158333,0x18877,False,387,10882,19872,1,1,45,-0.61,-6.13
158333,0x18877,False,387,10882,19872,1,1,46,-0.49,-6.17
158333,0x18877,False,387,10882,19872,1,1,47,-0.33,-6.140000000000001
158333,0x18877,False,387,10882,19872,1,1,48,-0.18,-6.05
158333,0x18877,False,387,10882,19872,1,1,49,-0.03,-5.92
158333,0x18877,False,387,10882,19872,1,1,50,0.13,-5.78
158333,0x18877,False,387,10882,19872,1,1,51,0.27,-5.65
158333,0x18877,False,387,10882,19872,1,1,52,0.37,-5.5600000000000005
158333,0x18877,False,387,10882,19872,1,1,53,0.44,-5.51
158333,0x18877,False,387,10882,19872,1,1,54,0.44,-5.49
158333,0x18877,False,387,10882,19872,1,1,55,0.39,-5.49
158333,0x18877,False,387,10882,19872,1,1,56,0.3,-5.48
158333,0x18877,False,387,10882,19872,1,1,57,0.19,-5.45
158333,0x18877,False,387,10882,19872,1,1,58,0.12,-5.39
158333,0x18877,False,387,10882,19872,1,1,59,0.11,-5.32
158333,0x18877,False,387,10882,19872,1,1,60,0.17,-5.28
158333,0x18877,False,387,10882,19872,1,1,61,0.26,-5.2700000000000005
158333,0x18877,False,387,10882,19872,1,1,62,0.38,-5.33
158333,0x18877,False,387,10882,19872,1,1,63,0.49,-5.42
158333,0x18877,False,387,10882,19872,1,1,64,0.58,-5.5
158333,0x18877,False,387,10882,19872,1,1,65,0.67,-5.5200000000000005
158333,0x18877,False,387,10882,19872,1,1,66,0.74,-5.43
158333,0x18877,False,387,10882,19872,1,1,67,0.8200000000000001,-5.22
158333,0x18877,False,387,10882,19872,1,1,68,0.9,-4.93
158333,0x18877,False,387,10882,19872,1,1,69,0.98,-4.62
158333,0x18877,False,387,10882,19872,1,1,70,1.05,-4.34
158333,0x18877,False,387,10882,19872,1,1,71,1.11,-4.16
158333,0x18877,False,387,10882,19872,1,1,72,1.16,-4.12
158333,0x18877,False,387,10882,19872,1,1,73,1.22,-4.2
158333,0x18877,False,387,10882,19872,1,1,74,1.27,-4.33
158333,0x18877,False,387,10882,19872,1,1,75,1.32,-4.49
158333,0x18877,False,387,10882,19872,1,1,76,1.3800000000000001,-4.61
158333,0x18877,False,387,10882,19872,1,1,77,1.44,-4.67
158333,0x18877,False,387,10882,19872,1,1,78,1.5,-4.67
158333,0x18877,False,387,10882,19872,1,1,79,1.56,-4.62
158333,0x18877,False,387,10882,19872,1,1,80,1.76,-4.2700000000000005
158333,0x18877,False,387,10882,19872,1,1,81,2.0,-3.87
158333,0x18877,False,387,10882,19872,1,1,82,2.18,-3.64
158333,0x18877,False,387,10882,19872,1,1,83,2.19,-3.62
158466,0x18881,False,387,19872,31048,1,1,0,-2.48,-1.04
158466,0x18881,False,387,19872,31048,1,1,1,-2.87,-1.04
158466,0x18881,False,387,19872,31048,1,1,2,-2.41,-1.3800000000000001
158466,0x18881,False,387,19872,31048,1,1,3,-2.7600000000000002,-1.78
158466,0x18881,False,387,19872,31048,1,1,4,-2.83,-1.78
158466,0x18881,False,387,19872,31048,1,1,5,-2.88,-1.76
158466,0x18881,False,387,19872,31048,1,1,6,-2.91,-1.77
158466,0x18881,False,387,19872,31048,1,1,7,-2.93,-1.85
158466,0x18881,False,387,19872,31048,1,1,8,-2.93,-1.99
158466,0x18881,False,387,19872,31048,1,1,9,-2.95,-2.17
158466,0x18881,False,387,19872,31048,1,1,10,-2.99,-2.36
158466,0x18881,False,387,19872,31048,1,1,11,-3.04,-2.52
158466,0x18881,False,387,19872,31048,1,1,12,-3.06,-2.65
158466,0x18881,False,387,19872,31048,1,1,13,-3.0500000000000003,-2.75
158466,0x18881,False,387,19872,31048,1,1,14,-3.02,-2.83
158466,0x18881,False,387,19872,31048,1,1,15,-2.99,-2.92
158466,0x18881,False,387,19872,31048,1,1,16,-3.04,-3.0300000000000002
158466,0x18881,False,387,19872,31048,1,1,17,-3.18,-3.15
158466,0x18881,False,387,19872,31048,1,1,18,-3.39,-3.24
158466,0x18881,False,387,19872,31048,1,1,19,-3.52,-3.3000000000000003
158466,0x18881,False,387,19872,31048,1,1,20,-3.56,-3.33
158466,0x18881,False,387,19872,31048,1,1,21,-3.5300000000000002,-3.37
158466,0x18881,False,387,19872,31048,1,1,22,-3.45,-3.42
158466,0x18881,False,387,19872,31048,1,1,23,-3.38,-3.49
158466,0x18881,False,387,19872,31048,1,1,24,-3.35,-3.5700000000000003
158466,0x18881,False,387,19872,31048,1,1,25,-3.35,-3.65
158466,0x18881,False,387,19872,31048,1,1,26,-3.37,-3.75
158466,0x18881,False,387,19872,31048,1,1,27,-3.4,-3.86
158466,0x18881,False,387,19872,31048,1,1,28,-3.44,-3.98
158466,0x18881,False,387,19872,31048,1,1,29,-3.47,-4.08
158466,0x18881,False,387,19872,31048,1,1,30,-3.5,-4.17
158466,0x18881,False,387,19872,31048,1,1,31,-3.5300000000000002,-4.25
158466,0x18881,False,387,19872,31048,1,1,32,-3.54,-4.33
158466,0x18881,False,387,19872,31048,1,1,33,-3.54,-4.4
158466,0x18881,False,387,19872,31048,1,1,34,-3.5300000000000002,-4.47
158466,0x18881,False,387,19872,31048,1,1,35,-3.5100000000000002,-4.55
158466,0x18881,False,387,19872,31048,1,1,36,-3.48,-4.63
158466,0x18881,False,387,19872,31048,1,1,37,-3.46,-4.73
158466,0x18881,False,387,19872,31048,1,1,38,-3.48,-4.8500000000000005
158466,0x18881,False,387,19872,31048,1,1,39,-3.5300000000000002,-4.99
158466,0x18881,False,387,19872,31048,1,1,40,-3.61,-5.13
158466,0x18881,False,387,19872,31048,1,1,41,-3.71,-5.28
158466,0x18881,False,387,19872,31048,1,1,42,-3.69,-5.41
158466,0x18881,False,387,19872,31048,1,1,43,-3.52,-5.57
158466,0x18881,False,387,19872,31048,1,1,44,-3.23,-5.76
158466,0x18881,False,387,19872,31048,1,1,45,-2.89,-6.01
158466,0x18881,False,387,19872,31048,1,1,46,-2.6,-6.28
158466,0x18881,False,387,19872,31048,1,1,47,-2.69,-6.54
158466,0x18881,False,387,19872,31048,1,1,48,-3.13,-6.69
158466,0x18881,False,387,19872,31048,1,1,49,-3.5,-6.7
158466,0x18881,False,387,19872,31048,1,1,50,-3.7,-6.57
158466,0x18881,False,387,19872,31048,1,1,51,-3.7,-6.42
158466,0x18881,False,387,19872,31048,1,1,52,-3.39,-6.36
158466,0x18881,False,387,19872,31048,1,1,53,-2.65,-7.13
158466,0x18881,False,387,19872,31048,1,1,54,-3.41,-7.25
158466,0x18881,False,387,19872,31048,1,1,55,-3.63,-6.9
158466,0x18881,False,387,19872,31048,1,1,56,-3.68,-6.42
158466,0x18881,False,387,19872,31048,1,1,57,-3.54,-5.98
158466,0x18881,False,387,19872,31048,1,1,58,-3.2800000000000002,-5.73
158466,0x18881,False,387,19872,31048,1,1,59,-3.16,-5.68
158466,0x18881,False,387,19872,31048,1,1,60,-3.2,-5.74
158466,0x18881,False,387,19872,31048,1,1,61,-3.24,-5.79
158466,0x18881,False,387,19872,31048,1,1,62,-3.2600000000000002,-5.73
158466,0x18881,False,387,19872,31048,1,1,63,-3.27,-5.59
158466,0x18881,False,387,19872,31048,1,1,64,-3.27,-5.41
158466,0x18881,False,387,19872,31048,1,1,65,-3.27,-5.26
158466,0x18881,False,387,19872,31048,1,1,66,-3.2800000000000002,-5.21
158466,0x18881,False,387,19872,31048,1,1,67,-3.29,-5.26
158466,0x18881,False,387,19872,31048,1,1,68,-3.29,-5.37
158466,0x18881,False,387,19872,31048,1,1,69,-3.2800000000000002,-5.54
158466,0x18881,False,387,19872,31048,1,1,70,-3.27,-5.72
158466,0x18881,False,387,19872,31048,1,1,71,-3.25,-5.89
158466,0x18881,False,387,19872,31048,1,1,72,-3.23,-6.04
158466,0x18881,False,387,19872,31048,1,1,73,-3.2,-6.17
158466,0x18881,False,387,19872,31048,1,1,74,-3.16,-6.28
158466,0x18881,False,387,19872,31048,1,1,75,-3.13,-6.37
158466,0x18881,False,387,19872,31048,1,1,76,-3.1,-6.44
158466,0x18881,False,387,19872,31048,1,1,77,-3.15,-6.5
158466,0x18881,False,387,19872,31048,1,1,78,-3.27,-6.5200000000000005
158466,0x18881,False,387,19872,31048,1,1,79,-3.45,-6.49
158466,0x18881,False,387,19872,31048,1,1,80,-3.59,-6.4
158466,0x18881,False,387,19872,31048,1,1,81,-3.66,-6.25
158466,0x18881,False,387,19872,31048,1,1,82,-3.64,-6.1000000000000005
158466,0x18881,False,387,19872,31048,1,1,83,-3.54,-6.03
158466,0x18881,False,387,19872,31048,1,1,84,-3.43,-6.0600000000000005
158466,0x18881,False,387,19872,31048,1,1,85,-3.34,-6.18
158466,0x18881,False,387,19872,31048,1,1,86,-3.31,-6.33
158466,0x18881,False,387,19872,31048,1,1,87,-3.34,-6.48
158466,0x18881,False,387,19872,31048,1,1,88,-3.42,-6.6000000000000005
158466,0x18881,False,387,19872,31048,1,1,89,-3.4,-6.67
158466,0x18881,False,387,19872,31048,1,1,90,-3.3000000000000003,-6.65
158466,0x18881,False,387,19872,31048,1,1,91,-3.29,-6.59
158466,0x18881,False,387,19872,31048,1,1,92,-3.39,-6.49
158466,0x18881,False,387,19872,31048,1,1,93,-3.47,-6.37
158466,0x18881,False,387,19872,31048,1,1,94,-3.5,-6.25
158466,0x18881,False,387,19872,31048,1,1,95,-3.49,-6.15
158466,0x18881,False,387,19872,31048,1,1,96,-3.42,-6.07
158466,0x18881,False,387,19872,31048,1,1,97,-2.95,-6.1000000000000005
158466,0x18881,False,387,19872,31048,1,1,98,-2.39,-6.28
158466,0x18881,False,387,19872,31048,1,1,99,-2.04,-6.4
158466,0x18881,False,387,19872,31048,1,1,100,-3.0700000000000003,-6.53
158493,0x1888b,False,387,31048,31747,1,1,0,-2.57,-0.67
158493,0x1888b,False,387,31048,31747,1,1,1,-2.61,-0.68
158493,0x1888b,False,387,31048,31747,1,1,2,-2.52,-0.64
158493,0x1888b,False,387,31048,31747,1,1,3,-2.34,-0.59
158493,0x1888b,False,387,31048,31747,1,1,4,-2.23,-0.59
158493,0x1888b,False,387,31048,31747,1,1,5,-2.48,-1.04
158503,0x18895,False,387,31747,32148,1,1,0,-2.2,-0.65
158503,0x18895,False,387,31747,32148,1,1,1,-2.23,-0.63
158503,0x18895,False,387,31747,32148,1,1,2,-2.3000000000000003,-0.62
158503,0x18895,False,387,31747,32148,1,1,3,-2.43,-0.65
158503,0x18895,False,387,31747,32148,1,1,4,-2.57,-0.67
158588,0x1889f,False,387,32148,33744,1,1,0,-2.19,-0.8200000000000001
158588,0x1889f,False,387,32148,33744,1,1,1,-1.98,-0.99
158588,0x1889f,False,387,32148,33744,1,1,2,-1.72,-1.06
158588,0x1889f,False,387,32148,33744,1,1,3,-1.53,-1.05
158588,0x1889f,False,387,32148,33744,1,1,4,-1.46,-1.0
158588,0x1889f,False,387,32148,33744,1,1,5,-1.48,-0.92
158588,0x1889f,False,387,32148,33744,1,1,6,-1.56,-0.8300000000000001
158588,0x1889f,False,387,32148,33744,1,1,7,-1.7,-0.76
158588,0x1889f,False,387,32148,33744,1,1,8,-1.87,-0.72
158588,0x1889f,False,387,32148,33744,1,1,9,-2.0100000000000002,-0.7000000000000001
158588,0x1889f,False,387,32148,33744,1,1,10,-2.1,-0.6900000000000001
158588,0x1889f,False,387,32148,33744,1,1,11,-2.14,-0.7000000000000001
158588,0x1889f,False,387,32148,33744,1,1,12,-2.13,-0.7000000000000001
158588,0x1889f,False,387,32148,33744,1,1,13,-2.15,-0.7000000000000001
158588,0x1889f,False,387,32148,33744,1,1,14,-2.19,-0.7000000000000001
158588,0x1889f,False,387,32148,33744,1,1,15,-2.21,-0.68
158588,0x1889f,False,387,32148,33744,1,1,16,-2.2,-0.65
185634,0x188eb,False,255,2474835,2480037,31,5,0,1.58,-2.33
185634,0x188eb,False,255,2474835,2480037,31,5,1,1.59,-2.14
185634,0x188eb,False,255,2474835,2480037,31,5,2,1.55,-1.95
185634,0x188eb,False,255,2474835,2480037,31,5,3,1.52,-1.92
185634,0x188eb,False,255,2474835,2480037,31,5,4,1.54,-2.0300000000000002
185634,0x188eb,False,255,2474835,2480037,31,5,5,1.61,-2.2
185634,0x188eb,False,255,2474835,2480037,31,5,6,1.61,-2.21
185634,0x188eb,False,255,2474835,2480037,31,5,7,1.6,-2.25
185634,0x188eb,False,255,2474835,2480037,31,5,8,1.54,-2.24
185634,0x188eb,False,255,2474835,2480037,31,5,9,1.43,-2.14
185634,0x188eb,False,255,2474835,2480037,31,5,10,1.62,-2.11
185634,0x188eb,False,255,2474835,2480037,31,5,0,1.55,-2.11
185634,0x188eb,False,255,2474835,2480037,31,5,1,1.57,-2.39
185634,0x188eb,False,255,2474835,2480037,31,5,2,1.58,-2.62
185634,0x188eb,False,255,2474835,2480037,31,5,3,1.58,-2.52
185634,0x188eb,False,255,2474835,2480037,31,5,4,1.58,-2.27
185634,0x188eb,False,255,2474835,2480037,31,5,5,1.58,-2.12
185634,0x188eb,False,255,2474835,2480037,31,5,6,1.58,-2.13
185634,0x188eb,False,255,2474835,2480037,31,5,7,1.56,-2.23
185634,0x188eb,False,255,2474835,2480037,31,5,8,1.54,-2.33
185634,0x188eb,False,255,2474835,2480037,31,5,9,1.51,-2.33
185634,0x188eb,False,255,2474835,2480037,31,5,10,1.75,-2.32
185634,0x188eb,False,255,2474835,2480037,31,5,0,1.47,-2.38
185634,0x188eb,False,255,2474835,2480037,31,5,1,1.48,-2.4
185634,0x188eb,False,255,2474835,2480037,31,5,2,1.56,-2.43
185634,0x188eb,False,255,2474835,2480037,31,5,3,1.6300000000000001,-2.49
185634,0x188eb,False,255,2474835,2480037,31,5,4,1.6500000000000001,-2.54
185634,0x188eb,False,255,2474835,2480037,31,5,5,1.62,-2.44
185634,0x188eb,False,255,2474835,2480037,31,5,6,1.62,-2.42
185634,0x188eb,False,255,2474835,2480037,31,5,7,1.6,-2.24
185634,0x188eb,False,255,2474835,2480037,31,5,8,1.59,-2.05
185634,0x188eb,False,255,2474835,2480037,31,5,9,1.58,-1.9000000000000001
185634,0x188eb,False,255,2474835,2480037,31,5,10,1.71,-1.8800000000000001
185634,0x188eb,False,255,2474835,2480037,31,5,0,1.55,-1.78
185634,0x188eb,False,255,2474835,2480037,31,5,1,1.55,-1.6
185634,0x188eb,False,255,2474835,2480037,31,5,2,1.57,-1.46
185634,0x188eb,False,255,2474835,2480037,31,5,3,1.59,-1.46
185634,0x188eb,False,255,2474835,2480037,31,5,4,1.62,-1.57
185634,0x188eb,False,255,2474835,2480037,31,5,5,1.6400000000000001,-1.78
185634,0x188eb,False,255,2474835,2480037,31,5,6,1.6500000000000001,-1.79
185634,0x188eb,False,255,2474835,2480037,31,5,7,1.6600000000000001,-1.87
185634,0x188eb,False,255,2474835,2480037,31,5,8,1.6600000000000001,-1.85
185634,0x188eb,False,255,2474835,2480037,31,5,9,1.67,-1.71
185634,0x188eb,False,255,2474835,2480037,31,5,10,1.47,-1.68
185634,0x188eb,False,255,2474835,2480037,31,5,0,1.67,-1.99
185634,0x188eb,False,255,2474835,2480037,31,5,1,1.69,-2.0300000000000002
185634,0x188eb,False,255,2474835,2480037,31,5,2,1.67,-1.99
185634,0x188eb,False,255,2474835,2480037,31,5,3,1.6400000000000001,-1.94
185634,0x188eb,False,255,2474835,2480037,31,5,4,1.62,-1.9000000000000001
185634,0x188eb,False,255,2474835,2480037,31,5,5,1.62,-1.9100000000000001
185634,0x188eb,False,255,2474835,2480037,31,5,6,1.62,-1.9100000000000001
185634,0x188eb,False,255,2474835,2480037,31,5,7,1.6400000000000001,-1.92
185634,0x188eb,False,255,2474835,2480037,31,5,8,1.68,-1.87
185634,0x188eb,False,255,2474835,2480037,31,5,9,1.73,-1.72
185634,0x188eb,False,255,2474835,2480037,31,5,10,1.47,-1.68
197982,0x1892b,False,362,1170570,1175772,31,5,0,1.58,-2.33
197982,0x1892b,False,362,1170570,1175772,31,5,1,1.59,-2.14
197982,0x1892b,False,362,1170570,1175772,31,5,2,1.55,-1.95
197982,0x1892b,False,362,1170570,1175772,31,5,3,1.52,-1.92
197982,0x1892b,False,362,1170570,1175772,31,5,4,1.54,-2.0300000000000002
197982,0x1892b,False,362,1170570,1175772,31,5,5,1.61,-2.2
197982,0x1892b,False,362,1170570,1175772,31,5,6,1.61,-2.21
197982,0x1892b,False,362,1170570,1175772,31,5,7,1.6,-2.25
197982,0x1892b,False,362,1170570,1175772,31,5,8,1.54,-2.24
197982,0x1892b,False,362,1170570,1175772,31,5,9,1.43,-2.14
197982,0x1892b,False,362,1170570,1175772,31,5,10,1.62,-2.11
197982,0x1892b,False,362,1170570,1175772,31,5,0,1.55,-2.11
197982,0x1892b,False,362,1170570,1175772,31,5,1,1.57,-2.39
197982,0x1892b,False,362,1170570,1175772,31,5,2,1.58,-2.62
197982,0x1892b,False,362,1170570,1175772,31,5,3,1.58,-2.52
197982,0x1892b,False,362,1170570,1175772,31,5,4,1.58,-2.27
197982,0x1892b,False,362,1170570,1175772,31,5,5,1.58,-2.12
197982,0x1892b,False,362,1170570,1175772,31,5,6,1.58,-2.13
197982,0x1892b,False,362,1170570,1175772,31,5,7,1.56,-2.23
197982,0x1892b,False,362,1170570,1175772,31,5,8,1.54,-2.33
197982,0x1892b,False,362,1170570,1175772,31,5,9,1.51,-2.33
197982,0x1892b,False,362,1170570,1175772,31,5,10,1.75,-2.32
197982,0x1892b,False,362,1170570,1175772,31,5,0,1.47,-2.38
197982,0x1892b,False,362,1170570,1175772,31,5,1,1.48,-2.4
197982,0x1892b,False,362,1170570,1175772,31,5,2,1.56,-2.43
197982,0x1892b,False,362,1170570,1175772,31,5,3,1.6300000000000001,-2.49
197982,0x1892b,False,362,1170570,1175772,31,5,4,1.6500000000000001,-2.54
197982,0x1892b,False,362,1170570,1175772,31,5,5,1.62,-2.44
197982,0x1892b,False,362,1170570,1175772,31,5,6,1.62,-2.42
197982,0x1892b,False,362,1170570,1175772,31,5,7,1.6,-2.24
197982,0x1892b,False,362,1170570,1175772,31,5,8,1.59,-2.05
197982,0x1892b,False,362,1170570,1175772,31,5,9,1.58,-1.9000000000000001
197982,0x1892b,False,362,1170570,1175772,31,5,10,1.71,-1.8800000000000001
197982,0x1892b,False,362,1170570,1175772,31,5,0,1.55,-1.78
197982,0x1892b,False,362,1170570,1175772,31,5,1,1.55,-1.6
197982,0x1892b,False,362,1170570,1175772,31,5,2,1.57,-1.46
197982,0x1892b,False,362,1170570,1175772,31,5,3,1.59,-1.46
197982,0x1892b,False,362,1170570,1175772,31,5,4,1.62,-1.57
197982,0x1892b,False,362,1170570,1175772,31,5,5,1.6400000000000001,-1.78
197982,0x1892b,False,362,1170570,1175772,31,5,6,1.6500000000000001,-1.79
197982,0x1892b,False,362,1170570,1175772,31,5,7,1.6600000000000001,-1.87
197982,0x1892b,False,362,1170570,1175772,31,5,8,1.6600000000000001,-1.85
197982,0x1892b,False,362,1170570,1175772,31,5,9,1.67,-1.71
197982,0x1892b,False,362,1170570,1175772,31,5,10,1.47,-1.68
197982,0x1892b,False,362,1170570,1175772,31,5,0,1.67,-1.99
197982,0x1892b,False,362,1170570,1175772,31,5,1,1.69,-2.0300000000000002
197982,0x1892b,False,362,1170570,1175772,31,5,2,1.67,-1.99
197982,0x1892b,False,362,1170570,1175772,31,5,3,1.6400000000000001,-1.94
197982,0x1892b,False,362,1170570,1175772,31,5,4,1.62,-1.9000000000000001
197982,0x1892b,False,362,1170570,1175772,31,5,5,1.62,-1.9100000000000001
197982,0x1892b,False,362,1170570,1175772,31,5,6,1.62,-1.9100000000000001
197982,0x1892b,False,362,1170570,1175772,31,5,7,1.6400000000000001,-1.92
197982,0x1892b,False,362,1170570,1175772,31,5,8,1.68,-1.87
197982,0x1892b,False,362,1170570,1175772,31,5,9,1.73,-1.72
197982,0x1892b,False,362,1170570,1175772,31,5,10,1.47,-1.68
206434,0x18937,False,255,2480037,2483439,15,4,0,1.62,-2.11
206434,0x18937,False,255,2480037,2483439,15,4,1,1.6600000000000001,-1.93
206434,0x18937,False,255,2480037,2483439,15,4,2,1.69,-1.78
206434,0x18937,False,255,2480037,2483439,15,4,3,1.71,-1.6500000000000001
206434,0x18937,False,255,2480037,2483439,15,4,4,1.73,-1.51
206434,0x18937,False,255,2480037,2483439,15,4,5,1.74,-1.26
206434,0x18937,False,255,2480037,2483439,15,4,6,1.74,-1.23
206434,0x18937,False,255,2480037,2483439,15,4,0,1.75,-2.32
206434,0x18937,False,255,2480037,2483439,15,4,1,1.75,-2.21
206434,0x18937,False,255,2480037,2483439,15,4,2,1.75,-2.14
206434,0x18937,False,255,2480037,2483439,15,4,3,1.77,-2.1
206434,0x18937,False,255,2480037,2483439,15,4,4,1.8,-2.05
206434,0x18937,False,255,2480037,2483439,15,4,5,1.86,-1.9100000000000001
206434,0x18937,False,255,2480037,2483439,15,4,6,1.86,-1.8900000000000001
206434,0x18937,False,255,2480037,2483439,15,4,0,1.71,-1.8800000000000001
206434,0x18937,False,255,2480037,2483439,15,4,1,1.74,-2.04
206434,0x18937,False,255,2480037,2483439,15,4,2,1.78,-2.1
206434,0x18937,False,255,2480037,2483439,15,4,3,1.82,-2.08
206434,0x18937,False,255,2480037,2483439,15,4,4,1.8800000000000001,-1.97
206434,0x18937,False,255,2480037,2483439,15,4,5,1.98,-1.69
206434,0x18937,False,255,2480037,2483439,15,4,6,2.0,-1.6500000000000001
206434,0x18937,False,255,2480037,2483439,15,4,0,1.47,-1.68
206434,0x18937,False,255,2480037,2483439,15,4,1,1.6600000000000001,-2.1
206434,0x18937,False,255,2480037,2483439,15,4,2,1.82,-2.16
206434,0x18937,False,255,2480037,2483439,15,4,3,1.95,-1.96
206434,0x18937,False,255,2480037,2483439,15,4,4,2.04,-1.61
206434,0x18937,False,255,2480037,2483439,15,4,5,2.13,-1.12
206434,0x18937,False,255,2480037,2483439,15,4,6,2.14,-1.09
208162,0x18951,False,362,1175772,1179174,15,4,0,1.62,-2.11
208162,0x18951,False,362,1175772,1179174,15,4,1,1.6600000000000001,-1.93
208162,0x18951,False,362,1175772,1179174,15,4,2,1.69,-1.78
208162,0x18951,False,362,1175772,1179174,15,4,3,1.71,-1.6500000000000001
208162,0x18951,False,362,1175772,1179174,15,4,4,1.73,-1.51
208162,0x18951,False,362,1175772,1179174,15,4,5,1.74,-1.26
208162,0x18951,False,362,1175772,1179174,15,4,6,1.74,-1.23
208162,0x18951,False,362,1175772,1179174,15,4,0,1.75,-2.32
208162,0x18951,False,362,1175772,1179174,15,4,1,1.75,-2.21
208162,0x18951,False,362,1175772,1179174,15,4,2,1.75,-2.14
208162,0x18951,False,362,1175772,1179174,15,4,3,1.77,-2.1
208162,0x18951,False,362,1175772,1179174,15,4,4,1.8,-2.05
208162,0x18951,False,362,1175772,1179174,15,4,5,1.86,-1.9100000000000001
208162,0x18951,False,362,1175772,1179174,15,4,6,1.86,-1.8900000000000001
208162,0x18951,False,362,1175772,1179174,15,4,0,1.71,-1.8800000000000001
208162,0x18951,False,362,1175772,1179174,15,4,1,1.74,-2.04
208162,0x18951,False,362,1175772,1179174,15,4,2,1.78,-2.1
208162,0x18951,False,362,1175772,1179174,15,4,3,1.82,-2.08
208162,0x18951,False,362,1175772,1179174,15,4,4,1.8800000000000001,-1.97
208162,0x18951,False,362,1175772,1179174,15,4,5,1.98,-1.69
208162,0x18951,False,362,1175772,1179174,15,4,6,2.0,-1.6500000000000001
208162,0x18951,False,362,1175772,1179174,15,4,0,1.47,-1.68
208162,0x18951,False,362,1175772,1179174,15,4,1,1.6600000000000001,-2.1
208162,0x18951,False,362,1175772,1179174,15,4,2,1.82,-2.16
208162,0x18951,False,362,1175772,1179174,15,4,3,1.95,-1.96
208162,0x18951,False,362,1175772,1179174,15,4,4,2.04,-1.61
208162,0x18951,False,362,1175772,1179174,15,4,5,2.13,-1.12
208162,0x18951,False,362,1175772,1179174,15,4,6,2.14,-1.09
216412,0x1895d,False,255,2483439,2488552,15,4,0,1.74,-1.23
216412,0x1895d,False,255,2483439,2488552,15,4,1,1.74,-0.98
216412,0x1895d,False,255,2483439,2488552,15,4,2,1.6600000000000001,-0.51
216412,0x1895d,False,255,2483439,2488552,15,4,3,1.61,-0.7000000000000001
216412,0x1895d,False,255,2483439,2488552,15,4,4,1.59,-0.67
216412,0x1895d,False,255,2483439,2488552,15,4,0,1.86,-1.8900000000000001
216412,0x1895d,False,255,2483439,2488552,15,4,1,1.9100000000000001,-1.7
216412,0x1895d,False,255,2483439,2488552,15,4,2,1.74,-1.1300000000000001
216412,0x1895d,False,255,2483439,2488552,15,4,3,1.58,-0.9
216412,0x1895d,False,255,2483439,2488552,15,4,4,1.62,-0.97
216412,0x1895d,False,255,2483439,2488552,15,4,0,2.0,-1.6500000000000001
216412,0x1895d,False,255,2483439,2488552,15,4,1,2.06,-1.3800000000000001
216412,0x1895d,False,255,2483439,2488552,15,4,2,1.8,-0.98
216412,0x1895d,False,255,2483439,2488552,15,4,3,1.62,-1.02
216412,0x1895d,False,255,2483439,2488552,15,4,4,1.61,-0.72
216412,0x1895d,False,255,2483439,2488552,15,4,0,2.14,-1.09
216412,0x1895d,False,255,2483439,2488552,15,4,1,2.14,-0.97
216412,0x1895d,False,255,2483439,2488552,15,4,2,1.84,-1.02
216412,0x1895d,False,255,2483439,2488552,15,4,3,1.6300000000000001,-0.72
