logTime,Instance ID,Is Retransmission,Path Id,Offset[cm],End Offset[cm],Lane Number,Road Edge形状情報の配列数,Road Edge ID,形状要素点数,(1) 緯度[deg],(1) 経度[deg],(1) 高さ[m],(1) Road Edge Type,(1) 左側路肩幅員値[m],(1) 右側路肩幅員値[m],(2) 緯度[deg],(2) 経度[deg],(2) 高さ[m],(2) Road Edge Type,(2) 左側路肩幅員値[m],(2) 右側路肩幅員値[m],(3) 緯度[deg],(3) 経度[deg],(3) 高さ[m],(3) Road Edge Type,(3) 左側路肩幅員値[m],(3) 右側路肩幅員値[m],(4) 緯度[deg],(4) 経度[deg],(4) 高さ[m],(4) Road Edge Type,(4) 左側路肩幅員値[m],(4) 右側路肩幅員値[m],(5) 緯度[deg],(5) 経度[deg],(5) 高さ[m],(5) Road Edge Type,(5) 左側路肩幅員値[m],(5) 右側路肩幅員値[m],(6) 緯度[deg],(6) 経度[deg],(6) 高さ[m],(6) Road Edge Type,(6) 左側路肩幅員値[m],(6) 右側路肩幅員値[m],(7) 緯度[deg],(7) 経度[deg],(7) 高さ[m],(7) Road Edge Type,(7) 左側路肩幅員値[m],(7) 右側路肩幅員値[m],(8) 緯度[deg],(8) 経度[deg],(8) 高さ[m],(8) Road Edge Type,(8) 左側路肩幅員値[m],(8) 右側路肩幅員値[m],(9) 緯度[deg],(9) 経度[deg],(9) 高さ[m],(9) Road Edge Type,(9) 左側路肩幅員値[m],(9) 右側路肩幅員値[m],(10) 緯度[deg],(10) 経度[deg],(10) 高さ[m],(10) Road Edge Type,(10) 左側路肩幅員値[m],(10) 右側路肩幅員値[m],(11) 緯度[deg],(11) 経度[deg],(11) 高さ[m],(11) Road Edge Type,(11) 左側路肩幅員値[m],(11) 右側路肩幅員値[m],(12) 緯度[deg],(12) 経度[deg],(12) 高さ[m],(12) Road Edge Type,(12) 左側路肩幅員値[m],(12) 右側路肩幅員値[m],(13) 緯度[deg],(13) 経度[deg],(13) 高さ[m],(13) Road Edge Type,(13) 左側路肩幅員値[m],(13) 右側路肩幅員値[m],(14) 緯度[deg],(14) 経度[deg],(14) 高さ[m],(14) Road Edge Type,(14) 左側路肩幅員値[m],(14) 右側路肩幅員値[m],(15) 緯度[deg],(15) 経度[deg],(15) 高さ[m],(15) Road Edge Type,(15) 左側路肩幅員値[m],(15) 右側路肩幅員値[m],(16) 緯度[deg],(16) 経度[deg],(16) 高さ[m],(16) Road Edge Type,(16) 左側路肩幅員値[m],(16) 右側路肩幅員値[m],(17) 緯度[deg],(17) 経度[deg],(17) 高さ[m],(17) Road Edge Type,(17) 左側路肩幅員値[m],(17) 右側路肩幅員値[m],(18) 緯度[deg],(18) 経度[deg],(18) 高さ[m],(18) Road Edge Type,(18) 左側路肩幅員値[m],(18) 右側路肩幅員値[m],(19) 緯度[deg],(19) 経度[deg],(19) 高さ[m],(19) Road Edge Type,(19) 左側路肩幅員値[m],(19) 右側路肩幅員値[m],(20) 緯度[deg],(20) 経度[deg],(20) 高さ[m],(20) Road Edge Type,(20) 左側路肩幅員値[m],(20) 右側路肩幅員値[m],(21) 緯度[deg],(21) 経度[deg],(21) 高さ[m],(21) Road Edge Type,(21) 左側路肩幅員値[m],(21) 右側路肩幅員値[m],(22) 緯度[deg],(22) 経度[deg],(22) 高さ[m],(22) Road Edge Type,(22) 左側路肩幅員値[m],(22) 右側路肩幅員値[m],(23) 緯度[deg],(23) 経度[deg],(23) 高さ[m],(23) Road Edge Type,(23) 左側路肩幅員値[m],(23) 右側路肩幅員値[m],(24) 緯度[deg],(24) 経度[deg],(24) 高さ[m],(24) Road Edge Type,(24) 左側路肩幅員値[m],(24) 右側路肩幅員値[m],(25) 緯度[deg],(25) 経度[deg],(25) 高さ[m],(25) Road Edge Type,(25) 左側路肩幅員値[m],(25) 右側路肩幅員値[m],(26) 緯度[deg],(26) 経度[deg],(26) 高さ[m],(26) Road Edge Type,(26) 左側路肩幅員値[m],(26) 右側路肩幅員値[m],(27) 緯度[deg],(27) 経度[deg],(27) 高さ[m],(27) Road Edge Type,(27) 左側路肩幅員値[m],(27) 右側路肩幅員値[m],(28) 緯度[deg],(28) 経度[deg],(28) 高さ[m],(28) Road Edge Type,(28) 左側路肩幅員値[m],(28) 右側路肩幅員値[m],(29) 緯度[deg],(29) 経度[deg],(29) 高さ[m],(29) Road Edge Type,(29) 左側路肩幅員値[m],(29) 右側路肩幅員値[m],(30) 緯度[deg],(30) 経度[deg],(30) 高さ[m],(30) Road Edge Type,(30) 左側路肩幅員値[m],(30) 右側路肩幅員値[m],(31) 緯度[deg],(31) 経度[deg],(31) 高さ[m],(31) Road Edge Type,(31) 左側路肩幅員値[m],(31) 右側路肩幅員値[m],(32) 緯度[deg],(32) 経度[deg],(32) 高さ[m],(32) Road Edge Type,(32) 左側路肩幅員値[m],(32) 右側路肩幅員値[m],(33) 緯度[deg],(33) 経度[deg],(33) 高さ[m],(33) Road Edge Type,(33) 左側路肩幅員値[m],(33) 右側路肩幅員値[m],(34) 緯度[deg],(34) 経度[deg],(34) 高さ[m],(34) Road Edge Type,(34) 左側路肩幅員値[m],(34) 右側路肩幅員値[m],(35) 緯度[deg],(35) 経度[deg],(35) 高さ[m],(35) Road Edge Type,(35) 左側路肩幅員値[m],(35) 右側路肩幅員値[m],(36) 緯度[deg],(36) 経度[deg],(36) 高さ[m],(36) Road Edge Type,(36) 左側路肩幅員値[m],(36) 右側路肩幅員値[m],(37) 緯度[deg],(37) 経度[deg],(37) 高さ[m],(37) Road Edge Type,(37) 左側路肩幅員値[m],(37) 右側路肩幅員値[m],(38) 緯度[deg],(38) 経度[deg],(38) 高さ[m],(38) Road Edge Type,(38) 左側路肩幅員値[m],(38) 右側路肩幅員値[m],(39) 緯度[deg],(39) 経度[deg],(39) 高さ[m],(39) Road Edge Type,(39) 左側路肩幅員値[m],(39) 右側路肩幅員値[m],(40) 緯度[deg],(40) 経度[deg],(40) 高さ[m],(40) Road Edge Type,(40) 左側路肩幅員値[m],(40) 右側路肩幅員値[m],(41) 緯度[deg],(41) 経度[deg],(41) 高さ[m],(41) Road Edge Type,(41) 左側路肩幅員値[m],(41) 右側路肩幅員値[m],(42) 緯度[deg],(42) 経度[deg],(42) 高さ[m],(42) Road Edge Type,(42) 左側路肩幅員値[m],(42) 右側路肩幅員値[m],(43) 緯度[deg],(43) 経度[deg],(43) 高さ[m],(43) Road Edge Type,(43) 左側路肩幅員値[m],(43) 右側路肩幅員値[m],(44) 緯度[deg],(44) 経度[deg],(44) 高さ[m],(44) Road Edge Type,(44) 左側路肩幅員値[m],(44) 右側路肩幅員値[m],(45) 緯度[deg],(45) 経度[deg],(45) 高さ[m],(45) Road Edge Type,(45) 左側路肩幅員値[m],(45) 右側路肩幅員値[m],(46) 緯度[deg],(46) 経度[deg],(46) 高さ[m],(46) Road Edge Type,(46) 左側路肩幅員値[m],(46) 右側路肩幅員値[m],(47) 緯度[deg],(47) 経度[deg],(47) 高さ[m],(47) Road Edge Type,(47) 左側路肩幅員値[m],(47) 右側路肩幅員値[m],(48) 緯度[deg],(48) 経度[deg],(48) 高さ[m],(48) Road Edge Type,(48) 左側路肩幅員値[m],(48) 右側路肩幅員値[m],(49) 緯度[deg],(49) 経度[deg],(49) 高さ[m],(49) Road Edge Type,(49) 左側路肩幅員値[m],(49) 右側路肩幅員値[m],(50) 緯度[deg],(50) 経度[deg],(50) 高さ[m],(50) Road Edge Type,(50) 左側路肩幅員値[m],(50) 右側路肩幅員値[m],(51) 緯度[deg],(51) 経度[deg],(51) 高さ[m],(51) Road Edge Type,(51) 左側路肩幅員値[m],(51) 右側路肩幅員値[m],(52) 緯度[deg],(52) 経度[deg],(52) 高さ[m],(52) Road Edge Type,(52) 左側路肩幅員値[m],(52) 右側路肩幅員値[m],(53) 緯度[deg],(53) 経度[deg],(53) 高さ[m],(53) Road Edge Type,(53) 左側路肩幅員値[m],(53) 右側路肩幅員値[m],(54) 緯度[deg],(54) 経度[deg],(54) 高さ[m],(54) Road Edge Type,(54) 左側路肩幅員値[m],(54) 右側路肩幅員値[m],(55) 緯度[deg],(55) 経度[deg],(55) 高さ[m],(55) Road Edge Type,(55) 左側路肩幅員値[m],(55) 右側路肩幅員値[m],(56) 緯度[deg],(56) 経度[deg],(56) 高さ[m],(56) Road Edge Type,(56) 左側路肩幅員値[m],(56) 右側路肩幅員値[m],(57) 緯度[deg],(57) 経度[deg],(57) 高さ[m],(57) Road Edge Type,(57) 左側路肩幅員値[m],(57) 右側路肩幅員値[m],(58) 緯度[deg],(58) 経度[deg],(58) 高さ[m],(58) Road Edge Type,(58) 左側路肩幅員値[m],(58) 右側路肩幅員値[m],(59) 緯度[deg],(59) 経度[deg],(59) 高さ[m],(59) Road Edge Type,(59) 左側路肩幅員値[m],(59) 右側路肩幅員値[m],(60) 緯度[deg],(60) 経度[deg],(60) 高さ[m],(60) Road Edge Type,(60) 左側路肩幅員値[m],(60) 右側路肩幅員値[m],(61) 緯度[deg],(61) 経度[deg],(61) 高さ[m],(61) Road Edge Type,(61) 左側路肩幅員値[m],(61) 右側路肩幅員値[m],(62) 緯度[deg],(62) 経度[deg],(62) 高さ[m],(62) Road Edge Type,(62) 左側路肩幅員値[m],(62) 右側路肩幅員値[m],(63) 緯度[deg],(63) 経度[deg],(63) 高さ[m],(63) Road Edge Type,(63) 左側路肩幅員値[m],(63) 右側路肩幅員値[m],(64) 緯度[deg],(64) 経度[deg],(64) 高さ[m],(64) Road Edge Type,(64) 左側路肩幅員値[m],(64) 右側路肩幅員値[m],(65) 緯度[deg],(65) 経度[deg],(65) 高さ[m],(65) Road Edge Type,(65) 左側路肩幅員値[m],(65) 右側路肩幅員値[m],(66) 緯度[deg],(66) 経度[deg],(66) 高さ[m],(66) Road Edge Type,(66) 左側路肩幅員値[m],(66) 右側路肩幅員値[m],(67) 緯度[deg],(67) 経度[deg],(67) 高さ[m],(67) Road Edge Type,(67) 左側路肩幅員値[m],(67) 右側路肩幅員値[m],(68) 緯度[deg],(68) 経度[deg],(68) 高さ[m],(68) Road Edge Type,(68) 左側路肩幅員値[m],(68) 右側路肩幅員値[m],(69) 緯度[deg],(69) 経度[deg],(69) 高さ[m],(69) Road Edge Type,(69) 左側路肩幅員値[m],(69) 右側路肩幅員値[m],(70) 緯度[deg],(70) 経度[deg],(70) 高さ[m],(70) Road Edge Type,(70) 左側路肩幅員値[m],(70) 右側路肩幅員値[m],(71) 緯度[deg],(71) 経度[deg],(71) 高さ[m],(71) Road Edge Type,(71) 左側路肩幅員値[m],(71) 右側路肩幅員値[m],(72) 緯度[deg],(72) 経度[deg],(72) 高さ[m],(72) Road Edge Type,(72) 左側路肩幅員値[m],(72) 右側路肩幅員値[m],(73) 緯度[deg],(73) 経度[deg],(73) 高さ[m],(73) Road Edge Type,(73) 左側路肩幅員値[m],(73) 右側路肩幅員値[m],(74) 緯度[deg],(74) 経度[deg],(74) 高さ[m],(74) Road Edge Type,(74) 左側路肩幅員値[m],(74) 右側路肩幅員値[m],(75) 緯度[deg],(75) 経度[deg],(75) 高さ[m],(75) Road Edge Type,(75) 左側路肩幅員値[m],(75) 右側路肩幅員値[m],(76) 緯度[deg],(76) 経度[deg],(76) 高さ[m],(76) Road Edge Type,(76) 左側路肩幅員値[m],(76) 右側路肩幅員値[m],(77) 緯度[deg],(77) 経度[deg],(77) 高さ[m],(77) Road Edge Type,(77) 左側路肩幅員値[m],(77) 右側路肩幅員値[m],(78) 緯度[deg],(78) 経度[deg],(78) 高さ[m],(78) Road Edge Type,(78) 左側路肩幅員値[m],(78) 右側路肩幅員値[m],(79) 緯度[deg],(79) 経度[deg],(79) 高さ[m],(79) Road Edge Type,(79) 左側路肩幅員値[m],(79) 右側路肩幅員値[m],(80) 緯度[deg],(80) 経度[deg],(80) 高さ[m],(80) Road Edge Type,(80) 左側路肩幅員値[m],(80) 右側路肩幅員値[m],(81) 緯度[deg],(81) 経度[deg],(81) 高さ[m],(81) Road Edge Type,(81) 左側路肩幅員値[m],(81) 右側路肩幅員値[m],(82) 緯度[deg],(82) 経度[deg],(82) 高さ[m],(82) Road Edge Type,(82) 左側路肩幅員値[m],(82) 右側路肩幅員値[m],(83) 緯度[deg],(83) 経度[deg],(83) 高さ[m],(83) Road Edge Type,(83) 左側路肩幅員値[m],(83) 右側路肩幅員値[m],(84) 緯度[deg],(84) 経度[deg],(84) 高さ[m],(84) Road Edge Type,(84) 左側路肩幅員値[m],(84) 右側路肩幅員値[m],(85) 緯度[deg],(85) 経度[deg],(85) 高さ[m],(85) Road Edge Type,(85) 左側路肩幅員値[m],(85) 右側路肩幅員値[m],(86) 緯度[deg],(86) 経度[deg],(86) 高さ[m],(86) Road Edge Type,(86) 左側路肩幅員値[m],(86) 右側路肩幅員値[m],(87) 緯度[deg],(87) 経度[deg],(87) 高さ[m],(87) Road Edge Type,(87) 左側路肩幅員値[m],(87) 右側路肩幅員値[m],(88) 緯度[deg],(88) 経度[deg],(88) 高さ[m],(88) Road Edge Type,(88) 左側路肩幅員値[m],(88) 右側路肩幅員値[m],(89) 緯度[deg],(89) 経度[deg],(89) 高さ[m],(89) Road Edge Type,(89) 左側路肩幅員値[m],(89) 右側路肩幅員値[m],(90) 緯度[deg],(90) 経度[deg],(90) 高さ[m],(90) Road Edge Type,(90) 左側路肩幅員値[m],(90) 右側路肩幅員値[m],(91) 緯度[deg],(91) 経度[deg],(91) 高さ[m],(91) Road Edge Type,(91) 左側路肩幅員値[m],(91) 右側路肩幅員値[m],(92) 緯度[deg],(92) 経度[deg],(92) 高さ[m],(92) Road Edge Type,(92) 左側路肩幅員値[m],(92) 右側路肩幅員値[m],(93) 緯度[deg],(93) 経度[deg],(93) 高さ[m],(93) Road Edge Type,(93) 左側路肩幅員値[m],(93) 右側路肩幅員値[m],(94) 緯度[deg],(94) 経度[deg],(94) 高さ[m],(94) Road Edge Type,(94) 左側路肩幅員値[m],(94) 右側路肩幅員値[m],(95) 緯度[deg],(95) 経度[deg],(95) 高さ[m],(95) Road Edge Type,(95) 左側路肩幅員値[m],(95) 右側路肩幅員値[m],(96) 緯度[deg],(96) 経度[deg],(96) 高さ[m],(96) Road Edge Type,(96) 左側路肩幅員値[m],(96) 右側路肩幅員値[m],(97) 緯度[deg],(97) 経度[deg],(97) 高さ[m],(97) Road Edge Type,(97) 左側路肩幅員値[m],(97) 右側路肩幅員値[m],(98) 緯度[deg],(98) 経度[deg],(98) 高さ[m],(98) Road Edge Type,(98) 左側路肩幅員値[m],(98) 右側路肩幅員値[m],(99) 緯度[deg],(99) 経度[deg],(99) 高さ[m],(99) Road Edge Type,(99) 左側路肩幅員値[m],(99) 右側路肩幅員値[m],(100) 緯度[deg],(100) 経度[deg],(100) 高さ[m],(100) Road Edge Type,(100) 左側路肩幅員値[m],(100) 右側路肩幅員値[m],(101) 緯度[deg],(101) 経度[deg],(101) 高さ[m],(101) Road Edge Type,(101) 左側路肩幅員値[m],(101) 右側路肩幅員値[m]
83089,0x18711,False,255,2443545,2458538,15,2,861149.0,26,34.11422446233086,-117.97836299007254,86.46300000000001,2,3.85,0.0,34.114295792326864,-117.97831546468156,86.705,2,3.84,0.0,34.11436695468481,-117.97826676582412,86.95100000000001,2,3.7800000000000002,0.0,34.11443753030953,-117.97821722877636,87.20400000000001,2,3.73,0.0,34.11450735156296,-117.97816693735732,87.458,2,3.7,0.0,34.11457675372124,-117.9781153886528,87.712,2,3.65,0.0,34.1146455691463,-117.97806249884378,87.962,2,3.56,0.0,34.11471379783813,-117.97800835174928,88.202,2,3.4,0.0,34.114781355977705,-117.97795311500737,88.433,2,3.21,0.0,34.11481111173397,-117.977928388393,88.534,2,3.12,0.0,34.11484086749024,-117.97790349414058,88.634,2,3.0500000000000003,0.0,34.11484832738406,-117.97789729153223,88.66,2,3.04,0.0,34.11486316335268,-117.9778848024965,88.71000000000001,2,3.0100000000000002,0.0,34.114892835289915,-117.97785982442504,88.813,2,2.96,0.0,34.11491513115236,-117.97784104896193,88.891,2,2.93,0.0,34.11492259104618,-117.97783484635359,88.917,2,2.93,0.0,34.11498210255871,-117.97778514166777,89.133,2,2.95,0.0,34.11513649721517,-117.97767005813719,89.77,2,4.32,0.0,34.115172120303654,-117.97763636288644,89.899,2,4.14,0.0,34.11520078641251,-117.97760954079628,90.007,2,4.03,0.0,34.11521511946693,-117.9775961297512,90.061,2,3.98,0.0,34.11522945252136,-117.97758280252516,90.116,2,3.94,0.0,34.115258118630216,-117.97755606425403,90.227,2,3.87,0.0,34.1152797439404,-117.97753603150545,90.311,2,3.83,0.0,34.11534420077581,-117.97747576562163,90.56,2,3.8000000000000003,0.0,34.11536565844793,-117.97745556523499,90.642,2,3.8200000000000003,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83089,0x18711,False,255,2443545,2458538,15,2,4295828445.0,26,34.1141331834053,-117.97816190821541,85.665,1,0.0,2.6,34.114203088477765,-117.97811580774795,85.904,1,0.0,2.59,34.11427207154088,-117.97806895290923,86.146,1,0.0,2.6,34.11434071932788,-117.97802075696598,86.391,1,0.0,2.64,34.1144094509339,-117.977970633185,86.636,1,0.0,2.71,34.1144775958067,-117.97792025794692,86.878,1,0.0,2.75,34.11454532158434,-117.97787021798497,87.12,1,0.0,2.69,34.114613047361985,-117.97782017802304,87.364,1,0.0,2.56,34.11468068932059,-117.97776955132787,87.611,1,0.0,2.4,34.11471061271492,-117.97774650109413,87.72500000000001,1,0.0,2.35,34.11474028465216,-117.97772294794622,87.84400000000001,1,0.0,2.34,34.11474757690792,-117.97771699679497,87.875,1,0.0,2.35,34.114762245238474,-117.9777049268544,87.937,1,0.0,2.37,34.11479124662345,-117.97768020024003,88.068,1,0.0,2.45,34.114811782286225,-117.97765966457726,88.164,1,0.0,2.73,34.11481337484783,-117.9776436551422,88.142,5,0.0,3.84,34.11487288636036,-117.97759747085571,88.377,5,0.0,3.58,34.11502216805588,-117.97748154913482,88.97,5,0.0,2.62,34.11505938370597,-117.97745212865469,89.119,5,0.0,2.35,34.11508897182417,-117.97742849168773,89.236,5,0.0,2.14,34.11510372397376,-117.97741658938523,89.295,5,0.0,2.0300000000000002,34.11511839230431,-117.97740468708272,89.35300000000001,5,0.0,1.93,34.11514772896542,-117.97738071483964,89.46900000000001,5,0.0,1.74,34.11516952191367,-117.97736252610976,89.555,5,0.0,1.61,34.11523464930133,-117.97730695409172,89.81,5,0.0,1.23,34.115256190792486,-117.97728809480958,89.894,5,0.0,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85101,0x1872b,False,362,1139280,1154273,15,2,861149.0,26,34.11422446233086,-117.97836299007254,86.46300000000001,2,3.85,0.0,34.114295792326864,-117.97831546468156,86.705,2,3.84,0.0,34.11436695468481,-117.97826676582412,86.95100000000001,2,3.7800000000000002,0.0,34.11443753030953,-117.97821722877636,87.20400000000001,2,3.73,0.0,34.11450735156296,-117.97816693735732,87.458,2,3.7,0.0,34.11457675372124,-117.9781153886528,87.712,2,3.65,0.0,34.1146455691463,-117.97806249884378,87.962,2,3.56,0.0,34.11471379783813,-117.97800835174928,88.202,2,3.4,0.0,34.114781355977705,-117.97795311500737,88.433,2,3.21,0.0,34.11481111173397,-117.977928388393,88.534,2,3.12,0.0,34.11484086749024,-117.97790349414058,88.634,2,3.0500000000000003,0.0,34.11484832738406,-117.97789729153223,88.66,2,3.04,0.0,34.11486316335268,-117.9778848024965,88.71000000000001,2,3.0100000000000002,0.0,34.114892835289915,-117.97785982442504,88.813,2,2.96,0.0,34.11491513115236,-117.97784104896193,88.891,2,2.93,0.0,34.11492259104618,-117.97783484635359,88.917,2,2.93,0.0,34.11498210255871,-117.97778514166777,89.133,2,2.95,0.0,34.11513649721517,-117.97767005813719,89.77,2,4.32,0.0,34.115172120303654,-117.97763636288644,89.899,2,4.14,0.0,34.11520078641251,-117.97760954079628,90.007,2,4.03,0.0,34.11521511946693,-117.9775961297512,90.061,2,3.98,0.0,34.11522945252136,-117.97758280252516,90.116,2,3.94,0.0,34.115258118630216,-117.97755606425403,90.227,2,3.87,0.0,34.1152797439404,-117.97753603150545,90.311,2,3.83,0.0,34.11534420077581,-117.97747576562163,90.56,2,3.8000000000000003,0.0,34.11536565844793,-117.97745556523499,90.642,2,3.8200000000000003,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85101,0x1872b,False,362,1139280,1154273,15,2,4295828445.0,26,34.1141331834053,-117.97816190821541,85.665,1,0.0,2.6,34.114203088477765,-117.97811580774795,85.904,1,0.0,2.59,34.11427207154088,-117.97806895290923,86.146,1,0.0,2.6,34.11434071932788,-117.97802075696598,86.391,1,0.0,2.64,34.1144094509339,-117.977970633185,86.636,1,0.0,2.71,34.1144775958067,-117.97792025794692,86.878,1,0.0,2.75,34.11454532158434,-117.97787021798497,87.12,1,0.0,2.69,34.114613047361985,-117.97782017802304,87.364,1,0.0,2.56,34.11468068932059,-117.97776955132787,87.611,1,0.0,2.4,34.11471061271492,-117.97774650109413,87.72500000000001,1,0.0,2.35,34.11474028465216,-117.97772294794622,87.84400000000001,1,0.0,2.34,34.11474757690792,-117.97771699679497,87.875,1,0.0,2.35,34.114762245238474,-117.9777049268544,87.937,1,0.0,2.37,34.11479124662345,-117.97768020024003,88.068,1,0.0,2.45,34.114811782286225,-117.97765966457726,88.164,1,0.0,2.73,34.11481337484783,-117.9776436551422,88.142,5,0.0,3.84,34.11487288636036,-117.97759747085571,88.377,5,0.0,3.58,34.11502216805588,-117.97748154913482,88.97,5,0.0,2.62,34.11505938370597,-117.97745212865469,89.119,5,0.0,2.35,34.11508897182417,-117.97742849168773,89.236,5,0.0,2.14,34.11510372397376,-117.97741658938523,89.295,5,0.0,2.0300000000000002,34.11511839230431,-117.97740468708272,89.35300000000001,5,0.0,1.93,34.11514772896542,-117.97738071483964,89.46900000000001,5,0.0,1.74,34.11516952191367,-117.97736252610976,89.555,5,0.0,1.61,34.11523464930133,-117.97730695409172,89.81,5,0.0,1.23,34.115256190792486,-117.97728809480958,89.894,5,0.0,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134259,0x187a3,False,255,2458538,2463216,15,2,861188.0,8,34.11536565844793,-117.97745556523499,90.642,2,3.8200000000000003,0.0,34.11542961236914,-117.97739462879892,90.89,2,3.87,0.0,34.115493147195195,-117.97733293799156,91.141,2,3.87,0.0,34.11552818355047,-117.97729815309339,91.282,2,3.86,0.0,34.115569841609236,-117.97725607593945,91.449,2,3.85,0.0,34.11561108057285,-117.97721357969037,91.614,2,3.8200000000000003,0.0,34.11565164898421,-117.97717083198418,91.774,2,3.77,0.0,34.11569188211944,-117.97712749754477,91.93,2,3.68,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
