logTime,Instance ID,Is Retransmission,Path Id,Offset[cm],End Offset[cm],Lane Number,曲率情報のレーン数,形状インデックス,方位角[deg],曲率値[1/m]
267818,0x189e2,False,255,2494876,2510996,31,5,12,54.550000000000004,-0.0005
267818,0x189e2,False,255,2494876,2510996,31,5,13,53.730000000000004,0.0006
267818,0x189e2,False,255,2494876,2510996,31,5,0,53.1,-0.0022
267818,0x189e2,False,255,2494876,2510996,31,5,1,52.42,-0.0021
267818,0x189e2,False,255,2494876,2510996,31,5,2,53.06,-0.0015
267818,0x189e2,False,255,2494876,2510996,31,5,3,53.39,-0.0003
267818,0x189e2,False,255,2494876,2510996,31,5,4,52.730000000000004,0.0003
267818,0x189e2,False,255,2494876,2510996,31,5,5,52.85,-0.0001
267818,0x189e2,False,255,2494876,2510996,31,5,6,52.51,0.0004
267818,0x189e2,False,255,2494876,2510996,31,5,7,52.42,0.0001
267818,0x189e2,False,255,2494876,2510996,31,5,8,52.65,-0.0007
267818,0x189e2,False,255,2494876,2510996,31,5,9,53.31,-0.0003
267818,0x189e2,False,255,2494876,2510996,31,5,10,53.42,0.0001
267818,0x189e2,False,255,2494876,2510996,31,5,11,53.4,0.0001
267818,0x189e2,False,255,2494876,2510996,31,5,12,53.36,0.0001
267818,0x189e2,False,255,2494876,2510996,31,5,13,53.730000000000004,0.0006
267823,0x189ec,False,388,0,6318,1,1,0,52.54,-0.0005
267823,0x189ec,False,388,0,6318,1,1,1,52.57,-0.0005
267823,0x189ec,False,388,0,6318,1,1,2,53.22,-0.0008
267823,0x189ec,False,388,0,6318,1,1,3,53.52,0.0001
267823,0x189ec,False,388,0,6318,1,1,4,53.56,-0.0016
267823,0x189ec,False,388,0,6318,1,1,5,53.76,-0.0019
267823,0x189ec,False,388,0,6318,1,1,6,53.1,-0.0022
267913,0x189f6,False,388,6318,10931,1,1,0,49.25,-0.0011
267913,0x189f6,False,388,6318,10931,1,1,1,49.4,-0.0015
267913,0x189f6,False,388,6318,10931,1,1,2,50.25,-0.0017
267913,0x189f6,False,388,6318,10931,1,1,3,51.050000000000004,-0.0013
267913,0x189f6,False,388,6318,10931,1,1,4,51.65,-0.0011
267913,0x189f6,False,388,6318,10931,1,1,5,52.22,-0.001
267913,0x189f6,False,388,6318,10931,1,1,6,52.54,-0.0005
267918,0x18a00,False,388,10931,19652,1,1,0,44.42,-0.001
267918,0x18a00,False,388,10931,19652,1,1,1,44.72,-0.0011
267918,0x18a00,False,388,10931,19652,1,1,2,45.300000000000004,-0.0012
267918,0x18a00,False,388,10931,19652,1,1,3,45.93,-0.0012
267918,0x18a00,False,388,10931,19652,1,1,4,46.57,-0.0012
267918,0x18a00,False,388,10931,19652,1,1,5,47.160000000000004,-0.0009
267918,0x18a00,False,388,10931,19652,1,1,6,48.160000000000004,-0.001
267918,0x18a00,False,388,10931,19652,1,1,7,49.0,-0.0002
267918,0x18a00,False,388,10931,19652,1,1,8,49.25,-0.0011
268169,0x18a0a,False,388,19652,33250,1,1,0,319.76,-0.0195
268169,0x18a0a,False,388,19652,33250,1,1,1,323.11,-0.0194
268169,0x18a0a,False,388,19652,33250,1,1,2,326.46,-0.0195
268169,0x18a0a,False,388,19652,33250,1,1,3,329.86,-0.0205
268169,0x18a0a,False,388,19652,33250,1,1,4,331.06,-0.0212
268169,0x18a0a,False,388,19652,33250,1,1,5,332.28000000000003,-0.0216
268169,0x18a0a,False,388,19652,33250,1,1,6,333.54,-0.0224
268169,0x18a0a,False,388,19652,33250,1,1,7,334.84000000000003,-0.023
268169,0x18a0a,False,388,19652,33250,1,1,8,336.17,-0.0233
268169,0x18a0a,False,388,19652,33250,1,1,9,337.52,-0.0237
268169,0x18a0a,False,388,19652,33250,1,1,10,338.90000000000003,-0.0246
268169,0x18a0a,False,388,19652,33250,1,1,11,340.35,-0.0261
268169,0x18a0a,False,388,19652,33250,1,1,12,341.90000000000003,-0.0273
268169,0x18a0a,False,388,19652,33250,1,1,13,343.47,-0.0276
268169,0x18a0a,False,388,19652,33250,1,1,14,345.06,-0.0277
268169,0x18a0a,False,388,19652,33250,1,1,15,346.65000000000003,-0.0278
268169,0x18a0a,False,388,19652,33250,1,1,16,348.25,-0.0278
268169,0x18a0a,False,388,19652,33250,1,1,17,349.85,-0.0278
268169,0x18a0a,False,388,19652,33250,1,1,18,351.44,-0.0278
268169,0x18a0a,False,388,19652,33250,1,1,19,353.04,-0.0278
268169,0x18a0a,False,388,19652,33250,1,1,20,354.64,-0.0277
268169,0x18a0a,False,388,19652,33250,1,1,21,356.22,-0.0273
268169,0x18a0a,False,388,19652,33250,1,1,22,357.77,-0.0266
268169,0x18a0a,False,388,19652,33250,1,1,23,359.28000000000003,-0.026
268169,0x18a0a,False,388,19652,33250,1,1,24,0.76,-0.0257
268169,0x18a0a,False,388,19652,33250,1,1,25,2.24,-0.0256
268169,0x18a0a,False,388,19652,33250,1,1,26,3.71,-0.0256
268169,0x18a0a,False,388,19652,33250,1,1,27,5.18,-0.0255
268169,0x18a0a,False,388,19652,33250,1,1,28,6.65,-0.0255
268169,0x18a0a,False,388,19652,33250,1,1,29,8.11,-0.0255
268169,0x18a0a,False,388,19652,33250,1,1,30,9.58,-0.0255
268169,0x18a0a,False,388,19652,33250,1,1,31,11.040000000000001,-0.0254
268169,0x18a0a,False,388,19652,33250,1,1,32,12.5,-0.0254
268169,0x18a0a,False,388,19652,33250,1,1,33,13.96,-0.0254
268169,0x18a0a,False,388,19652,33250,1,1,34,15.42,-0.0254
268169,0x18a0a,False,388,19652,33250,1,1,35,16.88,-0.0254
268169,0x18a0a,False,388,19652,33250,1,1,36,18.34,-0.0254
268169,0x18a0a,False,388,19652,33250,1,1,37,19.8,-0.0253
268169,0x18a0a,False,388,19652,33250,1,1,38,21.25,-0.0251
268169,0x18a0a,False,388,19652,33250,1,1,39,22.67,-0.0245
268169,0x18a0a,False,388,19652,33250,1,1,40,24.060000000000002,-0.0241
268169,0x18a0a,False,388,19652,33250,1,1,41,25.44,-0.024
268169,0x18a0a,False,388,19652,33250,1,1,42,26.82,-0.0239
268169,0x18a0a,False,388,19652,33250,1,1,43,28.19,-0.0239
268169,0x18a0a,False,388,19652,33250,1,1,44,29.57,-0.0238
268169,0x18a0a,False,388,19652,33250,1,1,45,30.93,-0.0237
268169,0x18a0a,False,388,19652,33250,1,1,46,32.27,-0.0229
268169,0x18a0a,False,388,19652,33250,1,1,47,33.54,-0.0211
268169,0x18a0a,False,388,19652,33250,1,1,48,34.68,-0.0184
268169,0x18a0a,False,388,19652,33250,1,1,49,35.64,-0.0152
268169,0x18a0a,False,388,19652,33250,1,1,50,37.47,-0.0077
268169,0x18a0a,False,388,19652,33250,1,1,51,38.71,-0.0069
268169,0x18a0a,False,388,19652,33250,1,1,52,39.77,-0.0052
268169,0x18a0a,False,388,19652,33250,1,1,53,40.43,-0.0026
268169,0x18a0a,False,388,19652,33250,1,1,54,40.78,-0.0019
268169,0x18a0a,False,388,19652,33250,1,1,55,40.89,-0.0019
268169,0x18a0a,False,388,19652,33250,1,1,56,41.42,-0.0019
268169,0x18a0a,False,388,19652,33250,1,1,57,41.97,-0.001
268169,0x18a0a,False,388,19652,33250,1,1,58,42.230000000000004,-0.0003
268169,0x18a0a,False,388,19652,33250,1,1,59,43.06,-0.0008
268169,0x18a0a,False,388,19652,33250,1,1,60,43.88,-0.0009
268169,0x18a0a,False,388,19652,33250,1,1,61,44.13,-0.0009
268169,0x18a0a,False,388,19652,33250,1,1,62,44.18,-0.0009
268169,0x18a0a,False,388,19652,33250,1,1,63,44.42,-0.001
268264,0x18a14,False,388,33250,33548,1,1,0,316.29,-0.0216
268264,0x18a14,False,388,33250,33548,1,1,1,317.49,-0.0204
268264,0x18a14,False,388,33250,33548,1,1,2,318.64,-0.0198
268264,0x18a14,False,388,33250,33548,1,1,3,319.76,-0.0195
268266,0x18a1e,False,388,33548,33748,1,1,0,313.71,-0.0233
268266,0x18a1e,False,388,33548,33748,1,1,1,315.02,-0.0225
268266,0x18a1e,False,388,33548,33748,1,1,2,316.29,-0.0216
268273,0x18a28,False,388,33748,33948,1,1,0,310.85,-0.0266
268273,0x18a28,False,388,33748,33948,1,1,1,312.33,-0.025
268273,0x18a28,False,388,33748,33948,1,1,2,313.71,-0.0233
268374,0x18a32,False,388,33948,35346,1,1,0,279.36,-0.0424
268374,0x18a32,False,388,33948,35346,1,1,1,281.79,-0.0425
268374,0x18a32,False,388,33948,35346,1,1,2,284.23,-0.0425
268374,0x18a32,False,388,33948,35346,1,1,3,286.66,-0.0425
268374,0x18a32,False,388,33948,35346,1,1,4,289.1,-0.0425
268374,0x18a32,False,388,33948,35346,1,1,5,291.54,-0.0425
268374,0x18a32,False,388,33948,35346,1,1,6,293.98,-0.0424
268374,0x18a32,False,388,33948,35346,1,1,7,296.42,-0.0424
268374,0x18a32,False,388,33948,35346,1,1,8,298.86,-0.0424
268374,0x18a32,False,388,33948,35346,1,1,9,301.29,-0.0423
268374,0x18a32,False,388,33948,35346,1,1,10,303.71,-0.0419
268374,0x18a32,False,388,33948,35346,1,1,11,305.98,-0.0348
268374,0x18a32,False,388,33948,35346,1,1,12,307.71,-0.0278
268374,0x18a32,False,388,33948,35346,1,1,13,309.3,-0.0274
268374,0x18a32,False,388,33948,35346,1,1,14,310.85,-0.0266
269866,0x18a4c,False,362,1190611,1206731,31,5,0,54.370000000000005,0.0001
269866,0x18a4c,False,362,1190611,1206731,31,5,1,54.45,0.0002
269866,0x18a4c,False,362,1190611,1206731,31,5,2,54.38,0.0002
269866,0x18a4c,False,362,1190611,1206731,31,5,3,54.32,0.0002
269866,0x18a4c,False,362,1190611,1206731,31,5,4,54.31,-0.0002
269866,0x18a4c,False,362,1190611,1206731,31,5,5,54.4,0.0003
269866,0x18a4c,False,362,1190611,1206731,31,5,6,54.45,-0.0004
269866,0x18a4c,False,362,1190611,1206731,31,5,7,54.25,0.0005
269866,0x18a4c,False,362,1190611,1206731,31,5,8,54.36,-0.0002
269866,0x18a4c,False,362,1190611,1206731,31,5,9,54.13,0.0003
269866,0x18a4c,False,362,1190611,1206731,31,5,10,54.01,-0.0003
269866,0x18a4c,False,362,1190611,1206731,31,5,11,54.07,-0.0004
269866,0x18a4c,False,362,1190611,1206731,31,5,12,54.22,-0.0004
269866,0x18a4c,False,362,1190611,1206731,31,5,13,53.96,0.0001
269866,0x18a4c,False,362,1190611,1206731,31,5,0,54.31,-0.0001
269866,0x18a4c,False,362,1190611,1206731,31,5,1,54.36,-0.0001
269866,0x18a4c,False,362,1190611,1206731,31,5,2,54.39,0.0
269866,0x18a4c,False,362,1190611,1206731,31,5,3,54.38,0.0001
269866,0x18a4c,False,362,1190611,1206731,31,5,4,54.25,-0.0003
269866,0x18a4c,False,362,1190611,1206731,31,5,5,54.49,0.0005
269866,0x18a4c,False,362,1190611,1206731,31,5,6,54.32,-0.0003
269866,0x18a4c,False,362,1190611,1206731,31,5,7,54.34,0.0002
269866,0x18a4c,False,362,1190611,1206731,31,5,8,54.33,0.0
269866,0x18a4c,False,362,1190611,1206731,31,5,9,54.25,0.0001
269866,0x18a4c,False,362,1190611,1206731,31,5,10,54.02,0.0008
269866,0x18a4c,False,362,1190611,1206731,31,5,11,53.88,0.0009
269866,0x18a4c,False,362,1190611,1206731,31,5,12,53.56,0.0009
269866,0x18a4c,False,362,1190611,1206731,31,5,13,53.54,0.0007
269866,0x18a4c,False,362,1190611,1206731,31,5,0,54.18,-0.0001
269866,0x18a4c,False,362,1190611,1206731,31,5,1,54.26,-0.0002
269866,0x18a4c,False,362,1190611,1206731,31,5,2,54.33,-0.0002
269866,0x18a4c,False,362,1190611,1206731,31,5,3,54.370000000000005,0.0
269866,0x18a4c,False,362,1190611,1206731,31,5,4,54.300000000000004,-0.0001
269866,0x18a4c,False,362,1190611,1206731,31,5,5,54.43,0.0001
269866,0x18a4c,False,362,1190611,1206731,31,5,6,54.31,0.0001
269866,0x18a4c,False,362,1190611,1206731,31,5,7,54.25,-0.0001
269866,0x18a4c,False,362,1190611,1206731,31,5,8,54.35,0.0002
269866,0x18a4c,False,362,1190611,1206731,31,5,9,54.26,-0.0004
269866,0x18a4c,False,362,1190611,1206731,31,5,10,54.22,0.0014
269866,0x18a4c,False,362,1190611,1206731,31,5,11,53.94,0.0018
269866,0x18a4c,False,362,1190611,1206731,31,5,12,53.28,0.0019
269866,0x18a4c,False,362,1190611,1206731,31,5,13,53.53,0.0015
269866,0x18a4c,False,362,1190611,1206731,31,5,0,54.480000000000004,-0.0012
269866,0x18a4c,False,362,1190611,1206731,31,5,1,53.79,-0.0009
269866,0x18a4c,False,362,1190611,1206731,31,5,2,54.07,-0.0008
269866,0x18a4c,False,362,1190611,1206731,31,5,3,54.29,-0.0005
269866,0x18a4c,False,362,1190611,1206731,31,5,4,54.39,0.0001
269866,0x18a4c,False,362,1190611,1206731,31,5,5,54.36,-0.0001
269866,0x18a4c,False,362,1190611,1206731,31,5,6,54.35,0.0002
269866,0x18a4c,False,362,1190611,1206731,31,5,7,54.230000000000004,-0.0002
269866,0x18a4c,False,362,1190611,1206731,31,5,8,54.42,0.0003
269866,0x18a4c,False,362,1190611,1206731,31,5,9,54.03,0.0
269866,0x18a4c,False,362,1190611,1206731,31,5,10,54.300000000000004,-0.0005
269866,0x18a4c,False,362,1190611,1206731,31,5,11,54.38,-0.0005
269866,0x18a4c,False,362,1190611,1206731,31,5,12,54.550000000000004,-0.0005
269866,0x18a4c,False,362,1190611,1206731,31,5,13,53.730000000000004,0.0006
269866,0x18a4c,False,362,1190611,1206731,31,5,0,53.1,-0.0022
269866,0x18a4c,False,362,1190611,1206731,31,5,1,52.42,-0.0021
269866,0x18a4c,False,362,1190611,1206731,31,5,2,53.06,-0.0015
269866,0x18a4c,False,362,1190611,1206731,31,5,3,53.39,-0.0003
269866,0x18a4c,False,362,1190611,1206731,31,5,4,52.730000000000004,0.0003
269866,0x18a4c,False,362,1190611,1206731,31,5,5,52.85,-0.0001
269866,0x18a4c,False,362,1190611,1206731,31,5,6,52.51,0.0004
269866,0x18a4c,False,362,1190611,1206731,31,5,7,52.42,0.0001
269866,0x18a4c,False,362,1190611,1206731,31,5,8,52.65,-0.0007
269866,0x18a4c,False,362,1190611,1206731,31,5,9,53.31,-0.0003
269866,0x18a4c,False,362,1190611,1206731,31,5,10,53.42,0.0001
269866,0x18a4c,False,362,1190611,1206731,31,5,11,53.4,0.0001
269866,0x18a4c,False,362,1190611,1206731,31,5,12,53.36,0.0001
269866,0x18a4c,False,362,1190611,1206731,31,5,13,53.730000000000004,0.0006
269986,0x18a56,False,389,0,6318,1,1,0,52.54,-0.0005
269986,0x18a56,False,389,0,6318,1,1,1,52.57,-0.0005
269986,0x18a56,False,389,0,6318,1,1,2,53.22,-0.0008
269986,0x18a56,False,389,0,6318,1,1,3,53.52,0.0001
269986,0x18a56,False,389,0,6318,1,1,4,53.56,-0.0016
269986,0x18a56,False,389,0,6318,1,1,5,53.76,-0.0019
269986,0x18a56,False,389,0,6318,1,1,6,53.1,-0.0022
270006,0x18a60,False,389,6318,10931,1,1,0,49.25,-0.0011
270006,0x18a60,False,389,6318,10931,1,1,1,49.4,-0.0015
270006,0x18a60,False,389,6318,10931,1,1,2,50.25,-0.0017
270006,0x18a60,False,389,6318,10931,1,1,3,51.050000000000004,-0.0013
270006,0x18a60,False,389,6318,10931,1,1,4,51.65,-0.0011
270006,0x18a60,False,389,6318,10931,1,1,5,52.22,-0.001
270006,0x18a60,False,389,6318,10931,1,1,6,52.54,-0.0005
270074,0x18a6a,False,389,10931,19652,1,1,0,44.42,-0.001
270074,0x18a6a,False,389,10931,19652,1,1,1,44.72,-0.0011
270074,0x18a6a,False,389,10931,19652,1,1,2,45.300000000000004,-0.0012
270074,0x18a6a,False,389,10931,19652,1,1,3,45.93,-0.0012
270074,0x18a6a,False,389,10931,19652,1,1,4,46.57,-0.0012
270074,0x18a6a,False,389,10931,19652,1,1,5,47.160000000000004,-0.0009
270074,0x18a6a,False,389,10931,19652,1,1,6,48.160000000000004,-0.001
270074,0x18a6a,False,389,10931,19652,1,1,7,49.0,-0.0002
270074,0x18a6a,False,389,10931,19652,1,1,8,49.25,-0.0011
270353,0x18a74,False,389,19652,33250,1,1,0,319.76,-0.0195
270353,0x18a74,False,389,19652,33250,1,1,1,323.11,-0.0194
270353,0x18a74,False,389,19652,33250,1,1,2,326.46,-0.0195
270353,0x18a74,False,389,19652,33250,1,1,3,329.86,-0.0205
270353,0x18a74,False,389,19652,33250,1,1,4,331.06,-0.0212
270353,0x18a74,False,389,19652,33250,1,1,5,332.28000000000003,-0.0216
270353,0x18a74,False,389,19652,33250,1,1,6,333.54,-0.0224
270353,0x18a74,False,389,19652,33250,1,1,7,334.84000000000003,-0.023
270353,0x18a74,False,389,19652,33250,1,1,8,336.17,-0.0233
270353,0x18a74,False,389,19652,33250,1,1,9,337.52,-0.0237
270353,0x18a74,False,389,19652,33250,1,1,10,338.90000000000003,-0.0246
270353,0x18a74,False,389,19652,33250,1,1,11,340.35,-0.0261
270353,0x18a74,False,389,19652,33250,1,1,12,341.90000000000003,-0.0273
270353,0x18a74,False,389,19652,33250,1,1,13,343.47,-0.0276
270353,0x18a74,False,389,19652,33250,1,1,14,345.06,-0.0277
270353,0x18a74,False,389,19652,33250,1,1,15,346.65000000000003,-0.0278
270353,0x18a74,False,389,19652,33250,1,1,16,348.25,-0.0278
270353,0x18a74,False,389,19652,33250,1,1,17,349.85,-0.0278
270353,0x18a74,False,389,19652,33250,1,1,18,351.44,-0.0278
270353,0x18a74,False,389,19652,33250,1,1,19,353.04,-0.0278
270353,0x18a74,False,389,19652,33250,1,1,20,354.64,-0.0277
270353,0x18a74,False,389,19652,33250,1,1,21,356.22,-0.0273
270353,0x18a74,False,389,19652,33250,1,1,22,357.77,-0.0266
270353,0x18a74,False,389,19652,33250,1,1,23,359.28000000000003,-0.026
270353,0x18a74,False,389,19652,33250,1,1,24,0.76,-0.0257
270353,0x18a74,False,389,19652,33250,1,1,25,2.24,-0.0256
270353,0x18a74,False,389,19652,33250,1,1,26,3.71,-0.0256
270353,0x18a74,False,389,19652,33250,1,1,27,5.18,-0.0255
270353,0x18a74,False,389,19652,33250,1,1,28,6.65,-0.0255
270353,0x18a74,False,389,19652,33250,1,1,29,8.11,-0.0255
270353,0x18a74,False,389,19652,33250,1,1,30,9.58,-0.0255
270353,0x18a74,False,389,19652,33250,1,1,31,11.040000000000001,-0.0254
270353,0x18a74,False,389,19652,33250,1,1,32,12.5,-0.0254
270353,0x18a74,False,389,19652,33250,1,1,33,13.96,-0.0254
270353,0x18a74,False,389,19652,33250,1,1,34,15.42,-0.0254
270353,0x18a74,False,389,19652,33250,1,1,35,16.88,-0.0254
270353,0x18a74,False,389,19652,33250,1,1,36,18.34,-0.0254
270353,0x18a74,False,389,19652,33250,1,1,37,19.8,-0.0253
270353,0x18a74,False,389,19652,33250,1,1,38,21.25,-0.0251
270353,0x18a74,False,389,19652,33250,1,1,39,22.67,-0.0245
270353,0x18a74,False,389,19652,33250,1,1,40,24.060000000000002,-0.0241
270353,0x18a74,False,389,19652,33250,1,1,41,25.44,-0.024
270353,0x18a74,False,389,19652,33250,1,1,42,26.82,-0.0239
270353,0x18a74,False,389,19652,33250,1,1,43,28.19,-0.0239
270353,0x18a74,False,389,19652,33250,1,1,44,29.57,-0.0238
270353,0x18a74,False,389,19652,33250,1,1,45,30.93,-0.0237
270353,0x18a74,False,389,19652,33250,1,1,46,32.27,-0.0229
270353,0x18a74,False,389,19652,33250,1,1,47,33.54,-0.0211
270353,0x18a74,False,389,19652,33250,1,1,48,34.68,-0.0184
270353,0x18a74,False,389,19652,33250,1,1,49,35.64,-0.0152
270353,0x18a74,False,389,19652,33250,1,1,50,37.47,-0.0077
270353,0x18a74,False,389,19652,33250,1,1,51,38.71,-0.0069
270353,0x18a74,False,389,19652,33250,1,1,52,39.77,-0.0052
270353,0x18a74,False,389,19652,33250,1,1,53,40.43,-0.0026
270353,0x18a74,False,389,19652,33250,1,1,54,40.78,-0.0019
270353,0x18a74,False,389,19652,33250,1,1,55,40.89,-0.0019
270353,0x18a74,False,389,19652,33250,1,1,56,41.42,-0.0019
270353,0x18a74,False,389,19652,33250,1,1,57,41.97,-0.001
270353,0x18a74,False,389,19652,33250,1,1,58,42.230000000000004,-0.0003
270353,0x18a74,False,389,19652,33250,1,1,59,43.06,-0.0008
270353,0x18a74,False,389,19652,33250,1,1,60,43.88,-0.0009
270353,0x18a74,False,389,19652,33250,1,1,61,44.13,-0.0009
270353,0x18a74,False,389,19652,33250,1,1,62,44.18,-0.0009
270353,0x18a74,False,389,19652,33250,1,1,63,44.42,-0.001
270355,0x18a7e,False,389,33250,33548,1,1,0,316.29,-0.0216
270355,0x18a7e,False,389,33250,33548,1,1,1,317.49,-0.0204
270355,0x18a7e,False,389,33250,33548,1,1,2,318.64,-0.0198
270355,0x18a7e,False,389,33250,33548,1,1,3,319.76,-0.0195
270456,0x18a88,False,389,33548,33748,1,1,0,313.71,-0.0233
270456,0x18a88,False,389,33548,33748,1,1,1,315.02,-0.0225
270456,0x18a88,False,389,33548,33748,1,1,2,316.29,-0.0216
270463,0x18a92,False,389,33748,33948,1,1,0,310.85,-0.0266
270463,0x18a92,False,389,33748,33948,1,1,1,312.33,-0.025
270463,0x18a92,False,389,33748,33948,1,1,2,313.71,-0.0233
270471,0x18a9c,False,389,33948,35346,1,1,0,279.36,-0.0424
270471,0x18a9c,False,389,33948,35346,1,1,1,281.79,-0.0425
270471,0x18a9c,False,389,33948,35346,1,1,2,284.23,-0.0425
270471,0x18a9c,False,389,33948,35346,1,1,3,286.66,-0.0425
270471,0x18a9c,False,389,33948,35346,1,1,4,289.1,-0.0425
270471,0x18a9c,False,389,33948,35346,1,1,5,291.54,-0.0425
270471,0x18a9c,False,389,33948,35346,1,1,6,293.98,-0.0424
270471,0x18a9c,False,389,33948,35346,1,1,7,296.42,-0.0424
270471,0x18a9c,False,389,33948,35346,1,1,8,298.86,-0.0424
270471,0x18a9c,False,389,33948,35346,1,1,9,301.29,-0.0423
270471,0x18a9c,False,389,33948,35346,1,1,10,303.71,-0.0419
270471,0x18a9c,False,389,33948,35346,1,1,11,305.98,-0.0348
270471,0x18a9c,False,389,33948,35346,1,1,12,307.71,-0.0278
270471,0x18a9c,False,389,33948,35346,1,1,13,309.3,-0.0274
270471,0x18a9c,False,389,33948,35346,1,1,14,310.85,-0.0266
339898,0x18b7f,False,255,2510996,2541058,15,4,0,53.96,0.0001
339898,0x18b7f,False,255,2510996,2541058,15,4,1,53.35,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,2,52.730000000000004,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,3,52.03,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,4,51.43,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,5,51.31,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,6,50.59,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,7,49.9,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,8,49.160000000000004,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,9,48.43,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,10,47.74,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,11,47.04,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,12,46.34,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,13,45.62,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,14,44.88,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,15,44.15,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,16,43.47,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,17,42.78,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,18,42.52,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,0,53.54,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,1,53.4,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,2,52.76,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,3,52.050000000000004,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,4,51.42,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,5,51.31,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,6,50.57,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,7,49.870000000000005,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,8,49.15,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,9,48.44,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,10,47.74,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,11,47.04,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,12,46.33,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,13,45.63,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,14,44.910000000000004,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,15,44.18,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,16,43.49,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,17,42.78,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,18,42.53,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,0,53.53,0.0015
339898,0x18b7f,False,255,2510996,2541058,15,4,1,53.61,0.0011
339898,0x18b7f,False,255,2510996,2541058,15,4,2,52.59,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,3,52.04,0.0005
339898,0x18b7f,False,255,2510996,2541058,15,4,4,51.49,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,5,51.370000000000005,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,6,50.58,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,7,49.81,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,8,49.120000000000005,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,9,48.43,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,10,47.75,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,11,47.07,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,12,46.39,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,13,45.71,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,14,44.93,0.0008
339898,0x18b7f,False,255,2510996,2541058,15,4,15,44.11,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,16,43.42,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,17,42.71,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,18,42.480000000000004,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,0,53.730000000000004,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,1,53.61,0.0011
339898,0x18b7f,False,255,2510996,2541058,15,4,2,52.61,0.0005
339898,0x18b7f,False,255,2510996,2541058,15,4,3,52.07,0.0005
339898,0x18b7f,False,255,2510996,2541058,15,4,4,51.46,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,5,51.34,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,6,50.53,0.0007
339898,0x18b7f,False,255,2510996,2541058,15,4,7,49.74,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,8,49.07,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,9,48.39,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,10,47.72,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,11,47.1,0.0006
339898,0x18b7f,False,255,2510996,2541058,15,4,12,46.45,0.0006
