logTime,Instance ID,Is Retransmission,Path Id,Offset[cm],End Offset[cm],Lane Number,レーン形状情報数,Lane ID,形状要素点数,緯度[deg],経度[deg],高さ[m],形状インデックス
134259,0x1879f,False,255,2458538,2463216,15,4,8590795780,8,34.11531285245794,-117.97737484750742,90.265,0
134259,0x1879f,False,255,2458538,2463216,15,4,8590795780,8,34.1153761358269,-117.97731441398554,90.508,1
134259,0x1879f,False,255,2458538,2463216,15,4,8590795780,8,34.11543883246264,-117.9772533099114,90.755,2
134259,0x1879f,False,255,2458538,2463216,15,4,8590795780,8,34.11547344972274,-117.9772189441084,90.893,3
134259,0x1879f,False,255,2458538,2463216,15,4,8590795780,8,34.115514772505385,-117.97717745368769,91.058,4
134259,0x1879f,False,255,2458538,2463216,15,4,8590795780,8,34.115556011469,-117.97713546035278,91.222,5
134259,0x1879f,False,255,2458538,2463216,15,4,8590795780,8,34.11559699897552,-117.9770929641037,91.388,6
134259,0x1879f,False,255,2458538,2463216,15,4,8590795780,8,34.11563781884397,-117.97705021639752,91.555,7
134259,0x1879f,False,255,2458538,2463216,15,4,12885763076,8,34.115292400614194,-117.97734358300859,90.102,0
134259,0x1879f,False,255,2458538,2463216,15,4,12885763076,8,34.11535543252606,-117.97728331712477,90.349,1
134259,0x1879f,False,255,2458538,2463216,15,4,12885763076,8,34.11541779388567,-117.97722246450773,90.599,2
134259,0x1879f,False,255,2458538,2463216,15,4,12885763076,8,34.11545224350771,-117.97718826634278,90.738,3
134259,0x1879f,False,255,2458538,2463216,15,4,12885763076,8,34.11549348247132,-117.97714694356014,90.905,4
134259,0x1879f,False,255,2458538,2463216,15,4,12885763076,8,34.11553455379688,-117.97710503404427,91.074,5
134259,0x1879f,False,255,2458538,2463216,15,4,12885763076,8,34.115575708941456,-117.97706253779518,91.244,6
134259,0x1879f,False,255,2458538,2463216,15,4,12885763076,8,34.115616528809916,-117.97701970626996,91.415,7
134259,0x1879f,False,255,2458538,2463216,15,4,17180730372,8,34.115272284046576,-117.97731282142394,89.968,0
134259,0x1879f,False,255,2458538,2463216,15,4,17180730372,8,34.115335064501345,-117.97725297463528,90.214,1
134259,0x1879f,False,255,2458538,2463216,15,4,17180730372,8,34.11539750967999,-117.97719270875146,90.465,2
134259,0x1879f,False,255,2458538,2463216,15,4,17180730372,8,34.11543195930203,-117.97715901350071,90.606,3
134259,0x1879f,False,255,2458538,2463216,15,4,17180730372,8,34.115473030627584,-117.97711794217516,90.774,4
134259,0x1879f,False,255,2458538,2463216,15,4,17180730372,8,34.11551393431507,-117.97707586502122,90.943,5
134259,0x1879f,False,255,2458538,2463216,15,4,17180730372,8,34.11555458654546,-117.97703261440085,91.113,6
134259,0x1879f,False,255,2458538,2463216,15,4,17180730372,8,34.11559465204263,-117.97698852559016,91.285,7
136294,0x187bd,False,362,1154273,1158951,15,4,4295828484,8,34.11533372339684,-117.97740678255852,90.424,0
136294,0x187bd,False,362,1154273,1158951,15,4,4295828484,8,34.11539725822289,-117.97734609757954,90.662,1
136294,0x187bd,False,362,1154273,1158951,15,4,4295828484,8,34.115460206315724,-117.97728457441025,90.906,2
136294,0x187bd,False,362,1154273,1158951,15,4,4295828484,8,34.1154949912139,-117.9772501247882,91.042,3
136294,0x187bd,False,362,1154273,1158951,15,4,4295828484,8,34.11553648163461,-117.9772083829104,91.204,4
136294,0x187bd,False,362,1154273,1158951,15,4,4295828484,8,34.11557772059822,-117.97716630575647,91.367,5
136294,0x187bd,False,362,1154273,1158951,15,4,4295828484,8,34.11561870810474,-117.97712389332641,91.531,6
136294,0x187bd,False,362,1154273,1158951,15,4,4295828484,8,34.11565944415416,-117.97708114562022,91.7,7
136294,0x187bd,False,362,1154273,1158951,15,4,8590795780,8,34.11531285245794,-117.97737484750742,90.265,0
