logTime,Instance ID,Is Retransmission,Path Id,Offset[cm],End Offset[cm],Lane Number,レーン情報数,レーンID,左側車線のレーンID,右側車線のレーンID,Road Type,Lane_Add_Remove_Type,Accelerating Lane,Decelerating Lane,Lane Type,Crossing Type (only tunnel),Left Change Allowed,Right Change Allowed,距離[m],レーン番号,レーン総数,最高速度情報[kmh],MAP Functional Authority,Functional Authority 3,Functional Authority 2,Functional Authority 1,鮮度情報チェック状態,鮮度情報,経路変換状態,SDLinkage有無,ADAS2.0属性数,(1) OSMID,(1) 道路種別,(1) サブリンク種別,(1) 橋・トンネル属性,信号機情報ID数,道路標示情報ID数,標識情報ID数,Lane Line ID数,(1) Lane Line ID,(1) 位置種別,(2) Lane Line ID,(2) 位置種別,Road Edge ID数,(1) Road Edge ID,(2) Road Edge ID,前方レーンID数,(1) 前方レーンID,後方レーンID数,(1) 後方レーンID,(1) 標識情報ID,(2) 後方レーンID,(2) OSMID,(2) 道路種別,(2) サブリンク種別,(2) 橋・トンネル属性,(2) 標識情報ID,(3) 標識情報ID
341939,0x18b93,False,362,1206731,1236793,15,4,4295828311,0,8590795607,(0) Controlled Access Divided,0,0,0,(1) Normal Driving Lane,0,0,1,300,1,4,105,1,1073758208,1073741824,0,1,1,変換成功,有効,1,52131419,0,2,0,0,0,1,2,4295828311,0,8590795607,1,2,861015,4295828311,1,4295828355,1,4295828250.0,3.7410024142480216e+16,,,,,,,
341939,0x18b93,False,362,1206731,1236793,15,4,8590795607,4295828311,12885762903,(0) Controlled Access Divided,0,0,0,(1) Normal Driving Lane,0,1,1,300,2,4,105,1,1073758208,1073741824,0,1,1,変換成功,有効,1,52131419,0,2,0,0,0,1,2,8590795607,0,12885762903,1,2,861015,4295828311,1,8590795651,1,8590795546.0,3.7410024142480216e+16,,,,,,,
341939,0x18b93,False,362,1206731,1236793,15,4,12885762903,8590795607,17180730199,(0) Controlled Access Divided,0,0,0,(1) Normal Driving Lane,0,1,1,301,3,4,105,1,1073758208,1073741824,0,1,1,変換成功,有効,1,52131419,0,2,0,0,0,1,2,12885762903,0,17180730199,1,2,861015,4295828311,1,12885762947,1,12885762842.0,3.7410024142480216e+16,,,,,,,
341939,0x18b93,False,362,1206731,1236793,15,4,17180730199,12885762903,0,(0) Controlled Access Divided,0,0,0,(1) Normal Driving Lane,0,1,0,302,4,4,105,1,1073758208,1073741824,0,1,1,変換成功,有効,1,52131419,0,2,0,0,0,1,2,17180730199,0,21475697495,1,2,861015,4295828311,1,17180730243,2,17180730138.0,3.7410024142480216e+16,21475697434.0,,,,,,
483475,0x18d72,False,255,2541058,2571060,15,4,4295828355,0,8590795651,(0) Controlled Access Divided,0,0,0,(1) Normal Driving Lane,0,0,1,300,1,4,105,1,1073758208,1073741824,0,1,1,変換成功,有効,1,52131419,0,2,0,0,0,0,2,4295828355,0,8590795651,1,2,861059,4295828355,1,4295828394,1,4295828311.0,,,,,,,,
483475,0x18d72,False,255,2541058,2571060,15,4,8590795651,4295828355,12885762947,(0) Controlled Access Divided,0,0,0,(1) Normal Driving Lane,0,1,1,300,2,4,105,1,1073758208,1073741824,0,1,1,変換成功,有効,1,52131419,0,2,0,0,0,0,2,8590795651,0,12885762947,1,2,861059,4295828355,1,8590795690,1,8590795607.0,,,,,,,,
483475,0x18d72,False,255,2541058,2571060,15,4,12885762947,8590795651,17180730243,(0) Controlled Access Divided,0,0,0,(1) Normal Driving Lane,0,1,1,300,3,4,105,1,1073758208,1073741824,0,1,1,変換成功,有効,1,52131419,0,2,0,0,0,0,2,12885762947,0,17180730243,1,2,861059,4295828355,1,12885762986,1,12885762903.0,,,,,,,,
483475,0x18d72,False,255,2541058,2571060,15,4,17180730243,12885762947,0,(0) Controlled Access Divided,0,0,0,(1) Normal Driving Lane,0,1,0,300,4,4,105,1,1073758208,1073741824,0,1,1,変換成功,有効,1,52131419,0,2,0,0,0,0,2,17180730243,0,21475697539,1,2,861059,4295828355,1,17180730282,1,17180730199.0,,,,,,,,
485510,0x18d8c,False,362,1236793,1266795,15,4,4295828355,0,8590795651,(0) Controlled Access Divided,0,0,0,(1) Normal Driving Lane,0,0,1,300,1,4,105,1,1073758208,1073741824,0,1,1,変換成功,有効,1,52131419,0,2,0,0,0,0,2,4295828355,0,8590795651,1,2,861059,4295828355,1,4295828394,1,4295828311.0,,,,,,,,
485510,0x18d8c,False,362,1236793,1266795,15,4,8590795651,4295828355,12885762947,(0) Controlled Access Divided,0,0,0,(1) Normal Driving Lane,0,1,1,300,2,4,105,1,1073758208,1073741824,0,1,1,変換成功,有効,1,52131419,0,2,0,0,0,0,2,8590795651,0,12885762947,1,2,861059,4295828355,1,8590795690,1,8590795607.0,,,,,,,,
485510,0x18d8c,False,362,1236793,1266795,15,4,12885762947,8590795651,17180730243,(0) Controlled Access Divided,0,0,0,(1) Normal Driving Lane,0,1,1,300,3,4,105,1,1073758208,1073741824,0,1,1,変換成功,有効,1,52131419,0,2,0,0,0,0,2,12885762947,0,17180730243,1,2,861059,4295828355,1,12885762986,1,12885762903.0,,,,,,,,
485510,0x18d8c,False,362,1236793,1266795,15,4,17180730243,12885762947,0,(0) Controlled Access Divided,0,0,0,(1) Normal Driving Lane,0,1,0,300,4,4,105,1,1073758208,1073741824,0,1,1,変換成功,有効,1,52131419,0,2,0,0,0,0,2,17180730243,0,21475697539,1,2,861059,4295828355,1,17180730282,1,17180730199.0,,,,,,,,
596156,0x18fe5,False,255,2571060,2601044,15,4,4295828394,0,8590795690,(0) Controlled Access Divided,0,0,0,(1) Normal Driving Lane,0,0,1,300,1,4,105,1,1073758208,1073741824,0,1,1,変換成功,有効,1,52131419,0,2,0,0,0,3,2,4295828394,0,8590795690,1,2,861098,4295828394,1,4295828442,1,4295828355.0,3.741014010659729e+16,,,,,,3.741017876130295e+16,3.7410217416008616e+16
596156,0x18fe5,False,255,2571060,2601044,15,4,8590795690,4295828394,12885762986,(0) Controlled Access Divided,0,0,0,(1) Normal Driving Lane,0,1,1,300,2,4,105,1,1073758208,1073741824,0,1,1,変換成功,有効,1,52131419,0,2,0,0,0,3,2,8590795690,0,12885762986,1,2,861098,4295828394,1,8590795738,1,8590795651.0,3.741014010659729e+16,,,,,,3.741017876130295e+16,3.7410217416008616e+16
596156,0x18fe5,False,255,2571060,2601044,15,4,12885762986,8590795690,17180730282,(0) Controlled Access Divided,0,0,0,(1) Normal Driving Lane,0,1,1,300,3,4,105,1,1073758208,1073741824,0,1,1,変換成功,有効,1,52131419,0,2,0,0,0,3,2,12885762986,0,17180730282,1,2,861098,4295828394,1,12885763034,1,12885762947.0,3.741014010659729e+16,,,,,,3.741017876130295e+16,3.7410217416008616e+16
596156,0x18fe5,False,255,2571060,2601044,15,4,17180730282,12885762986,0,(0) Controlled Access Divided,0,0,0,(1) Normal Driving Lane,0,1,0,300,4,4,105,1,1073758208,1073741824,0,1,1,変換成功,有効,1,52131419,0,2,0,0,0,3,2,17180730282,0,21475697578,1,2,861098,4295828394,1,17180730330,1,17180730243.0,3.741014010659729e+16,,,,,,3.741017876130295e+16,3.7410217416008616e+16
598197,0x19001,False,362,1266795,1296779,15,4,4295828394,0,8590795690,(0) Controlled Access Divided,0,0,0,(1) Normal Driving Lane,0,0,1,300,1,4,105,1,1073758208,1073741824,0,1,1,変換成功,有効,1,52131419,0,2,0,0,0,3,2,4295828394,0,8590795690,1,2,861098,4295828394,1,4295828442,1,4295828355.0,3.741014010659729e+16,,,,,,3.741017876130295e+16,3.7410217416008616e+16
598197,0x19001,False,362,1266795,1296779,15,4,8590795690,4295828394,12885762986,(0) Controlled Access Divided,0,0,0,(1) Normal Driving Lane,0,1,1,300,2,4,105,1,1073758208,1073741824,0,1,1,変換成功,有効,1,52131419,0,2,0,0,0,3,2,8590795690,0,12885762986,1,2,861098,4295828394,1,8590795738,1,8590795651.0,3.741014010659729e+16,,,,,,3.741017876130295e+16,3.7410217416008616e+16
598197,0x19001,False,362,1266795,1296779,15,4,12885762986,8590795690,17180730282,(0) Controlled Access Divided,0,0,0,(1) Normal Driving Lane,0,1,1,300,3,4,105,1,1073758208,1073741824,0,1,1,変換成功,有効,1,52131419,0,2,0,0,0,3,2,12885762986,0,17180730282,1,2,861098,4295828394,1,12885763034,1,12885762947.0,3.741014010659729e+16,,,,,,3.741017876130295e+16,3.7410217416008616e+16
598197,0x19001,False,362,1266795,1296779,15,4,17180730282,12885762986,0,(0) Controlled Access Divided,0,0,0,(1) Normal Driving Lane,0,1,0,300,4,4,105,1,1073758208,1073741824,0,1,1,変換成功,有効,1,52131419,0,2,0,0,0,3,2,17180730282,0,21475697578,1,2,861098,4295828394,1,17180730330,1,17180730243.0,3.741014010659729e+16,,,,,,3.741017876130295e+16,3.7410217416008616e+16
