logTime,Instance ID,Is Retransmission,Path Id,Offset[cm],End Offset[cm],Lane Number,Lane Line形状情報数,Lane Line ID,形状要素点数,緯度[deg],経度[deg],高さ[m]
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114732321844144,-117.97683035907727,94.327
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11472402376,-117.9768251622973,94.282
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114715641856826,-117.9768201331554,94.236
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11470717613462,-117.97681518783253,94.189
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11469871041241,-117.97681032632869,94.14
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114690077052146,-117.97680563246291,94.09
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114681276053815,-117.97680119005423,94.039
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114672391236454,-117.97679708292168,93.989
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11466325496199,-117.97679347870331,93.94
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.1146540348685,-117.97679029358011,93.891
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11464473095598,-117.976787359914,93.839
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114635510862485,-117.97678467770498,93.781
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114626290768996,-117.97678216313403,93.719
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11461715449454,-117.97677990002018,93.658
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11460793440104,-117.97677780454438,93.598
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114598798126586,-117.97677596052567,93.541
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114589494214066,-117.97677428414504,93.485
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11458027412058,-117.9767728592215,93.43
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11457097020805,-117.97677160193602,93.376
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.1145615824765,-117.97677051228861,93.322
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114552110925914,-117.97676959027926,93.267
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11454263937532,-117.97676891972701,93.212
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11453308400571,-117.97676850063185,93.155
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11452352863609,-117.97676841681282,93.098
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11451397326647,-117.97676875208894,93.04
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11450458553492,-117.97676933882217,92.981
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114495281622396,-117.97677026083151,92.922
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11448597770987,-117.97677151811699,92.864
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11447667379735,-117.97677302685956,92.806
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11446736988483,-117.9767747032402,92.749
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114457982153276,-117.97677663107794,92.693
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11444867824075,-117.9767788941918,92.638
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11443945814726,-117.97678140876275,92.582
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.1144303218728,-117.97678434242886,92.523
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11442118559834,-117.9767876113711,92.46
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114412216961945,-117.97679129940849,92.397
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11440333214458,-117.97679507126492,92.339
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114394447327214,-117.97679901075941,92.289
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11438556250985,-117.97680286643487,92.25
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11437667769249,-117.97680680592936,92.217
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11436796051319,-117.97681099688094,92.179
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11435932715292,-117.97681560692769,92.128
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114350861430715,-117.97682055225056,92.061
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11434264716561,-117.97682583284956,91.986
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11433451671953,-117.97683136490565,91.916
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114310209200326,-117.9768483801691,91.794
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11429428358429,-117.97686036629064,91.702
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11428648841434,-117.97686682035608,91.628
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11427886088246,-117.97687360969765,91.544
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114271317169596,-117.97688065049631,91.461
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11426402491384,-117.9768880265711,91.39
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11425698411517,-117.97689548646493,91.331
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11425011095457,-117.97690319781586,91.277
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114243321613,-117.97691107680484,91.223
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11423661609046,-117.97691912343188,91.164
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114230078205985,-117.97692733769699,91.101
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11422354032151,-117.97693588723823,91.038
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11421725389413,-117.97694460441753,90.976
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11421113510481,-117.97695348923489,90.917
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11420526777259,-117.9769624578713,90.862
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114199651897465,-117.97697159414575,90.809
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114194203660404,-117.97698073042021,90.758
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11418900688044,-117.97699003433273,90.708
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114183977738534,-117.97699950588331,90.657
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11417911623469,-117.97700914507196,90.606
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11417442236891,-117.97701886807964,90.555
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.1141698961412,-117.9770287587254,90.503
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11416553755155,-117.9770388170092,90.451
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114161346599964,-117.97704895911204,90.399
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11415723946741,-117.97705926885294,90.348
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11415338379195,-117.9770697462319,90.294
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11414977957358,-117.9770803074299,90.237
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11414634299328,-117.97709103626597,90.174
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114143157870075,-117.97710184892107,90.105
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114140224203965,-117.97711274539519,90.036
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11413745817592,-117.97712364186931,89.97
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114134859785935,-117.9771347059815,89.911
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114132429034015,-117.9771457700937,89.858
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11413016592016,-117.97715683420589,89.807
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.1141281542634,-117.9771679821371,89.757
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.1141263102447,-117.97717913006832,89.706
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.1141247176831,-117.97719019418051,89.652
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11412329275956,-117.97720142593076,89.594
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114122119293114,-117.97721265768102,89.534
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.1141212811028,-117.9772239732503,89.472
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11412061055054,-117.97723537263862,89.409
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11412027527441,-117.9772466882079,89.344
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11412027527441,-117.97725800377718,89.279
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11412052673151,-117.97726940316551,89.214
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.114122706026336,-117.97730326605432,89.032
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.1141247176831,-117.97732581337387,88.935
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11412580733051,-117.97733704512412,88.898
156133,0x18806,False,386,19872,31048,1,2,4298148242,101,34.11412672933986,-117.97734827687437,88.87
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114807339877544,-117.97696170350001,94.879
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11478906732862,-117.97693965909465,94.735
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.1147697051323,-117.97691870433673,94.583
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114749504745646,-117.97689917450234,94.435
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11474271540408,-117.976893055713,94.388
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11473592606251,-117.97688702074272,94.339
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11472888526384,-117.97688123722953,94.289
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11472167682711,-117.97687570517344,94.236
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11471421693329,-117.97687034075541,94.181
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11470667322043,-117.97686514397544,94.124
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11469904568854,-117.97686011483354,94.066
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11469141815665,-117.9768552533297,94.008
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114683706805735,-117.97685064328296,93.951
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11467599545482,-117.97684620087428,93.894
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11466820028486,-117.97684209374172,93.838
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11466032129588,-117.9768383218853,93.782
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114652274668835,-117.97683496912401,93.727
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11464422804179,-117.97683195163887,93.671
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11463609759571,-117.97682918561082,93.613
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.1146278833306,-117.97682667103987,93.551
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11461950142743,-117.97682432410699,93.488
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114611035705224,-117.97682222863119,93.423
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11460248616398,-117.9768203846125,93.359
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114593852803715,-117.97681879205089,93.296
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11458530326248,-117.97681745094638,93.234
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114576669902206,-117.97681627747994,93.172
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11456803654194,-117.97681527165156,93.109
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11455940318167,-117.97681451728027,93.046
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11455085364044,-117.97681401436608,92.981
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11454238791823,-117.97681367908996,92.916
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114533922196024,-117.97681359527093,92.851
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11452545647382,-117.97681376290899,92.786
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11451690693258,-117.97681418200415,92.72
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11450827357231,-117.97681493637543,92.655
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114499640212046,-117.97681594220381,92.589
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11449100685178,-117.97681728330832,92.524
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11448245731054,-117.97681879205089,92.459
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.1144739077693,-117.97682046843153,92.394
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11446552586613,-117.97682231245022,92.328
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11445714396296,-117.97682432410699,92.263
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11444876205978,-117.97682641958278,92.196
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11444046397564,-117.97682876651567,92.129
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.1144321658915,-117.97683119726759,92.061
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11442386780735,-117.9768338794766,91.992
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114415653542245,-117.97683672932368,91.925
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11440752309617,-117.9768399144469,91.861
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11439939265009,-117.97684343484623,91.802
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11439142984207,-117.97684737434072,91.747
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11438355085309,-117.9768515652923,91.693
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11437575568314,-117.97685600770099,91.639
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114368044332224,-117.97686061774773,91.581
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.1143603329813,-117.97686531161351,91.519
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11435270544941,-117.97687025693638,91.455
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114330158129874,-117.97688584727628,91.278
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114315573618356,-117.9768969952075,91.176
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11430844900066,-117.9769027787207,91.128
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11430157584005,-117.97690872987195,91.08
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11429478649848,-117.97691484866127,91.031
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114288080975946,-117.97692130272671,90.98
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11428154309147,-117.97692792443021,90.926
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11427508902603,-117.97693488140985,90.87
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114268886417676,-117.97694208984657,90.813
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11426276762836,-117.9769492982833,90.758
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11425681647711,-117.97695667435809,90.707
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11425111678295,-117.97696413425193,90.656
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11424566854589,-117.97697167796478,90.604
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114240304127854,-117.97697955695376,90.548
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11423510734789,-117.97698768739984,90.488
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11422999438695,-117.97699606930301,90.426
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114225132883114,-117.97700461884425,90.362
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114220355198306,-117.97701341984258,90.297
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11421574515156,-117.97702230465995,90.233
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11421121892384,-117.97703127329635,90.17
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114206944153224,-117.97704032575177,90.108
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11420283702067,-117.97704946202623,90.048
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11419881370715,-117.97705868211972,89.989
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11419504185072,-117.97706790221321,89.932
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114191353813325,-117.97707720612573,89.876
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114187917233025,-117.9770865938573,89.82
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11418473210982,-117.97709606540788,89.764
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11418171462468,-117.9771056207775,89.707
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114179032415656,-117.97711534378517,89.648
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114176517844705,-117.97712506679285,89.587
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11417425473085,-117.9771349574386,89.525
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114172159255055,-117.97714484808435,89.46
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114170231417326,-117.97715482254912,89.394
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11416847121766,-117.97716488083293,89.327
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11416696247509,-117.97717502293577,89.261
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11416562137058,-117.97718533267667,89.196
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114164364085106,-117.97719564241757,89.132
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11416344207576,-117.97720595215849,89.071
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11416260388544,-117.97721626189939,89.013
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114161933333186,-117.97722665545932,88.957
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11416151423803,-117.97723696520022,88.901
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.1141611789619,-117.97724727494112,88.846
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11416101132384,-117.97725758468202,88.791
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.11416101132384,-117.97726789442294,88.735
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114161849514154,-117.97729890746467,88.565
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.1141630229806,-117.9773196107655,88.462
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.114163777351884,-117.97732992050642,88.417
156133,0x18806,False,386,19872,31048,1,2,8593115538,101,34.1141646155422,-117.97734023024732,88.38
156141,0x18810,False,386,31048,31747,1,2,4297342781,6,34.114881016806436,-117.97698374790535,95.241
156141,0x18810,False,386,31048,31747,1,2,4297342781,6,34.11487498183615,-117.97697528218315,95.197
156141,0x18810,False,386,31048,31747,1,2,4297342781,6,34.11486886304684,-117.97696698409901,95.15
156141,0x18810,False,386,31048,31747,1,2,4297342781,6,34.11486274425752,-117.97695851837679,95.102
156141,0x18810,False,386,31048,31747,1,2,4297342781,6,34.11485662546821,-117.97695013647362,95.058
156141,0x18810,False,386,31048,31747,1,2,4297342781,6,34.114837347090905,-117.97692540985926,94.965
156141,0x18810,False,386,31048,31747,1,2,8592310077,6,34.11484748919374,-117.97701685642288,95.184
156141,0x18810,False,386,31048,31747,1,2,8592310077,6,34.11484187331862,-117.9770087259768,95.14
156141,0x18810,False,386,31048,31747,1,2,8592310077,6,34.11483625744349,-117.97700059553073,95.096
156141,0x18810,False,386,31048,31747,1,2,8592310077,6,34.11483064156837,-117.97699254890368,95.053
156141,0x18810,False,386,31048,31747,1,2,8592310077,6,34.11482502569324,-117.97698450227664,95.009
156141,0x18810,False,386,31048,31747,1,2,8592310077,6,34.114807339877544,-117.97696170350001,94.879
156151,0x1881a,False,386,31747,32148,1,2,4297342780,5,34.114904067040165,-117.9770213826506,95.401
156151,0x1881a,False,386,31747,32148,1,2,4297342780,5,34.11489878644117,-117.97701115672872,95.361
156151,0x1881a,False,386,31747,32148,1,2,4297342780,5,34.11489308674701,-117.97700143372104,95.321
156151,0x1881a,False,386,31747,32148,1,2,4297342780,5,34.11488713559576,-117.97699238126562,95.282
156151,0x1881a,False,386,31747,32148,1,2,4297342780,5,34.114881016806436,-117.97698374790535,95.241
156151,0x1881a,False,386,31747,32148,1,2,8592310076,5,34.11486701902814,-117.97704921056913,95.346
156151,0x1881a,False,386,31747,32148,1,2,8592310076,5,34.114862828076554,-117.97704099630403,95.308
156151,0x1881a,False,386,31747,32148,1,2,8592310076,5,34.11485813421078,-117.97703294967698,95.269
156151,0x1881a,False,386,31747,32148,1,2,8592310076,5,34.11485293743081,-117.97702490304994,95.227
156151,0x1881a,False,386,31747,32148,1,2,8592310076,5,34.11484748919374,-117.97701685642288,95.184
156274,0x18824,False,386,32148,33744,1,2,4297342779,17,34.1149495807744,-117.97720058774044,95.94
156274,0x18824,False,386,32148,33744,1,2,4297342779,17,34.11494949695537,-117.977188853076,95.908
156274,0x18824,False,386,32148,33744,1,2,4297342779,17,34.11494899404118,-117.97717703459253,95.878
156274,0x18824,False,386,32148,33744,1,2,4297342779,17,34.1149479882128,-117.97716529992809,95.849
156274,0x18824,False,386,32148,33744,1,2,4297342779,17,34.11494656328926,-117.97715356526365,95.821
156274,0x18824,False,386,32148,33744,1,2,4297342779,17,34.11494471927056,-117.97714191441823,95.792
156274,0x18824,False,386,32148,33744,1,2,4297342779,17,34.11494253997573,-117.97713034739185,95.763
156274,0x18824,False,386,32148,33744,1,2,4297342779,17,34.114939857766714,-117.9771188641845,95.733
156274,0x18824,False,386,32148,33744,1,2,4297342779,17,34.11493684028157,-117.97710754861522,95.701
156274,0x18824,False,386,32148,33744,1,2,4297342779,17,34.114933487520304,-117.97709631686497,95.666
156274,0x18824,False,386,32148,33744,1,2,4297342779,17,34.11492988330194,-117.97708533657182,95.631
156274,0x18824,False,386,32148,33744,1,2,4297342779,17,34.11492602762648,-117.97707444009768,95.593
156274,0x18824,False,386,32148,33744,1,2,4297342779,17,34.11492192049393,-117.97706362744259,95.555
156274,0x18824,False,386,32148,33744,1,2,4297342779,17,34.11491781336137,-117.97705298242556,95.517
156274,0x18824,False,386,32148,33744,1,2,4297342779,17,34.11491345477172,-117.97704233740853,95.479
156274,0x18824,False,386,32148,33744,1,2,4297342779,17,34.114908928544004,-117.97703186002957,95.44
156274,0x18824,False,386,32148,33744,1,2,4297342779,17,34.114904067040165,-117.9770213826506,95.401
156274,0x18824,False,386,32148,33744,1,2,8592310075,17,34.114905491963704,-117.97719958191206,95.87
156274,0x18824,False,386,32148,33744,1,2,8592310075,17,34.11490423467823,-117.97718969126632,95.821
156274,0x18824,False,386,32148,33744,1,2,8592310075,17,34.11490280975469,-117.97717988443961,95.783
156274,0x18824,False,386,32148,33744,1,2,8592310075,17,34.114901217193086,-117.97717016143193,95.753
156274,0x18824,False,386,32148,33744,1,2,8592310075,17,34.11489945699342,-117.97716052224328,95.729
156274,0x18824,False,386,32148,33744,1,2,8592310075,17,34.11489761297472,-117.97715096687367,95.707
156274,0x18824,False,386,32148,33744,1,2,8592310075,17,34.11489560131796,-117.97714141150404,95.686
156274,0x18824,False,386,32148,33744,1,2,8592310075,17,34.11489350584217,-117.97713193995345,95.662
156274,0x18824,False,386,32148,33744,1,2,8592310075,17,34.114891326547344,-117.97712246840287,95.635
156274,0x18824,False,386,32148,33744,1,2,8592310075,17,34.114888979614456,-117.97711308067132,95.603
156274,0x18824,False,386,32148,33744,1,2,8592310075,17,34.114886465043504,-117.97710369293976,95.569
156274,0x18824,False,386,32148,33744,1,2,8592310075,17,34.11488386665352,-117.97709430520821,95.532
156274,0x18824,False,386,32148,33744,1,2,8592310075,17,34.114881016806436,-117.97708500129569,95.494
156274,0x18824,False,386,32148,33744,1,2,8592310075,17,34.11487791550226,-117.97707578120219,95.457
156274,0x18824,False,386,32148,33744,1,2,8592310075,17,34.114874562740994,-117.97706664492773,95.42
156274,0x18824,False,386,32148,33744,1,2,8592310075,17,34.11487095852263,-117.97705776011037,95.383
156274,0x18824,False,386,32148,33744,1,2,8592310075,17,34.11486701902814,-117.97704921056913,95.346
158109,0x18854,False,362,1158951,1170570,31,7,4295828258,19,34.11567050826635,-117.97709698741723,91.77
158109,0x18854,False,362,1158951,1170570,31,7,4295828258,19,34.11571191486803,-117.9770530662446,91.954
158109,0x18854,False,362,1158951,1170570,31,7,4295828258,19,34.11575298619358,-117.97700864215777,92.121
158109,0x18854,False,362,1158951,1170570,31,7,4295828258,19,34.115786681444334,-117.97697159414575,92.253
158109,0x18854,False,362,1158951,1170570,31,7,4295828258,19,34.11580679801195,-117.97694946592136,92.333
158109,0x18854,False,362,1158951,1170570,31,7,4295828258,19,34.11584686350912,-117.97690487419649,92.498
158109,0x18854,False,362,1158951,1170570,31,7,4295828258,19,34.115886845187255,-117.97686011483354,92.671
158109,0x18854,False,362,1158951,1170570,31,7,4295828258,19,34.115946691975914,-117.97679222141784,92.93
158109,0x18854,False,362,1158951,1170570,31,7,4295828258,19,34.11600595203135,-117.97672348981182,93.182
158109,0x18854,False,362,1158951,1170570,31,7,4295828258,19,34.1160644577155,-117.97665417147257,93.445
158109,0x18854,False,362,1158951,1170570,31,7,4295828258,19,34.11612220902837,-117.97658409876203,93.71
158109,0x18854,False,362,1158951,1170570,31,7,4295828258,19,34.11617920596995,-117.97651318786119,93.963
158109,0x18854,False,362,1158951,1170570,31,7,4295828258,19,34.11618549239733,-117.9765053088722,93.991
158109,0x18854,False,362,1158951,1170570,31,7,4295828258,19,34.116223127142575,-117.97645744820508,94.158
158109,0x18854,False,362,1158951,1170570,31,7,4295828258,19,34.116260594249766,-117.97640933608086,94.327
158109,0x18854,False,362,1158951,1170570,31,7,4295828258,19,34.11629789371889,-117.9763608048615,94.497
158109,0x18854,False,362,1158951,1170570,31,7,4295828258,19,34.11635321427983,-117.97628746320872,94.747
158109,0x18854,False,362,1158951,1170570,31,7,4295828258,19,34.11640803192658,-117.97621395391789,94.992
158109,0x18854,False,362,1158951,1170570,31,7,4295828258,19,34.11642018568619,-117.97619760920671,95.046
158109,0x18854,False,362,1158951,1170570,31,7,8590795554,19,34.115648380041975,-117.97706530382322,91.63
158109,0x18854,False,362,1158951,1170570,31,7,8590795554,19,34.11568945136752,-117.97702155028867,91.796
158109,0x18854,False,362,1158951,1170570,31,7,8590795554,19,34.115730271235975,-117.97697746147797,91.972
158109,0x18854,False,362,1158951,1170570,31,7,8590795554,19,34.1157638826677,-117.97694074874207,92.121
158109,0x18854,False,362,1158951,1170570,31,7,8590795554,19,34.11578399923532,-117.9769186205177,92.209
158109,0x18854,False,362,1158951,1170570,31,7,8590795554,19,34.115823980913454,-117.9768742802499,92.383
158109,0x18854,False,362,1158951,1170570,31,7,8590795554,19,34.115863878772565,-117.97682960470598,92.551
158109,0x18854,False,362,1158951,1170570,31,7,8590795554,19,34.1159233902851,-117.97676196274737,92.801
