logTime,Instance ID,Is Retransmission,Path Id,Offset[cm],End Offset[cm],Lane Number,線形状情報数,ライン型地物ID,3D地物属性オプションフラグ,Type,形状要素点数,緯度[deg],経度[deg],高さ[m]
1637275,0x403d6,False,285,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.244984128569484,139.57917823912092,58.92
1637275,0x403d6,False,285,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.24502268532408,139.57921076090523,58.92
1637275,0x403d6,False,285,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.24435548583147,139.57885000379264,58.55
1637275,0x403d6,False,285,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.244393036757685,139.57888051392018,58.54
1637275,0x403d6,False,285,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.24443058768391,139.57891102404773,58.54
1637275,0x403d6,False,285,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.244468138610124,139.5789415341753,58.53
1637275,0x403d6,False,285,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.24450669536472,139.57897338540735,58.52
1637275,0x403d6,False,285,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.24454357573868,139.5790038955349,58.52
1637275,0x403d6,False,285,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.244581461941024,139.5790350762147,58.53
1637275,0x403d6,False,285,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.244626724218165,139.57907262714093,58.52
1637275,0x403d6,False,285,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.24466863373403,139.579107160582,58.53
1637275,0x403d6,False,285,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.244697802757074,139.57913163573926,58.55
1637275,0x403d6,False,285,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.244735688959416,139.5791631516952,58.55
1637275,0x403d6,False,285,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.24477323988564,139.5791953382034,58.54
1637275,0x403d6,False,285,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.24481045553573,139.57922718943544,58.55
1637275,0x403d6,False,285,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.244847671185816,139.57925937594362,58.54
1637275,0x403d6,False,285,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.244883881007524,139.57929089189957,58.53
1637275,0x403d6,False,285,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.24491740862022,139.57932039619874,58.51
1637275,0x403d6,False,285,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.24494758347164,139.57934654773663,58.51
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,20,0,9,36.244374931846835,139.5788094353813,58.65
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,20,0,9,36.24443997541546,139.57886140318095,58.64
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,20,0,9,36.24452681193234,139.57893248171987,58.61
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,20,0,9,36.24458917329195,139.57898344369116,58.61
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,20,0,9,36.244674333428186,139.57905452223008,58.64
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,20,0,9,36.24474105337745,139.57911118389552,58.65
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,20,0,9,36.24482654878982,139.57918393881508,58.67
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,20,0,9,36.24488924542556,139.5792379182715,58.66
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,20,0,9,36.24496971169602,139.5793086615343,58.64
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.24435883859274,139.57884396882235,58.57
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.24439672479508,139.57887414367377,58.56
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.244434275721304,139.57890498907744,58.55
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.244472161923646,139.57893549920502,58.55
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.244509377573735,139.57896567405643,58.54
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.24454692849995,139.57899685473623,58.54
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.2445848147023,139.57902870596828,58.54
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.24462270090464,139.5790598866481,58.55
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.24466025183086,139.5790910673279,58.57
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.24469746748095,139.57912258328383,58.58
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.244734683131036,139.57915443451589,58.58
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.24477223405726,139.57918595047184,58.57
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.244808443878966,139.5792178017039,58.58
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.24484599480518,139.57924998821207,58.56
