logTime,Instance ID,Is Retransmission,Path Id,Offset[cm],End Offset[cm],Lane Number,区画線数,対象の区画線ID,対象の区画線の親区画線のID,MMS測位誤差[mm],レーザー測位誤差[mm],道路構成地物ID,区画線種別,区画線付加属性フラグ,始点側線幅[cm],終点側線幅[cm]
1706887,0x4040a,False,292,2496506,2504496,7,6,1.748801386482529e+18,-1,273.0,183.0,3221291776.0,1,32,20,20
1706887,0x4040a,False,292,2496506,2504496,7,6,1.748801386482529e+18,-1,258.0,182.0,3221291520.0,2,48,15,15
1706887,0x4040a,False,292,2496506,2504496,7,6,1.7488013870194e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1706887,0x4040a,False,292,2496506,2504496,7,6,1.7488013870194e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1706887,0x4040a,False,292,2496506,2504496,7,6,1.748801386482529e+18,-1,646.0,212.0,3221291520.0,2,48,15,15
1706887,0x4040a,False,292,2496506,2504496,7,6,1.748801386482529e+18,-1,628.0,216.0,3221291776.0,1,16,20,20
1768621,0x4043b,False,285,2504496,2512527,7,6,1.748801386482529e+18,-1,283.0,183.0,3221291776.0,1,32,20,20
1768621,0x4043b,False,285,2504496,2512527,7,6,1.748801386482529e+18,-1,301.0,181.0,3221291520.0,2,48,15,15
1768621,0x4043b,False,285,2504496,2512527,7,6,1.7488013870194e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1768621,0x4043b,False,285,2504496,2512527,7,6,1.7488013870194e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1768621,0x4043b,False,285,2504496,2512527,7,6,1.748801386482529e+18,-1,673.0,212.0,3221291520.0,2,48,15,15
1768621,0x4043b,False,285,2504496,2512527,7,6,1.748801386482529e+18,-1,688.0,216.0,3221291776.0,1,16,20,20
1772188,0x40446,False,292,2504496,2512527,7,6,1.748801386482529e+18,-1,283.0,183.0,3221291776.0,1,32,20,20
1772188,0x40446,False,292,2504496,2512527,7,6,1.748801386482529e+18,-1,301.0,181.0,3221291520.0,2,48,15,15
1772188,0x40446,False,292,2504496,2512527,7,6,1.7488013870194e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1772188,0x40446,False,292,2504496,2512527,7,6,1.7488013870194e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1772188,0x40446,False,292,2504496,2512527,7,6,1.748801386482529e+18,-1,673.0,212.0,3221291520.0,2,48,15,15
1772188,0x40446,False,292,2504496,2512527,7,6,1.748801386482529e+18,-1,688.0,216.0,3221291776.0,1,16,20,20
1868480,0x40497,False,285,2512527,2520535,7,6,1.748801386482529e+18,-1,275.0,181.0,3221291776.0,1,32,20,20
1868480,0x40497,False,285,2512527,2520535,7,6,1.748801386482529e+18,-1,301.0,181.0,3221291520.0,2,48,15,15
1868480,0x40497,False,285,2512527,2520535,7,6,1.7488013870194e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1868480,0x40497,False,285,2512527,2520535,7,6,1.7488013870194e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1868480,0x40497,False,285,2512527,2520535,7,6,1.748801386482529e+18,-1,640.0,214.0,3221291520.0,2,48,15,15
1868480,0x40497,False,285,2512527,2520535,7,6,1.748801386482529e+18,-1,688.0,216.0,3221291776.0,1,16,20,20
1905409,0x404ae,False,292,2512527,2520535,7,6,1.748801386482529e+18,-1,275.0,181.0,3221291776.0,1,32,20,20
1905409,0x404ae,False,292,2512527,2520535,7,6,1.748801386482529e+18,-1,301.0,181.0,3221291520.0,2,48,15,15
1905409,0x404ae,False,292,2512527,2520535,7,6,1.7488013870194e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1905409,0x404ae,False,292,2512527,2520535,7,6,1.7488013870194e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1905409,0x404ae,False,292,2512527,2520535,7,6,1.748801386482529e+18,-1,640.0,214.0,3221291520.0,2,48,15,15
1905409,0x404ae,False,292,2512527,2520535,7,6,1.748801386482529e+18,-1,688.0,216.0,3221291776.0,1,16,20,20
